hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),Load Shifting Algorithm
0,673.59875,-1688.18,-785.471,-1695.79,-993.856,-1511.49,-896.351,3310.92895,4895.46
0,673.93378,-1680.91,-779.427,-1688.63,-987.725,-1504.35,-890.351,3312.6041,4873.89
0,674.35327,-1692.35,-788.983,-1699.98,-997.386,-1515.65,-899.887,3314.70155,4907.98
0,674.6709,-1681.91,-780.248,-1689.59,-988.564,-1505.31,-891.152,3316.2897,4876.81
0,675.07635,-1683.31,-781.408,-1690.97,-989.746,-1506.68,-892.303,3318.31695,4880.96
0,675.4184,-1692.64,-789.223,-1700.26,-997.627,-1515.94,-900.129,3320.0272,4908.84
0,675.72064,-1691.11,-787.953,-1698.76,-996.334,-1514.44,-898.867,3321.5384,4904.31
0,676.04712,-1688.42,-785.706,-1696.09,-994.065,-1511.78,-896.621,3323.1708,4896.29
0,676.38776,-1688.78,-785.995,-1696.43,-994.365,-1512.12,-896.899,3324.874,4897.33
0,676.75134,-1681.66,-780.05,-1689.37,-988.353,-1505.09,-890.975,3326.6919,4876.12
0,677.11774,-1686.95,-784.443,-1694.57,-992.815,-1510.27,-895.327,3328.5239,4891.79
0,677.51965,-1682.74,-780.951,-1690.44,-989.27,-1506.15,-891.867,3330.53345,4879.33
0,678.00494,-1684.93,-782.762,-1692.58,-991.112,-1508.29,-893.656,3332.9599,4885.8
0,678.34436,-1691.82,-788.528,-1699.42,-996.937,-1515.11,-899.412,3334.657,4906.35
0,678.68469,-1689.84,-786.891,-1697.5,-995.263,-1513.18,-897.806,3336.35865,4900.52
0,679.16852,-1684.62,-782.522,-1692.31,-990.85,-1508.02,-893.443,3338.7778,4884.95
0,679.40759,-1688.34,-785.614,-1695.97,-993.99,-1511.66,-896.505,3339.97315,4895.97
0,679.91089,-1679.28,-778.041,-1686.96,-986.34,-1502.7,-888.941,3342.48965,4868.94
0,680.25098,-1685.82,-783.493,-1693.44,-991.862,-1509.15,-894.372,3344.1901,4888.41
0,680.53558,-1690.69,-787.584,-1698.31,-995.981,-1513.99,-898.474,3345.6131,4902.99
0,680.77234,-1678.66,-777.526,-1686.35,-985.819,-1502.09,-888.427,3346.7969,4867.1
0,681.18201,-1691.48,-788.252,-1699.11,-996.651,-1514.79,-899.155,3348.84525,4905.38
0,681.57379,-1688.77,-785.993,-1696.43,-994.355,-1512.12,-896.909,3350.80415,4897.32
0,682.01611,-1682.05,-780.378,-1689.76,-988.684,-1505.48,-891.301,3353.01575,4877.29
0,682.39471,-1691.39,-788.176,-1699.02,-996.571,-1514.7,-899.08,3354.90875,4905.11
0,682.66779,-1689,-786.19,-1696.67,-994.555,-1512.36,-897.106,3356.27415,4898.03
0,683.05524,-1685.58,-783.326,-1693.26,-991.665,-1508.97,-894.242,3358.2114,4887.81
0,683.53162,-1691.27,-788.066,-1698.88,-996.468,-1514.56,-898.954,3360.5933,4904.71
0,683.90338,-1679.2,-777.982,-1686.89,-986.279,-1502.63,-888.884,3362.4521,4868.72
0,684.30774,-1682.17,-780.449,-1689.82,-988.784,-1505.55,-891.337,3364.4739,4877.54
0,684.5083,-1679.75,-778.44,-1687.44,-986.743,-1503.17,-889.345,3365.4767,4870.36
0,684.71405,-1687.94,-785.288,-1695.59,-993.659,-1511.28,-896.189,3366.50545,4894.81
0,684.86133,-1686.61,-784.184,-1694.28,-992.536,-1509.98,-895.093,3367.24185,4890.87
0,685.14825,-1680.98,-779.481,-1688.69,-987.783,-1504.41,-890.399,3368.67645,4874.08
0,685.58832,-1678.16,-777.111,-1685.85,-985.402,-1501.59,-888.015,3370.8768,4865.6
0,685.97784,-1690.43,-787.37,-1698.06,-995.761,-1513.74,-898.271,3372.8244,4902.23
0,686.32355,-1689.77,-786.828,-1697.42,-995.203,-1513.11,-897.738,3374.55295,4900.3
0,686.68243,-1689.64,-786.718,-1697.29,-995.093,-1512.98,-897.626,3376.34735,4899.91
0,704.43793,-1678.61,-777.483,-1686.29,-985.776,-1502.03,-888.384,3465.12485,4866.93
0,704.7666,-1675.41,-774.814,-1683.12,-983.086,-1498.87,-885.717,3466.7682,4857.4
0,704.97687,-1673.98,-773.61,-1681.68,-981.878,-1497.43,-884.505,3467.81955,4853.09
0,705.28015,-1674.42,-773.972,-1682.1,-982.248,-1497.86,-884.861,3469.33595,4854.38
0,705.54407,-1671.23,-771.318,-1678.94,-979.563,-1494.71,-882.216,3470.65555,4844.88
0,706.06049,-1676.25,-775.488,-1683.9,-983.789,-1499.66,-886.362,3473.23765,4859.81
0,706.44757,-1682.29,-780.539,-1689.92,-988.883,-1505.65,-891.416,3475.17305,4877.86
0,706.86267,-1673.67,-773.354,-1681.37,-981.617,-1497.13,-884.248,3477.24855,4852.17
0,707.17236,-1675.03,-774.476,-1682.7,-982.759,-1498.46,-885.362,3478.797,4856.19
0,707.55609,-1681.4,-779.791,-1689.03,-988.13,-1504.76,-890.666,3480.71565,4875.19
0,707.98907,-1671.24,-771.328,-1678.95,-979.574,-1494.72,-882.22,3482.88055,4844.91
0,708.28674,-1672.11,-772.037,-1679.79,-980.299,-1495.56,-882.922,3484.3689,4847.46
0,708.61487,-1675.34,-774.734,-1683.01,-983.024,-1498.76,-885.614,3486.00955,4857.11
0,709.02728,-1681.95,-780.255,-1689.58,-988.599,-1505.31,-891.13,3488.0716,4876.84
0,709.24969,-1673.72,-773.395,-1681.42,-981.659,-1497.18,-884.289,3489.18365,4852.32
0,709.5907,-1680.2,-778.784,-1687.83,-987.115,-1503.56,-889.657,3490.8887,4871.59
0,710.0752,-1675.33,-774.749,-1683.04,-983.017,-1498.79,-885.658,3493.3112,4857.16
0,710.44128,-1672.26,-772.177,-1679.97,-980.429,-1495.73,-883.076,3495.1416,4847.96
0,710.86493,-1672.38,-772.272,-1680.08,-980.533,-1495.84,-883.159,3497.25985,4848.3
0,711.30621,-1680.75,-779.263,-1688.41,-987.587,-1504.14,-890.156,3499.46625,4873.3
0,711.54517,-1673.61,-773.317,-1681.34,-981.567,-1497.1,-884.232,3500.66105,4852.05
0,711.96582,-1672.77,-772.598,-1680.47,-980.859,-1496.23,-883.489,3502.7643,4849.47
0,712.30676,-1673.49,-773.191,-1681.17,-981.461,-1496.93,-884.078,3504.469,4851.59
0,712.59985,-1679.45,-778.16,-1687.09,-986.485,-1502.83,-889.034,3505.93445,4869.37
0,713.06317,-1676.32,-775.57,-1684.02,-983.85,-1499.77,-886.475,3508.25105,4860.11
0,713.55103,-1677.53,-776.569,-1685.2,-984.867,-1500.94,-887.458,3510.69035,4863.67
0,713.98822,-1682.88,-781.038,-1690.52,-989.384,-1506.24,-891.918,3512.8763,4879.64
0,714.43604,-1671.66,-771.674,-1679.36,-979.921,-1495.13,-882.566,3515.1154,4846.15
0,714.8197,-1673.71,-773.373,-1681.39,-981.648,-1497.15,-884.255,3517.0337,4852.25
0,715.09802,-1670.3,-770.54,-1678.01,-978.778,-1493.79,-881.438,3518.4253,4842.1
0,715.4903,-1678.4,-777.297,-1686.07,-985.605,-1501.81,-888.188,3520.3867,4866.28
0,715.85938,-1674.16,-773.771,-1681.87,-982.032,-1497.63,-884.676,3522.2321,4853.66
0,716.29114,-1679.21,-777.963,-1686.86,-986.284,-1502.59,-888.84,3524.3909,4868.66
0,716.6601,-1673.1,-772.885,-1680.82,-981.135,-1496.58,-883.796,3526.2357,4850.5
0,716.97791,-1672.33,-772.226,-1680.02,-980.485,-1495.79,-883.117,3527.82475,4848.14
0,717.28912,-1673.25,-772.992,-1680.93,-981.261,-1496.7,-883.877,3529.3808,4850.88
0,717.68536,-1670.52,-770.723,-1678.23,-978.964,-1494,-881.619,3531.362,4842.75
0,717.99792,-1673.23,-772.972,-1680.91,-981.247,-1496.67,-883.851,3532.9248,4850.81
0,718.36597,-1674.38,-773.94,-1682.06,-982.218,-1497.82,-884.826,3534.76505,4854.26
0,718.81616,-1679.9,-778.54,-1687.54,-986.867,-1503.28,-889.417,3537.016,4870.72
0,719.17596,-1673.96,-773.607,-1681.68,-981.863,-1497.44,-884.518,3538.815,4853.08
0,719.57214,-1669.65,-770.004,-1677.38,-978.234,-1493.15,-880.904,3540.7959,4840.18
0,719.94086,-1676.35,-775.567,-1683.99,-983.872,-1499.75,-886.435,3542.6395,4860.09
0,720.26001,-1671,-771.129,-1678.72,-979.367,-1494.49,-882.035,3544.23525,4844.21
0,720.47662,-1674.63,-774.137,-1682.29,-982.423,-1498.05,-885.014,3545.3183,4854.97
0,720.82532,-1674.36,-773.926,-1682.05,-982.2,-1497.81,-884.818,3547.0618,4854.22
0,721.04407,-1673.05,-772.831,-1680.75,-981.093,-1496.51,-883.725,3548.15555,4850.31
0,721.28198,-1668.31,-768.888,-1676.04,-977.109,-1491.82,-879.788,3549.3451,4836.17
0,721.65887,-1672.51,-772.361,-1680.17,-980.635,-1495.94,-883.234,3551.22955,4848.62
0,721.99921,-1670.92,-771.053,-1678.62,-979.301,-1494.4,-881.946,3552.93125,4843.94
0,722.45721,-1667.33,-768.061,-1675.05,-976.279,-1490.84,-878.956,3555.22125,4833.22
0,722.83557,-1672.66,-772.484,-1680.32,-980.761,-1496.09,-883.353,3557.11305,4849.07
0,723.21216,-1673.77,-773.427,-1681.45,-981.701,-1497.21,-884.312,3558.996,4852.43
0,723.58014,-1670.53,-770.734,-1678.25,-978.975,-1494.02,-881.632,3560.8359,4842.8
0,723.96405,-1672.19,-772.102,-1679.87,-980.366,-1495.64,-882.984,3562.75545,4847.7
0,724.27863,-1679.3,-778.028,-1686.93,-986.356,-1502.67,-888.898,3564.32835,4868.9
0,724.55298,-1669.11,-769.548,-1676.82,-977.78,-1492.61,-880.438,3565.7001,4838.54
0,724.79883,-1680.2,-778.801,-1687.86,-987.124,-1503.59,-889.692,3566.92935,4871.65
0,725.11652,-1666.46,-767.338,-1674.18,-975.549,-1489.98,-878.226,3568.5178,4830.62
0,725.42755,-1666.55,-767.401,-1674.26,-975.623,-1490.05,-878.282,3570.07295,4830.86
0,725.6756,-1668.13,-769.476,-1670.77,-978.794,-1488.15,-876.512,3571.3132,4827.05
0,726.07251,-1671.39,-772.268,-1674.06,-981.52,-1491.48,-879.307,3573.29775,4836.93
0,726.47137,-1670.51,-771.552,-1673.22,-980.786,-1490.64,-878.608,3575.29205,4834.37
0,726.82538,-1674.38,-774.767,-1677.03,-984.036,-1494.44,-881.794,3577.0621,4845.85
0,727.07214,-1670.85,-771.845,-1673.57,-981.074,-1490.99,-878.909,3578.2959,4835.41
0,727.44379,-1672.15,-772.917,-1674.84,-982.166,-1492.25,-879.96,3580.15415,4839.24
0,727.76599,-1673.57,-774.103,-1676.24,-983.361,-1493.66,-881.141,3581.76515,4843.47
0,728.04266,-1676.48,-776.529,-1679.12,-985.808,-1496.53,-883.553,3583.1485,4852.13
0,728.5368,-1674.08,-774.542,-1676.77,-983.793,-1494.19,-881.592,3585.6192,4845.04
0,728.92767,-1668.6,-769.965,-1671.34,-979.175,-1488.76,-877.044,3587.57355,4828.7
0,729.3454,-1670.94,-771.9,-1673.63,-981.144,-1491.05,-878.943,3589.6622,4835.62
0,729.73413,-1680.61,-779.987,-1683.23,-989.289,-1500.63,-887.003,3591.60585,4864.47
0,730.09576,-1667.14,-768.745,-1669.88,-977.951,-1487.31,-875.815,3593.414,4824.33
0,730.37579,-1674.79,-775.122,-1677.46,-984.39,-1494.87,-882.158,3594.81415,4847.12
0,730.72876,-1679.04,-778.67,-1681.66,-987.967,-1499.07,-885.68,3596.579,4859.77
0,731.11102,-1669.19,-770.449,-1671.91,-979.669,-1489.33,-877.51,3598.4903,4830.43
0,731.47595,-1671.7,-772.534,-1674.38,-981.784,-1491.8,-879.574,3600.31495,4837.88
0,731.86072,-1677.42,-777.306,-1680.04,-986.598,-1497.45,-884.316,3602.2388,4854.91
0,732.13135,-1677.84,-777.675,-1680.49,-986.955,-1497.89,-884.704,3603.59195,4856.22
0,732.42365,-1673.61,-774.155,-1676.32,-983.397,-1493.73,-881.213,3605.05345,4843.66
0,732.78131,-1677.6,-777.461,-1680.22,-986.749,-1497.64,-884.477,3606.84175,4855.46
0,733.12372,-1669.67,-770.847,-1672.38,-980.072,-1489.8,-877.907,3608.5538,4831.85
0,733.45575,-1680.48,-779.876,-1683.09,-989.178,-1500.5,-886.892,3610.21395,4864.07
0,733.85974,-1667.39,-768.952,-1670.13,-978.16,-1487.55,-876.021,3612.2339,4825.07
0,734.18414,-1672.51,-773.202,-1675.17,-982.464,-1492.59,-880.23,3613.8559,4840.27
0,734.59009,-1674.31,-774.717,-1676.97,-983.981,-1494.39,-881.752,3615.88565,4845.67
0,735.17523,-1667.27,-768.866,-1670.04,-978.064,-1487.46,-875.954,3618.81135,4824.77
0,735.57758,-1669.28,-770.51,-1671.97,-979.744,-1489.4,-877.559,3620.8231,4830.65
0,735.92621,-1674.86,-775.168,-1677.5,-984.445,-1494.92,-882.187,3622.56625,4847.28
0,736.16809,-1678.84,-778.502,-1681.46,-987.798,-1498.87,-885.515,3623.77565,4859.17
0,736.43207,-1676.08,-776.216,-1678.76,-985.477,-1496.17,-883.261,3625.09555,4851.01
0,736.81879,-1672.75,-773.432,-1675.46,-982.672,-1492.87,-880.49,3627.02915,4841.08
0,737.19586,-1666.26,-768.016,-1669.03,-977.21,-1486.45,-875.105,3628.9145,4821.74
0,737.56476,-1667.56,-769.081,-1670.28,-978.303,-1487.7,-876.138,3630.759,4825.54
0,737.9162,-1675.46,-775.68,-1678.12,-984.952,-1495.53,-882.714,3632.5162,4849.11
0,738.31293,-1668.59,-769.964,-1671.34,-979.171,-1488.76,-877.048,3634.49985,4828.69
0,738.776,-1673.48,-774.015,-1676.13,-983.282,-1493.55,-881.041,3636.8152,4843.16
0,739.13599,-1673.81,-774.302,-1676.48,-983.559,-1493.9,-881.344,3638.61515,4844.19
0,739.39337,-1674.26,-774.684,-1676.94,-983.943,-1494.35,-881.723,3639.90205,4845.55
0,739.70325,-1667.45,-769.009,-1670.21,-978.21,-1487.63,-876.096,3641.45145,4825.29
0,740.14832,-1664.99,-766.942,-1667.74,-976.139,-1485.17,-874.02,3643.6768,4817.9
0,740.44086,-1665.8,-767.608,-1668.53,-976.82,-1485.95,-874.673,3645.1395,4820.28
0,740.78204,-1669.69,-770.852,-1672.38,-980.095,-1489.8,-877.894,3646.8454,4831.87
0,741.20337,-1673.07,-773.672,-1675.73,-982.932,-1493.15,-880.704,3648.95205,4841.95
0,741.52136,-1664.18,-766.264,-1666.93,-975.457,-1484.36,-873.341,3650.542,4815.47
0,741.83252,-1664.91,-766.865,-1667.64,-976.071,-1485.07,-873.932,3652.0978,4817.62
0,742.17505,-1670.02,-771.12,-1672.69,-980.368,-1490.12,-878.156,3653.81045,4832.83
0,742.49091,-1673.15,-773.743,-1675.81,-983.004,-1493.23,-880.777,3655.38975,4842.19
0,742.78137,-1667.31,-768.891,-1670.07,-978.094,-1487.49,-875.975,3656.84205,4824.87
0,743.01733,-1675.94,-776.081,-1678.59,-985.356,-1496,-883.113,3658.02185,4850.53
0,743.27014,-1664.43,-766.48,-1667.19,-975.672,-1484.62,-873.557,3659.2859,4816.24
0,743.60187,-1675.45,-775.669,-1678.11,-984.943,-1495.52,-882.701,3660.94455,4849.08
0,744.03094,-1674.31,-774.728,-1676.99,-983.983,-1494.4,-881.773,3663.0899,4845.7
0,744.47491,-1675.82,-775.984,-1678.48,-985.255,-1495.89,-883.015,3665.30975,4850.19
0,744.73499,-1665.81,-767.629,-1668.55,-976.831,-1485.98,-874.702,3666.61015,4820.34
0,745.04193,-1663.87,-766.009,-1666.63,-975.202,-1484.06,-873.089,3668.14485,4814.56
0,745.27362,-1668.35,-769.726,-1671.04,-978.962,-1488.46,-876.77,3669.3033,4827.85
0,745.62982,-1664.96,-766.923,-1667.72,-976.119,-1485.15,-874.006,3671.0843,4817.83
0,745.98907,-1671.19,-772.094,-1673.85,-981.351,-1491.27,-879.122,3672.88055,4836.31
0,746.43781,-1663.32,-765.55,-1666.08,-974.739,-1483.51,-872.629,3675.12425,4812.91
0,746.77325,-1671.82,-772.631,-1674.5,-981.882,-1491.91,-879.675,3676.80145,4838.23
0,747.07513,-1671.9,-772.705,-1674.59,-981.95,-1492,-879.753,3678.31085,4838.49
0,747.26904,-1673.3,-773.877,-1675.98,-983.133,-1493.39,-880.916,3679.2804,4842.67
0,747.61407,-1671.42,-772.311,-1674.12,-981.547,-1491.54,-879.368,3681.00555,4837.08
0,747.89325,-1672.24,-772.99,-1674.92,-982.238,-1492.34,-880.034,3682.40145,4839.5
0,748.26007,-1663.47,-765.676,-1666.23,-974.865,-1483.66,-872.755,3684.23555,4813.36
0,748.58777,-1666.22,-767.955,-1668.94,-977.174,-1486.36,-875.012,3685.87405,4821.52
0,748.97949,-1672.39,-773.094,-1675.04,-982.359,-1492.46,-880.119,3687.83265,4839.89
0,749.22418,-1670.11,-771.221,-1672.83,-980.449,-1490.25,-878.284,3689.0561,4833.19
0,749.63654,-1668.31,-769.711,-1671.03,-978.929,-1488.45,-876.777,3691.1179,4827.79
0,767.45483,-1657.83,-760.971,-1660.63,-970.127,-1478.07,-868.069,3780.20935,4796.53
0,767.79382,-1664.32,-766.36,-1667.03,-975.578,-1484.46,-873.409,3781.9043,4815.81
0,768.1228,-1662.96,-765.249,-1665.72,-974.439,-1483.15,-872.331,3783.5492,4811.83
0,768.56592,-1670.21,-771.276,-1672.88,-980.531,-1490.3,-878.304,3785.7648,4833.39
0,768.80328,-1669.08,-770.358,-1671.8,-979.584,-1489.22,-877.419,3786.9516,4830.1
0,769.11615,-1660.16,-762.916,-1662.94,-972.085,-1480.38,-870.005,3788.51595,4803.48
0,769.48022,-1670.22,-771.299,-1672.92,-980.541,-1490.33,-878.347,3790.3363,4833.47
0,769.8512,-1657.6,-760.784,-1660.4,-969.936,-1477.84,-867.883,3792.1912,4795.84
0,770.1217,-1659.82,-762.62,-1662.58,-971.801,-1480.02,-869.698,3793.5437,4802.42
0,770.48413,-1669.79,-770.936,-1672.48,-980.176,-1489.9,-877.986,3795.35585,4832.17
0,770.87964,-1667.98,-769.438,-1670.71,-978.655,-1488.13,-876.505,3797.3334,4826.82
0,771.33142,-1667.92,-769.379,-1670.63,-978.6,-1488.06,-876.44,3799.5923,4826.61
0,771.72461,-1660.15,-762.907,-1662.93,-972.078,-1480.37,-869.996,3801.55825,4803.45
0,772.04364,-1663.77,-765.906,-1666.5,-975.113,-1483.93,-872.967,3803.1534,4814.2
0,772.38177,-1668.22,-769.622,-1670.91,-978.858,-1488.34,-876.666,3804.84405,4827.47
0,772.69379,-1665.02,-766.967,-1667.77,-976.164,-1485.2,-874.049,3806.40415,4817.99
0,772.94696,-1656.81,-760.126,-1659.62,-969.277,-1477.06,-867.225,3807.67,4793.49
0,773.17017,-1667.98,-769.423,-1670.69,-978.654,-1488.11,-876.478,3808.78605,4826.78
0,773.50885,-1660.76,-763.434,-1663.57,-972.595,-1481,-870.543,3810.47945,4805.33
0,774.00708,-1667.28,-768.826,-1669.96,-978.061,-1487.39,-875.866,3812.9706,4824.63
0,774.4295,-1656.85,-760.157,-1659.66,-969.307,-1477.1,-867.258,3815.0827,4793.61
0,774.77319,-1654.81,-758.454,-1657.63,-967.595,-1475.07,-865.563,3816.80115,4787.51
0,775.11731,-1655.72,-759.207,-1658.52,-968.361,-1475.96,-866.303,3818.52175,4790.2
0,775.53741,-1656.02,-759.454,-1658.82,-968.608,-1476.26,-866.552,3820.62225,4791.1
0,775.82361,-1664.78,-766.757,-1667.51,-975.967,-1484.94,-873.823,3822.05325,4817.23
0,776.15991,-1665.58,-767.424,-1668.31,-976.634,-1485.73,-874.489,3823.73475,4819.62
0,776.5155,-1657.57,-760.755,-1660.37,-969.911,-1477.81,-867.852,3825.5127,4795.75
0,776.87152,-1664.97,-766.897,-1667.67,-976.122,-1485.1,-873.941,3827.2928,4817.74
0,777.15747,-1654.92,-758.548,-1657.74,-967.687,-1475.18,-865.654,3828.72255,4787.84
0,777.53571,-1666.79,-768.432,-1669.51,-977.657,-1486.93,-875.491,3830.61375,4823.23
0,777.85992,-1663.48,-765.686,-1666.25,-974.874,-1483.68,-872.773,3832.2348,4813.41
0,778.24103,-1654.63,-758.311,-1657.45,-967.449,-1474.9,-865.417,3834.14035,4786.98
0,778.80011,-1656.43,-759.792,-1659.22,-968.952,-1476.66,-866.883,3836.93575,4792.31
0,779.22986,-1661.39,-763.918,-1664.13,-973.116,-1481.56,-870.982,3839.0845,4807.08
0,779.71619,-1661.14,-763.729,-1663.91,-972.911,-1481.34,-870.812,3841.51615,4806.39
0,780.05939,-1660.66,-763.324,-1663.43,-972.503,-1480.86,-870.41,3843.23215,4804.95
0,780.37341,-1661.89,-764.349,-1664.65,-973.539,-1482.08,-871.424,3844.80225,4808.62
0,780.66394,-1663.21,-765.444,-1665.95,-974.643,-1483.38,-872.515,3846.2549,4812.54
0,780.96881,-1658.2,-761.291,-1661.02,-970.443,-1478.45,-868.4,3847.77925,4797.67
0,781.26044,-1660.24,-762.966,-1663,-972.148,-1480.43,-870.043,3849.2374,4803.67
0,781.62433,-1664.72,-766.694,-1667.43,-975.91,-1484.86,-873.749,3851.05685,4817.01
0,782.00555,-1657.83,-760.991,-1660.66,-970.137,-1478.1,-868.108,3852.96295,4796.59
0,782.50085,-1655.77,-759.26,-1658.59,-968.405,-1476.03,-866.366,3855.43945,4790.39
0,782.84192,-1653.47,-757.345,-1656.3,-966.477,-1473.75,-864.458,3857.1448,4783.52
0,783.14008,-1658.95,-761.884,-1661.7,-971.069,-1479.14,-868.954,3858.6356,4799.79
0,783.50232,-1657.25,-760.491,-1660.06,-969.647,-1477.49,-867.592,3860.4468,4794.8
0,783.77728,-1661.83,-764.286,-1664.57,-973.485,-1482,-871.35,3861.8216,4808.4
0,784.17169,-1653.75,-757.577,-1656.58,-966.711,-1474.02,-864.686,3863.79365,4784.35
0,784.57599,-1658.13,-761.202,-1660.89,-970.379,-1478.33,-868.278,3865.81515,4797.35
0,784.87085,-1658.15,-761.235,-1660.94,-970.401,-1478.38,-868.326,3867.28945,4797.47
0,785.11884,-1654.46,-758.173,-1657.29,-967.307,-1474.74,-865.289,3868.5294,4786.49
0,785.41949,-1662.41,-764.78,-1665.16,-973.977,-1482.59,-871.855,3870.03265,4810.16
0,785.80743,-1660.13,-762.89,-1662.92,-972.061,-1480.35,-869.984,3871.97235,4803.4
0,786.16614,-1662.28,-764.671,-1665.03,-973.865,-1482.46,-871.741,3873.7659,4809.77
0,786.60883,-1655.06,-758.685,-1657.91,-967.814,-1475.35,-865.812,3875.97935,4788.32
0,787.00385,-1659.46,-762.313,-1662.22,-971.498,-1479.65,-869.385,3877.95445,4801.33
0,787.40283,-1653.15,-757.092,-1656.01,-966.212,-1473.45,-864.221,3879.94935,4782.61
0,787.7132,-1652.91,-756.873,-1655.74,-966.007,-1473.18,-863.981,3881.5012,4781.83
0,788.00586,-1660.62,-763.287,-1663.38,-972.473,-1480.82,-870.367,3882.9645,4804.82
0,788.3194,-1659.18,-762.098,-1661.97,-971.266,-1479.41,-869.191,3884.5322,4800.56
0,788.59033,-1662.67,-764.988,-1665.4,-974.189,-1482.84,-872.053,3885.88685,4810.91
0,788.91174,-1656.27,-759.689,-1659.11,-968.826,-1476.55,-866.808,3887.4939,4791.93
0,789.21069,-1657.03,-760.294,-1659.82,-969.455,-1477.26,-867.386,3888.98865,4794.11
0,789.53174,-1651.36,-755.596,-1654.22,-964.707,-1471.67,-862.728,3890.5939,4777.25
0,789.85034,-1659.15,-762.058,-1661.92,-971.236,-1479.35,-869.143,3892.1869,4800.42
0,790.24384,-1660.35,-763.062,-1663.11,-972.243,-1480.55,-870.142,3894.1544,4804.01
0,790.6283,-1660.16,-762.91,-1662.94,-972.087,-1480.37,-869.996,3896.0767,4803.47
0,790.98639,-1657.33,-760.556,-1660.14,-969.709,-1477.57,-867.66,3897.86715,4795.04
0,791.29962,-1659.41,-762.279,-1662.18,-971.457,-1479.62,-869.359,3899.4333,4801.21
0,791.56659,-1656.89,-760.195,-1659.7,-969.346,-1477.14,-867.299,3900.76815,4793.73
0,791.91211,-1662.65,-764.967,-1665.37,-974.174,-1482.81,-872.024,3902.49575,4810.83
0,792.29419,-1657.12,-760.39,-1659.94,-969.535,-1477.38,-867.504,3904.40615,4794.44
0,792.60211,-1650.78,-755.119,-1653.65,-964.225,-1471.1,-862.255,3905.94575,4775.53
0,792.90729,-1655.27,-758.824,-1658.06,-967.985,-1475.5,-865.909,3907.47165,4788.83
0,793.16901,-1663.6,-765.77,-1666.34,-974.973,-1483.77,-872.84,3908.78025,4813.71
0,793.50275,-1662.06,-764.499,-1664.83,-973.683,-1482.26,-871.584,3910.44895,4809.15
0,793.88806,-1657.89,-761.027,-1660.7,-970.179,-1478.14,-868.134,3912.3755,4796.73
0,794.18378,-1653.05,-756.998,-1655.9,-966.121,-1473.34,-864.122,3913.8541,4782.29
0,794.52246,-1657.69,-760.832,-1660.45,-970.007,-1477.89,-867.908,3915.5475,4796.03
0,794.92377,-1652.19,-756.288,-1655.05,-965.404,-1472.49,-863.417,3917.55405,4779.73
0,795.19647,-1658.14,-761.208,-1660.89,-970.389,-1478.34,-868.278,3918.91755,4797.37
0,795.56122,-1659.25,-762.148,-1662.03,-971.323,-1479.46,-869.232,3920.7413,4800.74
0,795.80261,-1662.16,-764.565,-1664.9,-973.761,-1482.33,-871.633,3921.94825,4809.39
0,796.05652,-1662.74,-765.056,-1665.49,-974.25,-1482.92,-872.132,3923.2178,4811.15
0,796.32123,-1649.33,-753.905,-1652.19,-963.009,-1469.65,-861.03,3924.54135,4771.17
0,796.68304,-1651.96,-756.075,-1654.78,-965.212,-1472.23,-863.176,3926.3504,4778.97
0,796.99341,-1650.38,-754.767,-1653.23,-963.884,-1470.67,-861.888,3927.90225,4774.28
0,797.2326,-1655.14,-758.713,-1657.92,-967.874,-1475.37,-865.797,3929.0982,4788.43
0,797.63611,-1651.36,-755.594,-1654.22,-964.711,-1471.66,-862.72,3931.11575,4777.24
0,797.87213,-1654.5,-758.188,-1657.3,-967.341,-1474.74,-865.28,3932.29585,4786.54
0,798.15155,-1657.27,-760.492,-1660.05,-969.66,-1477.49,-867.576,3933.69295,4794.81
0,798.35297,-1658.15,-761.228,-1660.93,-970.396,-1478.37,-868.317,3934.70005,4797.45
0,798.67999,-1655.89,-759.361,-1658.71,-968.508,-1476.15,-866.467,3936.33515,4790.75
0,798.99353,-1652.92,-756.889,-1655.76,-966.016,-1473.21,-864.007,3937.90285,4781.89
0,799.28021,-1661.22,-763.788,-1663.98,-972.978,-1481.41,-870.866,3939.33625,4806.61
0,799.61084,-1653.16,-757.083,-1655.99,-966.213,-1473.43,-864.193,3940.9894,4782.58
0,799.93585,-1651.96,-756.085,-1654.8,-965.211,-1472.24,-863.2,3942.61445,4779
0,800.18799,-1652.4,-756.443,-1655.22,-965.576,-1472.67,-863.55,3943.87515,4780.29
0,800.5318,-1649.64,-754.159,-1652.5,-963.268,-1469.95,-861.286,3945.5942,4772.09
0,800.83386,-1656.48,-759.823,-1659.24,-968.997,-1476.69,-866.896,3947.1045,4792.41
0,801.01904,-1650.63,-754.993,-1653.5,-964.1,-1470.95,-862.129,3948.0304,4775.08
0,801.25427,-1658.37,-761.412,-1661.15,-970.585,-1478.59,-868.499,3949.20655,4798.11
0,801.62195,-1654.29,-758.029,-1657.12,-967.161,-1474.57,-865.147,3951.04495,4785.98
0,802.07581,-1651.97,-756.092,-1654.81,-965.216,-1472.26,-863.211,3953.31425,4779.04
0,802.53082,-1653.55,-757.401,-1656.36,-966.544,-1473.81,-864.501,3955.5893,4783.72
