hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),Load Shifting Algorithm
0,11.41296,-1894.72,-1045.73,-1915.19,-1174.3,-1793.58,-1127.81,0,5603.49
0,11.61824,-1886.9,-1037.84,-1907.54,-1167.41,-1784.98,-1120.57,1.0264,5579.42
0,11.85406,-1886.44,-1036.54,-1907.22,-1167.1,-1783.73,-1119.88,2.2055,5577.39
0,12.22947,-1894.81,-1043.98,-1914.69,-1174.16,-1791.97,-1126.35,4.08255,5601.47
0,12.72717,-1889.1,-1038.01,-1909.15,-1169.17,-1785.51,-1121.02,6.57105,5583.76
0,13.06471,-1879.86,-1028.86,-1900.07,-1161.03,-1775.47,-1112.51,8.25875,5555.4
0,13.40229,-1888.48,-1035.67,-1908.82,-1168.82,-1783.3,-1119.93,9.94665,5580.6
0,13.76866,-1884.32,-1031.97,-1903.83,-1164.7,-1779.1,-1115.3,11.7785,5567.25
0,13.98981,-1883.06,-1029.93,-1902.66,-1163.66,-1777.01,-1113.84,12.88425,5562.73
0,14.28371,-1885.3,-1031.86,-1904.01,-1165.24,-1779.11,-1114.83,14.35375,5568.42
0,14.6369,-1890.16,-1035.32,-1908.97,-1169.68,-1783.17,-1118.86,16.1197,5582.3
0,14.91011,-1880.91,-1026.22,-1899.95,-1161.55,-1773.2,-1110.44,17.48575,5554.06
0,15.20633,-1880.22,-1024.73,-1899.4,-1161.04,-1771.73,-1109.56,18.96685,5551.35
0,15.45173,-1883.68,-1026.91,-1902.97,-1164.21,-1774.38,-1112.34,20.19385,5561.03
0,15.74315,-1890.34,-1032.84,-1908.78,-1169.76,-1780.96,-1117.33,21.65095,5580.08
0,16.1273,-1886.71,-1028.77,-1905.33,-1166.62,-1776.6,-1113.89,23.5717,5568.64
0,16.54776,-1877.53,-1019.67,-1896.3,-1158.55,-1766.61,-1105.43,25.674,5540.44
0,16.87541,-1888.44,-1028.51,-1907.33,-1168.37,-1776.73,-1114.87,27.31225,5572.5
0,17.30562,-1883.13,-1022.92,-1902.21,-1163.75,-1770.68,-1109.93,29.4633,5556.02
0,17.81627,-1887.67,-1026.08,-1906.85,-1167.89,-1774.42,-1113.67,32.01655,5568.94
0,18.14297,-1882.72,-1021.68,-1901.11,-1163.08,-1769.43,-1108.38,33.65005,5553.26
0,18.4907,-1888.5,-1025.9,-1906.93,-1168.32,-1774.34,-1113.14,35.3887,5569.77
0,18.81669,-1887.79,-1024.44,-1906.43,-1167.8,-1772.93,-1112.34,37.01865,5567.15
0,19.06358,-1881.98,-1018.39,-1900.8,-1162.73,-1766.35,-1106.93,38.2531,5549.13
0,19.44028,-1878.24,-1014.21,-1897.24,-1159.51,-1761.87,-1103.39,40.1366,5537.35
0,19.75479,-1875.33,-1010.74,-1894.48,-1157.03,-1758.18,-1100.54,41.70915,5527.99
0,20.09275,-1882.97,-1016.64,-1902.25,-1163.93,-1765.01,-1107.06,43.39895,5550.23
0,20.48242,-1886.19,-1018.65,-1905.6,-1166.9,-1767.47,-1109.66,45.3473,5559.26
0,20.79478,-1882.47,-1014.52,-1902.1,-1163.7,-1763.05,-1106.19,46.9091,5547.62
0,21.18848,-1876.29,-1008.94,-1895.02,-1157.79,-1756.71,-1099.66,48.8776,5528.02
0,21.63584,-1886.7,-1017.33,-1905.55,-1167.16,-1766.33,-1108.65,51.1144,5558.58
0,21.84128,-1887.58,-1017.26,-1906.58,-1168.04,-1766.47,-1109.19,52.1416,5560.63
0,22.22388,-1878.04,-1007.91,-1897.24,-1159.66,-1756.18,-1100.5,54.0546,5531.46
0,22.60468,-1876.71,-1005.86,-1896.07,-1158.59,-1754.09,-1099.07,55.9586,5526.87
0,23.0583,-1875.73,-1004.13,-1895.24,-1157.83,-1752.35,-1097.95,58.2267,5523.32
0,23.45076,-1878.95,-1006.1,-1898.58,-1160.79,-1754.76,-1100.52,60.189,5532.29
0,23.80223,-1875.67,-1002.36,-1895.52,-1157.99,-1750.79,-1097.44,61.94635,5521.98
0,24.20834,-1873.38,-999.461,-1893.38,-1156.06,-1747.73,-1095.17,63.9769,5514.49
0,24.50418,-1883.84,-1008.69,-1902.91,-1164.94,-1758.02,-1103.42,65.4561,5544.77
0,24.8051,-1882.46,-1007.46,-1900.69,-1163.31,-1756.57,-1101.25,66.9607,5539.72
0,25.10682,-1871.91,-997.2,-1890.29,-1154.04,-1745.24,-1091.62,68.4693,5507.44
0,25.53723,-1883.49,-1007.42,-1900.93,-1163.91,-1756.65,-1100.85,70.62135,5541.07
0,25.98572,-1878.12,-1002.63,-1894.7,-1158.72,-1751.2,-1095.11,72.8638,5524.02
0,26.41968,-1870.86,-995.319,-1887.6,-1152.38,-1743.18,-1088.43,75.0336,5501.64
0,27.02016,-1875.84,-998.84,-1892.67,-1156.89,-1747.34,-1092.52,78.036,5515.85
0,27.38077,-1882.74,-1004.14,-1899.77,-1163.15,-1753.52,-1098.47,79.83905,5536.03
0,27.67463,-1872.32,-994.053,-1889.55,-1154,-1742.38,-1089.03,81.30835,5504.25
0,27.84657,-1875.53,-996.828,-1891.84,-1156.43,-1745.43,-1090.83,82.16805,5512.8
0,28.20329,-1870.52,-991.572,-1887.03,-1152.1,-1739.72,-1086.22,83.95165,5497.27
0,28.52309,-1877.19,-997.407,-1892.76,-1157.61,-1746.21,-1091.07,85.55065,5516.16
0,28.87321,-1870.32,-991.283,-1885.02,-1151.1,-1739.23,-1084.01,87.30125,5494.57
0,29.21672,-1871.1,-991.927,-1884.91,-1151.38,-1739.89,-1083.69,89.0188,5495.9
0,29.79549,-1874.86,-994.38,-1888.77,-1154.81,-1742.85,-1086.72,91.91265,5506.48
0,30.16009,-1875.83,-994.403,-1889.92,-1155.78,-1743.08,-1087.38,93.73565,5508.83
0,30.46402,-1879.67,-996.945,-1893.9,-1159.3,-1746.15,-1090.53,95.2553,5519.72
0,30.74496,-1877.36,-994.083,-1891.8,-1157.36,-1743.14,-1088.32,96.66,5512.3
0,31.0819,-1879.99,-995.536,-1894.56,-1159.8,-1744.98,-1090.37,98.3447,5519.53
0,31.35808,-1878.25,-993.165,-1893.02,-1158.37,-1742.53,-1088.64,99.7256,5513.8
0,31.67553,-1867.19,-983.317,-1881.1,-1148.16,-1731.35,-1077.87,101.31285,5479.64
0,32.03201,-1871.19,-986.775,-1884.16,-1151.28,-1735.17,-1080.35,103.09525,5490.52
0,32.41546,-1870.47,-986.129,-1882.59,-1150.25,-1734.37,-1078.76,105.0125,5487.43
0,32.73734,-1880.62,-994.249,-1892.84,-1159.35,-1743.72,-1087.47,106.6219,5517.18
0,33.12529,-1869.92,-983.937,-1882.35,-1149.97,-1732.31,-1077.81,108.56165,5484.58
0,33.44485,-1874.36,-986.981,-1886.89,-1154,-1735.94,-1081.43,110.15945,5497.19
0,33.84382,-1873.3,-986.043,-1885.02,-1152.67,-1734.83,-1079.59,112.1543,5493.15
0,34.33025,-1870.75,-982.94,-1882.62,-1150.52,-1731.53,-1077.09,114.58645,5484.9
0,34.83046,-1870.33,-981.698,-1882.34,-1150.25,-1730.34,-1076.46,117.0875,5483.01
0,35.22062,-1871.06,-981.481,-1883.22,-1151,-1730.3,-1076.86,119.0383,5484.58
0,35.62133,-1876.18,-985.143,-1888.46,-1155.64,-1734.63,-1081.11,121.04185,5499.27
0,35.95863,-1868.68,-977.683,-1881.2,-1149.11,-1726.44,-1074.33,122.72835,5476.32
0,36.26475,-1865.41,-973.964,-1878.11,-1146.34,-1722.45,-1071.24,124.25895,5465.97
0,36.6542,-1864.97,-972.711,-1877.82,-1146.05,-1721.24,-1070.59,126.2062,5464.03
0,36.89349,-1863.61,-970.66,-1876.62,-1144.96,-1719.14,-1069.17,127.40265,5459.37
0,37.26241,-1865.75,-971.682,-1878.89,-1146.95,-1720.5,-1070.79,129.24725,5465.14
0,37.58914,-1872.37,-976.69,-1885.68,-1152.93,-1726.37,-1076.43,130.8809,5484.42
0,37.91424,-1869.36,-973.215,-1882.87,-1150.37,-1722.66,-1073.58,132.5064,5474.89
0,38.25421,-1869.06,-972.092,-1882.71,-1150.21,-1721.59,-1073.07,134.20625,5473.36
0,38.56062,-1871.49,-974.187,-1884.26,-1151.96,-1723.89,-1074.22,135.7383,5479.64
0,38.84167,-1872.02,-973.819,-1884.93,-1152.53,-1723.67,-1074.45,137.14355,5480.62
0,39.08525,-1865.34,-967.082,-1878.47,-1146.75,-1716.28,-1068.37,138.36145,5460.09
0,39.32415,-1865.45,-966.328,-1878.71,-1146.94,-1715.63,-1068.22,139.55595,5459.79
0,39.61561,-1871.87,-971.142,-1885.29,-1152.74,-1721.28,-1073.65,141.01325,5478.44
0,39.97289,-1874.23,-973.194,-1886.76,-1154.41,-1723.52,-1074.75,142.79965,5484.51
0,40.27562,-1871.87,-970.29,-1884.58,-1152.44,-1720.44,-1072.47,144.3133,5476.89
0,40.6277,-1874.81,-972.016,-1887.64,-1155.14,-1722.6,-1074.78,146.0737,5485.05
0,40.98395,-1873.55,-970.891,-1885.55,-1153.63,-1721.26,-1072.75,147.85495,5480.36
0,41.37004,-1873.14,-969.673,-1885.27,-1153.37,-1720.08,-1072.12,149.7854,5478.49
0,41.74033,-1869.84,-965.931,-1882.17,-1150.57,-1716.07,-1069.02,151.63685,5468.08
0,42.12991,-1862.45,-959.352,-1873.91,-1143.62,-1708.56,-1061.51,153.58475,5444.92
0,42.45767,-1872.62,-967.462,-1884.19,-1152.72,-1717.93,-1070.2,155.22355,5474.74
0,42.85175,-1867.28,-962.764,-1878.05,-1147.6,-1712.56,-1064.6,157.19395,5457.89
0,43.22757,-1867.92,-962.442,-1878.77,-1148.26,-1712.39,-1064.84,159.07305,5459.08
0,43.6483,-1870.61,-963.965,-1881.6,-1150.74,-1714.32,-1066.97,161.1767,5466.53
0,43.99998,-1863.85,-957.193,-1875.08,-1144.9,-1706.87,-1060.87,162.9351,5445.8
0,44.36598,-1861.68,-955.246,-1872.05,-1142.57,-1704.6,-1057.99,164.7651,5438.33
0,44.65615,-1858.79,-952.669,-1868.29,-1139.62,-1701.6,-1054.47,166.21595,5428.68
0,44.89645,-1860.67,-953.448,-1870.25,-1141.38,-1702.68,-1055.81,167.41745,5433.6
0,45.16359,-1862.3,-954.847,-1871.02,-1142.41,-1704.19,-1056.28,168.75315,5437.51
0,45.46615,-1864.94,-956.322,-1873.78,-1144.84,-1706.06,-1058.34,170.26595,5444.78
0,45.76629,-1860.11,-951.276,-1869.19,-1140.71,-1700.56,-1053.96,171.76665,5429.86
0,46.09221,-1866.57,-956.866,-1874.69,-1145.98,-1706.82,-1058.55,173.39625,5448.08
0,46.48946,-1863.91,-954.533,-1871.22,-1143.24,-1704.11,-1055.32,175.3825,5439.24
0,46.8203,-1859.82,-950.096,-1867.29,-1139.74,-1699.29,-1051.49,177.0367,5426.4
0,47.22291,-1868.21,-956.605,-1875.79,-1147.25,-1706.87,-1058.58,179.04975,5450.87
0,47.61379,-1868.24,-955.811,-1875.98,-1147.38,-1706.18,-1058.4,181.00415,5450.4
0,47.96479,-1865.8,-952.841,-1873.74,-1145.34,-1703.03,-1056.06,182.75915,5442.57
0,48.33995,-1867.42,-953.405,-1875.48,-1146.87,-1703.87,-1057.22,184.63495,5446.77
0,48.71132,-1864.56,-950.078,-1872.84,-1144.47,-1700.32,-1054.54,186.4918,5437.72
0,49.06136,-1857.99,-943.453,-1866.46,-1138.79,-1693.02,-1048.56,188.242,5417.47
0,49.40208,-1857.26,-941.979,-1865.88,-1138.26,-1691.56,-1047.69,189.9456,5414.7
0,49.88812,-1868.46,-950.975,-1877.2,-1148.24,-1701.96,-1057.28,192.3758,5447.62
0,50.15928,-1861.04,-943.643,-1870.01,-1141.82,-1693.87,-1050.6,193.7316,5424.92
0,50.51806,-1860.08,-942.759,-1868.17,-1140.56,-1692.79,-1048.77,195.5255,5421.04
0,50.81847,-1868.14,-949.779,-1875.28,-1147.25,-1700.66,-1054.8,197.02755,5444.08
0,51.1188,-1861.73,-944.119,-1868.03,-1141.2,-1694.17,-1048.22,198.5292,5423.93
0,51.44995,-1861.74,-943.297,-1868.19,-1141.32,-1693.44,-1048,200.18495,5423.37
0,51.87042,-1853.09,-934.883,-1859.77,-1133.83,-1684.1,-1040.24,202.2873,5396.96
0,52.26115,-1862.25,-942.061,-1869.03,-1141.99,-1692.46,-1048.01,204.24095,5423.74
0,52.70361,-1864.39,-943.921,-1870.3,-1143.47,-1694.5,-1048.92,206.45325,5429.19
0,53.07829,-1860.77,-940.72,-1865.85,-1139.88,-1690.8,-1044.8,208.32665,5417.42
0,53.36326,-1857.07,-936.634,-1862.3,-1136.73,-1686.36,-1041.32,209.7515,5405.73
0,53.75748,-1864.24,-942.07,-1869.59,-1143.15,-1692.74,-1047.34,211.7226,5426.57
0,54.07718,-1854.41,-932.636,-1859.99,-1134.62,-1682.25,-1038.56,213.3211,5396.65
0,54.4822,-1854.42,-931.808,-1860.14,-1134.74,-1681.51,-1038.33,215.3462,5396.07
0,54.88411,-1853.31,-930.009,-1859.21,-1133.87,-1679.68,-1037.16,217.35575,5392.2
0,55.24883,-1861.36,-937.007,-1866.34,-1140.54,-1687.55,-1043.19,219.17935,5415.25
0,55.66864,-1861.99,-936.743,-1867.13,-1141.21,-1687.45,-1043.53,221.2784,5416.57
0,56.00393,-1862.3,-936.983,-1866.59,-1141.07,-1687.66,-1042.85,222.95485,5416.55
0,56.29929,-1862.1,-935.975,-1866.53,-1141.01,-1686.72,-1042.43,224.43165,5415.35
0,56.60997,-1861.19,-934.349,-1865.8,-1140.32,-1685.09,-1041.43,225.98505,5412.08
0,74.39902,-1848.35,-923.078,-1852.16,-1128.64,-1672.2,-1029.27,314.9303,5372.71
0,74.811,-1850.01,-924.498,-1853.78,-1130.09,-1673.81,-1030.67,316.9902,5377.6
0,75.09097,-1854.08,-928.052,-1857.81,-1133.66,-1677.85,-1034.2,318.39005,5389.74
0,75.39214,-1845.49,-920.572,-1849.31,-1126.14,-1669.34,-1026.77,319.8959,5364.14
0,75.75333,-1853.79,-927.801,-1857.54,-1133.41,-1677.57,-1033.96,321.70185,5388.9
0,76.13985,-1858.37,-931.807,-1862.08,-1137.43,-1682.12,-1037.94,323.63445,5402.57
0,76.39157,-1855.74,-929.535,-1859.52,-1135.13,-1679.55,-1035.71,324.89305,5394.81
0,76.82494,-1858.78,-932.17,-1862.5,-1137.79,-1682.53,-1038.31,327.0599,5403.81
0,77.18808,-1845.36,-920.462,-1849.19,-1126.02,-1669.22,-1026.66,328.8756,5363.77
0,77.57333,-1851.63,-925.898,-1855.36,-1131.51,-1675.4,-1032.04,330.80185,5382.39
0,77.92644,-1847.62,-922.435,-1851.44,-1128,-1671.47,-1028.64,332.5674,5370.53
0,78.28993,-1849.06,-923.667,-1852.83,-1129.26,-1672.87,-1029.84,334.38485,5374.76
0,78.57278,-1849.99,-924.487,-1853.77,-1130.08,-1673.8,-1030.66,335.7991,5377.56
0,78.89535,-1846.77,-921.688,-1850.59,-1127.26,-1670.62,-1027.89,337.41195,5367.98
0,79.27546,-1848.01,-922.752,-1851.79,-1128.34,-1671.82,-1028.93,339.3125,5371.62
0,79.66972,-1848.83,-923.477,-1852.62,-1129.06,-1672.65,-1029.65,341.2838,5374.1
0,79.99154,-1845.78,-920.82,-1849.6,-1126.39,-1669.63,-1027.02,342.8929,5365.01
0,80.34812,-1851.06,-925.403,-1854.8,-1131.01,-1674.84,-1031.55,344.6758,5380.7
0,80.6726,-1845.28,-920.398,-1849.12,-1125.96,-1669.15,-1026.61,346.2982,5363.55
0,80.98289,-1849.35,-923.916,-1853.11,-1129.51,-1673.15,-1030.07,347.84965,5375.61
0,81.23895,-1846.19,-921.184,-1850.01,-1126.75,-1670.04,-1027.38,349.12995,5366.24
0,81.6508,-1846.34,-921.296,-1850.13,-1126.88,-1670.17,-1027.48,351.1892,5366.64
0,82.04201,-1852.3,-926.484,-1856.03,-1132.1,-1676.07,-1032.62,353.14525,5384.4
0,82.39822,-1843.69,-918.998,-1847.52,-1124.56,-1667.55,-1025.2,354.9263,5358.76
0,82.71563,-1854.57,-928.489,-1858.32,-1134.1,-1678.35,-1034.64,356.51335,5391.24
0,83.13179,-1854.99,-928.864,-1858.75,-1134.46,-1678.78,-1035.02,358.59415,5392.52
0,83.52305,-1854.3,-928.268,-1858.07,-1133.86,-1678.1,-1034.43,360.55045,5390.47
0,83.91359,-1854.76,-928.665,-1858.52,-1134.27,-1678.55,-1034.82,362.50315,5391.83
0,84.31235,-1851.25,-925.611,-1855.05,-1131.19,-1675.09,-1031.8,364.49695,5381.39
0,84.59613,-1846.48,-921.446,-1850.32,-1127.01,-1670.34,-1027.65,365.91585,5367.14
0,84.92213,-1846.92,-921.802,-1850.71,-1127.38,-1670.74,-1027.98,367.54585,5368.37
0,85.25267,-1844.18,-919.43,-1848.01,-1124.99,-1668.04,-1025.63,369.19855,5360.23
0,85.57919,-1851.41,-925.72,-1855.17,-1131.32,-1675.2,-1031.89,370.83115,5381.78
0,86.04036,-1842.88,-918.289,-1846.71,-1123.85,-1666.74,-1024.49,373.137,5356.33
0,86.5002,-1846.83,-921.708,-1850.6,-1127.3,-1670.63,-1027.87,375.4362,5368.06
0,86.8395,-1855.97,-929.716,-1859.71,-1135.33,-1679.75,-1035.87,377.1327,5395.43
0,87.22146,-1855.66,-929.453,-1859.42,-1135.05,-1679.45,-1035.61,379.0425,5394.53
0,87.49538,-1845.01,-920.151,-1848.83,-1125.71,-1668.86,-1026.35,380.4121,5362.7
0,87.98769,-1852.93,-927.053,-1856.69,-1132.66,-1676.72,-1033.21,382.87365,5386.34
0,88.3435,-1847.16,-922.043,-1851,-1127.61,-1671.03,-1028.25,384.6527,5369.19
0,88.63643,-1855.53,-929.326,-1859.27,-1134.94,-1679.3,-1035.48,386.11735,5394.1
0,88.99541,-1843.43,-918.774,-1847.26,-1124.33,-1667.3,-1024.98,387.91225,5357.99
0,89.3074,-1847.32,-922.137,-1851.08,-1127.73,-1671.12,-1028.3,389.4722,5369.52
0,89.6875,-1851.16,-925.498,-1854.91,-1131.1,-1674.95,-1031.65,391.3727,5381.02
0,89.97589,-1842.44,-917.907,-1846.27,-1123.47,-1666.31,-1024.11,392.81465,5355.02
0,90.29192,-1843.96,-919.219,-1847.76,-1124.8,-1667.8,-1025.4,394.3948,5359.52
0,90.74825,-1844.37,-919.581,-1848.18,-1125.16,-1668.21,-1025.77,396.67645,5360.76
0,91.1274,-1842.85,-918.255,-1846.67,-1123.82,-1666.7,-1024.46,398.5722,5356.22
0,91.63298,-1853.84,-927.847,-1857.59,-1133.46,-1677.62,-1034,401.1001,5389.05
0,92.10542,-1851.37,-925.706,-1855.16,-1131.29,-1675.19,-1031.89,403.4623,5381.72
0,92.54767,-1852.73,-926.878,-1856.49,-1132.48,-1676.52,-1033.04,405.67355,5385.74
0,92.95238,-1841.59,-917.165,-1845.43,-1122.72,-1665.46,-1023.37,407.6971,5352.48
0,93.19155,-1852.95,-927.066,-1856.7,-1132.67,-1676.73,-1033.22,408.89295,5386.38
0,93.61168,-1852.65,-926.815,-1856.42,-1132.41,-1676.45,-1032.98,410.9936,5385.52
0,94.0976,-1848.61,-923.304,-1852.43,-1128.87,-1672.46,-1029.5,413.4232,5373.5
0,94.38293,-1848.83,-923.473,-1852.61,-1129.06,-1672.65,-1029.65,414.84985,5374.09
0,94.81387,-1852.91,-927.029,-1856.65,-1132.64,-1676.69,-1033.18,417.00455,5386.25
0,95.2531,-1839.41,-915.269,-1843.26,-1120.82,-1663.3,-1021.48,419.2007,5345.97
0,95.66322,-1843.18,-918.521,-1846.96,-1124.1,-1667,-1024.7,421.2513,5357.14
0,95.95227,-1845.87,-920.88,-1849.66,-1126.47,-1669.69,-1027.05,422.69655,5365.22
0,96.31676,-1850.62,-925.023,-1854.37,-1130.63,-1674.4,-1031.17,424.519,5379.39
0,96.65435,-1849.54,-924.101,-1853.33,-1129.68,-1673.36,-1030.28,426.20695,5376.23
0,96.97503,-1847.96,-922.721,-1851.76,-1128.3,-1671.79,-1028.91,427.81035,5371.51
0,97.28587,-1845.89,-920.913,-1849.7,-1126.48,-1669.73,-1027.11,429.36455,5365.32
0,97.78983,-1851.31,-925.623,-1855.05,-1131.23,-1675.09,-1031.77,431.88435,5381.45
0,98.07759,-1844.44,-919.651,-1848.26,-1125.22,-1668.29,-1025.85,433.32315,5360.99
0,98.48758,-1846.16,-921.134,-1849.95,-1126.72,-1669.98,-1027.31,435.3731,5366.09
0,98.92554,-1841.7,-917.268,-1845.55,-1122.82,-1665.58,-1023.49,437.5629,5352.83
0,99.44115,-1849.91,-924.412,-1853.68,-1130.01,-1673.71,-1030.58,440.14095,5377.3
0,99.72279,-1850.77,-925.17,-1854.54,-1130.76,-1674.58,-1031.34,441.54915,5379.89
0,100.12031,-1840.47,-916.191,-1844.32,-1121.74,-1664.35,-1022.4,443.53675,5349.14
0,100.43478,-1841.7,-917.245,-1845.51,-1122.82,-1665.55,-1023.44,445.1091,5352.76
0,100.67184,-1839.27,-915.137,-1843.12,-1120.69,-1663.15,-1021.35,446.2944,5345.54
0,101.08962,-1841.55,-917.104,-1845.35,-1122.68,-1665.38,-1023.29,448.3833,5352.28
0,101.43499,-1842.25,-917.724,-1846.06,-1123.3,-1666.09,-1023.92,450.11015,5354.4
0,101.81509,-1840.79,-916.461,-1844.63,-1122.02,-1664.66,-1022.67,452.01065,5350.08
0,102.10227,-1846.87,-921.734,-1850.62,-1127.33,-1670.66,-1027.89,453.44655,5368.15
0,102.64317,-1845.75,-920.791,-1849.56,-1126.37,-1669.59,-1026.98,456.15105,5364.9
0,102.98144,-1838.55,-914.507,-1842.39,-1120.06,-1662.43,-1020.72,457.8424,5343.37
0,103.41952,-1846.86,-921.748,-1850.65,-1127.34,-1670.68,-1027.93,460.0328,5368.19
0,103.65579,-1847.41,-922.229,-1851.2,-1127.81,-1671.23,-1028.41,461.21415,5369.84
0,104.01168,-1839.56,-915.39,-1843.4,-1120.94,-1663.43,-1021.6,462.9936,5346.39
0,104.40262,-1848.27,-922.974,-1852.05,-1128.57,-1672.08,-1029.15,464.9483,5372.4
0,104.75683,-1846.87,-921.771,-1850.68,-1127.35,-1670.71,-1027.96,466.71935,5368.26
0,105.0596,-1839.15,-915.03,-1842.99,-1120.58,-1663.02,-1021.24,468.2332,5345.16
0,105.5381,-1836.46,-912.69,-1840.33,-1118.24,-1660.35,-1018.92,470.6257,5337.14
0,106.09971,-1837.35,-913.45,-1841.18,-1119.01,-1661.22,-1019.66,473.43375,5339.75
0,106.63953,-1844.87,-920.008,-1848.67,-1125.59,-1668.7,-1026.19,476.13285,5362.24
0,107.00414,-1847.61,-922.394,-1851.38,-1127.99,-1671.41,-1028.56,477.9559,5370.4
0,107.35259,-1843.78,-919.08,-1847.62,-1124.64,-1667.65,-1025.29,479.69815,5359.05
0,107.66825,-1846.19,-921.161,-1849.98,-1126.75,-1670.01,-1027.34,481.27645,5366.18
0,108.16364,-1849.4,-923.964,-1853.17,-1129.56,-1673.2,-1030.13,483.7534,5375.77
0,108.53398,-1844.55,-919.76,-1848.4,-1125.32,-1668.42,-1025.97,485.6051,5361.37
0,108.90726,-1847.16,-922.004,-1850.93,-1127.59,-1670.97,-1028.17,487.4715,5369.06
0,109.26933,-1837.54,-913.63,-1841.39,-1119.18,-1661.43,-1019.85,489.28185,5340.36
0,109.58708,-1838.09,-914.097,-1841.92,-1119.66,-1661.95,-1020.3,490.8706,5341.96
0,110.02378,-1847.92,-922.665,-1851.69,-1128.26,-1671.72,-1028.84,493.0541,5371.33
0,110.4427,-1837.44,-913.544,-1841.3,-1119.09,-1661.33,-1019.76,495.1487,5340.07
0,110.81207,-1848.03,-922.76,-1851.8,-1128.35,-1671.83,-1028.93,496.99555,5371.66
0,111.15801,-1837.3,-913.42,-1841.15,-1118.97,-1661.19,-1019.64,498.72525,5339.64
0,111.48827,-1848.36,-923.055,-1852.14,-1128.65,-1672.17,-1029.23,500.37655,5372.67
0,111.91921,-1849.05,-923.669,-1852.84,-1129.26,-1672.87,-1029.84,502.53125,5374.76
0,112.3112,-1836.23,-912.494,-1840.1,-1118.04,-1660.13,-1018.72,504.4912,5336.46
0,112.69624,-1839.08,-914.953,-1842.9,-1120.52,-1662.93,-1021.15,506.4164,5344.91
0,113.09087,-1845.87,-920.883,-1849.66,-1126.47,-1669.69,-1027.07,508.38955,5365.22
0,113.51168,-1841.15,-916.79,-1845.01,-1122.34,-1665.04,-1023.01,510.4936,5351.2
0,113.91672,-1839.92,-915.701,-1843.76,-1121.26,-1663.79,-1021.91,512.5188,5347.47
0,114.20327,-1835.44,-911.813,-1839.33,-1117.35,-1659.35,-1018.05,513.95155,5334.12
0,114.52422,-1837.71,-913.759,-1841.53,-1119.32,-1661.57,-1019.96,515.5563,5340.81
0,114.96637,-1842.44,-917.874,-1846.22,-1123.46,-1666.26,-1024.05,517.76705,5354.92
0,115.3137,-1833.83,-910.399,-1837.7,-1115.94,-1657.73,-1016.63,519.5037,5329.26
0,115.74315,-1843.18,-918.531,-1846.98,-1124.11,-1667.01,-1024.72,521.65095,5357.17
0,116.14964,-1841.9,-917.429,-1845.73,-1122.99,-1665.76,-1023.63,523.6834,5353.39
0,116.53413,-1843.85,-919.119,-1847.65,-1124.7,-1667.68,-1025.3,525.60585,5359.18
0,116.96655,-1840,-915.785,-1843.86,-1121.34,-1663.89,-1022.01,527.76795,5347.75
0,117.35159,-1837.68,-913.756,-1841.54,-1119.31,-1661.57,-1019.98,529.69315,5340.79
0,117.6955,-1844.14,-919.349,-1847.9,-1124.94,-1667.94,-1025.51,531.4127,5359.98
0,117.9767,-1847.22,-922.056,-1850.99,-1127.65,-1671.03,-1028.22,532.8187,5369.24
0,118.29934,-1837.32,-913.439,-1841.18,-1118.99,-1661.21,-1019.66,534.4319,5339.71
0,118.6861,-1846.27,-921.231,-1850.06,-1126.82,-1670.09,-1027.41,536.3657,5366.42
0,119.13261,-1833.95,-910.51,-1837.83,-1116.05,-1657.86,-1016.74,538.59825,5329.64
0,119.40693,-1844.94,-920.062,-1848.73,-1125.65,-1668.76,-1026.24,539.96985,5362.43
0,119.7208,-1844.42,-919.621,-1848.23,-1125.19,-1668.26,-1025.81,541.5392,5360.91
0,120.04417,-1835.37,-911.737,-1839.23,-1117.28,-1659.26,-1017.96,543.15605,5333.86
0,120.25082,-1846.15,-921.12,-1849.93,-1126.71,-1669.96,-1027.3,544.1893,5366.04
0,120.52634,-1832.3,-909.069,-1836.18,-1114.6,-1656.21,-1015.3,545.5669,5324.69
0,120.85137,-1834.63,-911.07,-1838.46,-1116.63,-1658.49,-1017.28,547.19205,5331.58
0,121.16986,-1834.31,-910.806,-1838.17,-1116.36,-1658.2,-1017.03,548.7845,5330.68
0,121.76705,-1841.74,-917.277,-1845.55,-1122.85,-1665.58,-1023.47,551.77045,5352.87
0,122.03638,-1840.44,-916.152,-1844.27,-1121.71,-1664.3,-1022.36,553.1171,5349.01
0,137.46332,-1836.88,-913.062,-1840.75,-1118.61,-1660.78,-1019.29,630.2518,5338.41
0,137.795,-1835.23,-911.612,-1839.09,-1117.16,-1659.12,-1017.84,631.9102,5333.44
0,138.00926,-1828.13,-905.432,-1832.02,-1110.96,-1652.05,-1011.67,632.9815,5312.2
0,138.34346,-1836.13,-912.383,-1839.97,-1117.95,-1659.99,-1018.59,634.6525,5336.09
0,138.68385,-1830.53,-907.538,-1834.44,-1113.06,-1654.47,-1013.79,636.35445,5319.44
0,138.99162,-1833.11,-909.753,-1836.96,-1115.31,-1656.99,-1015.96,637.8933,5327.06
0,139.3362,-1828.81,-906.032,-1832.72,-1111.56,-1652.74,-1012.29,639.6162,5314.27
