$3.15 	$2.90 	$2.75 	$2.30 	$1.90 	$1.40 	$2.40(Avg)
$15,861.97 	$13,057.19 	$11,526.81 	$11,264.58 	$9,141.14 	$5,751.30 	$66,602.99 
$21,714.87 	$17,733.89 	$14,397.75 	$8,685.28 	$5,594.94 	$3,239.20 	$71,365.93 
$15,861.97 	$16,185.29 	$15,355.55 	$11,425.78 	$6,789.24 	$3,239.20 	$68,857.03 

