0,5565.51,0,5578.59,0,5603.49,0,5550
0.0128,5566.67,0.16,5557.09,1.0264,5579.42,100,5500
0.0838,5578.81,0.4504,5541.29,2.2055,5577.39,500,5480
0.0916,5561.85,0.5332,5555.38,4.08255,5601.47,900,5460
0.2176,5558.46,0.7724,5550.48,6.57105,5583.76,1300,5440
0.2558,5560.1,0.834,5548.63,8.25875,5555.4,1700,5420
0.3154,5537.4,0.9932,5541.23,9.94665,5580.6,2100,5400
0.3642,5534.63,1.2368,5565.61,11.7785,5567.25,2500,5380
0.3846,5560.84,1.2578,5538.1,12.88425,5562.73,2900,5360
0.3852,5553.5,2.2188,5538.19,14.35375,5568.42,3300,5340
0.4238,5558.34,2.23,5553.16,16.1197,5582.3,3700,5320
0.4396,5559.08,2.5132,5533.35,17.48575,5554.06,4100,5300
0.4748,5553.96,2.7858,5537.59,18.96685,5551.35,4500,5280
0.5032,5544.1,2.7932,5559.43,20.19385,5561.03,4900,5260
0.5304,5567.35,2.8102,5526.8,21.65095,5580.08,5300,5240
0.531,5562.98,2.9712,5565.35,23.5717,5568.64,5700,5220
0.544,5565.81,2.98,5552.4,25.674,5540.44,6100,5200
0.55,5554.92,3.1112,5541.87,27.31225,5572.5,6500,5180
0.5666,5545.92,3.1266,5521.79,29.4633,5556.02,6900,5160
0.7558,5543.98,3.3254,5558.76,32.01655,5568.94,7300,5140
0.8806,5523.47,3.4984,5560.91,33.65005,5553.26,7700,5120
2.102,5521.96,3.6338,5550.1,35.3887,5569.77,8100,5100
3.0374,5516.54,3.7576,5530.39,37.01865,5567.15,8500,5080
3.1798,5531.28,3.8088,5527.09,38.2531,5549.13,8900,5060
3.4108,5557.01,3.816,5533.19,40.1366,5537.35,9300,5040
3.4588,5539.01,3.823,5531.08,41.70915,5527.99,9700,5020
3.484,5541.4,3.868,5537.9,43.39895,5550.23,10100,5000
3.6268,5526.68,3.8712,5541.87,45.3473,5559.26,10500,4980
3.9268,5514.04,3.8738,5545.7,46.9091,5547.62,10900,4960
4.0254,5543.93,4.0472,5544.73,48.8776,5528.02,11300,4940
4.1394,5550.26,4.0506,5535.59,51.1144,5558.58,11700,4920
4.1938,5549.65,3.7758,5520.17,52.1416,5560.63,12100,4900
4.2584,5522.52,4.0718,5525.93,54.0546,5531.46,12500,4880
4.3598,5519.34,4.0922,5522.98,55.9586,5526.87,12900,4860
4.36,5534.81,4.1068,5508.85,58.2267,5523.32,13300,4840
4.4064,5511.13,4.145,5508.66,60.189,5532.29,13700,4820
4.4466,5501.96,4.1716,5508.09,61.94635,5521.98,14100,4800
4.4534,5518.01,4.2464,5529.48,63.9769,5514.49,14500,4780
4.4538,5526.25,4.3608,5503.76,65.4561,5544.77,14900,4760
4.6156,5523.05,4.3712,5539.77,66.9607,5539.72,15300,4740
4.692,5505.7,3.441,5496.02,68.4693,5507.44,15700,4720
4.6958,5516.13,4.5682,5509.08,70.62135,5541.07,16100,4700
4.696,5532.72,4.6746,5503.49,72.8638,5524.02,16500,4680
4.6988,5512.01,4.7216,5513.08,75.0336,5501.64,16900,4660
4.7112,5491.89,4.436,5524.12,78.036,5515.85,17300,4640
4.7214,5499.61,4.7578,5520.1,79.83905,5536.03,17700,4620
4.7286,5490.85,4.7622,5510.07,81.30835,5504.25,18100,4600
4.7786,5499.23,4.8052,5522.35,82.16805,5512.8,18500,4580
4.7914,5495.75,4.8414,5512.64,83.95165,5497.27,18900,4560
4.8,5497.09,4.8638,5497.9,85.55065,5516.16,19300,4540
4.9218,5502.71,4.8784,5514.84,87.30125,5494.57,19700,4520
4.9578,5484.17,4.9214,5516.89,89.0188,5495.9,20100,4500
4.9802,5511.37,4.935,5512.09,91.91265,5506.48,20500,4480
5.0894,5509.74,4.936,5503.79,93.73565,5508.83,20900,4460
5.19,5487.25,4.949,5507.6,95.2553,5519.72,21300,4440
5.1986,5506.69,4.977,5506.11,96.66,5512.3,21700,4420
5.2364,5509.91,4.9802,5508.36,98.3447,5519.53,,
5.2376,5495.92,5.024,5485.38,99.7256,5513.8,,
5.5574,5500.43,5.1014,5515.98,101.31285,5479.64,,
5.607,5502.38,5.1108,5507.89,103.09525,5490.52,,
5.6112,5500.49,5.1146,5495.89,105.0125,5487.43,,
5.6234,5473.92,5.1356,5475.13,106.6219,5517.18,,
5.6884,5497.87,5.145,5501.4,108.56165,5484.58,,
5.8478,5470.86,5.148,5480.8,110.15945,5497.19,,
5.8566,5471.4,5.1506,5492.52,112.1543,5493.15,,
5.8714,5509.18,5.151,5498.45,114.58645,5484.9,,
5.8906,5496.39,5.2564,5484.46,117.0875,5483.01,,
5.8996,5495.59,4.9014,5485.13,119.0383,5484.58,,
5.9054,5495.03,5.449,5501.25,121.04185,5499.27,,
5.9806,5497.01,5.4526,5470.92,122.72835,5476.32,,
4.9836,5473.62,5.4758,5488.01,124.25895,5465.97,,
6.0018,5480.07,5.516,5464.73,126.2062,5464.03,,
6.1856,5498.29,5.5192,5484.37,127.40265,5459.37,,
6.243,5488.96,5.5346,5487.2,129.24725,5465.14,,
6.2894,5479.4,5.1336,5467.67,130.8809,5484.42,,
6.2984,5463.99,5.53,5481.11,132.5064,5474.89,,
6.307,5473.26,5.5536,5475.85,134.20625,5473.36,,
6.4736,5461.86,5.556,5454.27,135.7383,5479.64,,
6.4828,5453.21,5.5606,5488.39,137.14355,5480.62,,
6.5,5490.97,5.6456,5487.25,138.36145,5460.09,,
6.011,5480.43,5.7028,5470.05,139.55595,5459.79,,
6.6134,5484.69,5.7446,5456.71,141.01325,5478.44,,
6.6258,5464.78,5.8186,5491.3,142.79965,5484.51,,
6.636,5459.53,5.83,5488.74,144.3133,5476.89,,
6.7872,5489.35,5.8354,5468.1,146.0737,5485.05,,
6.7926,5488.55,5.8834,5457.93,147.85495,5480.36,,
6.9742,5454.46,6.0564,5482.49,149.7854,5478.49,,
7.08,5485.58,6.1252,5448.43,151.63685,5468.08,,
7.1192,5469.02,6.4232,5458.95,153.58475,5444.92,,
7.1418,5456.48,6.4258,5450.48,155.22355,5474.74,,
7.2092,5473.28,6.4286,5478.89,157.19395,5457.89,,
5.629,5471.46,6.5574,5453.03,159.07305,5459.08,,
7.3634,5460.57,6.5772,5441.49,161.1767,5466.53,,
7.3944,5450.42,6.5716,5462.5,162.9351,5445.8,,
7.5232,5476.74,6.583,5474.3,164.7651,5438.33,,
7.5592,5450.31,6.8448,5473.96,166.21595,5428.68,,
7.2064,5447.44,6.9638,5451.46,167.41745,5433.6,,
7.7012,5435.37,6.961,5455.23,168.75315,5437.51,,
7.7054,5463.69,7.1256,5443.15,170.26595,5444.78,,
7.7088,5470.8,7.1514,5459.77,171.76665,5429.86,,
7.7108,5458.11,7.1856,5463.54,173.39625,5448.08,,
7.9104,5464.69,7.3192,5463.18,175.3825,5439.24,,
8.1252,5436.16,6.4116,5439.38,177.0367,5426.4,,
8.165,5436.21,7.321,5466.72,179.04975,5450.87,,
7.7008,5446.93,6.965,5424.9,181.00415,5450.4,,
8.6992,5462.2,7.3344,5425.29,182.75915,5442.57,,
8.7222,5445.04,7.3418,5425.25,184.63495,5446.77,,
8.7236,5442.72,7.554,5451.04,186.4918,5437.72,,
8.7574,5420.57,7.6462,5454.78,188.242,5417.47,,
9.444,5439.8,7.6838,5436.83,189.9456,5414.7,,
9.453,5416.63,7.8088,5418.96,192.3758,5447.62,,
9.4564,5429.52,8.0584,5430.96,193.7316,5424.92,,
9.4408,5450.61,8.064,5457.03,195.5255,5421.04,,
9.6966,5434.77,8.098,5450.43,197.02755,5444.08,,
10.0186,5418.61,8.1588,5450.35,198.5292,5423.93,,
10.0194,5441.69,8.1788,5438.38,200.18495,5423.37,,
10.3322,5435.3,8.5584,5411.82,202.2873,5396.96,,
10.3834,5410.25,8.5662,5415,204.24095,5423.74,,
10.4478,5426.52,8.6034,5450.4,206.45325,5429.19,,
10.4658,5414.35,8.6708,5444.87,208.32665,5417.42,,
10.8642,5422.41,8.6778,5416.36,209.7515,5405.73,,
