hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),DoS Attack
0,8.74036,-1882.08,-1034.38,-1902.54,-1163,-1780.89,-1116.48,0,5565.51
0,8.741,-1882.68,-1034.03,-1903.28,-1163.63,-1780.71,-1116.75,0.0128,5566.67
0,8.74455,-1887.07,-1037.9,-1906.78,-1167.14,-1784.96,-1119.65,0.0838,5578.81
0,8.74494,-1881.61,-1032.17,-1901.49,-1162.38,-1778.75,-1114.56,0.0916,5561.85
0,8.75124,-1880.69,-1030.47,-1900.71,-1161.66,-1777.06,-1113.47,0.2176,5558.46
0,8.75315,-1881.45,-1030.26,-1901.62,-1162.44,-1777.03,-1113.88,0.2558,5560.1
0,8.75613,-1874.08,-1022.81,-1894.43,-1155.99,-1768.89,-1107.1,0.3154,5537.4
0,8.75857,-1873.49,-1022.24,-1892.96,-1155.05,-1768.18,-1105.58,0.3642,5534.63
0,8.75959,-1882.45,-1029.35,-1902.04,-1163.14,-1776.35,-1113.28,0.3846,5560.84
0,8.75962,-1880.31,-1027.44,-1899.05,-1160.82,-1774.14,-1110.43,0.3852,5553.5
0,8.76155,-1882.17,-1028.19,-1901,-1162.56,-1775.17,-1111.75,0.4238,5558.34
0,8.76234,-1882.73,-1028.66,-1900.71,-1162.66,-1775.64,-1111.29,0.4396,5559.08
0,8.7641,-1881.23,-1026.46,-1899.35,-1161.42,-1773.38,-1109.7,0.4748,5553.96
0,8.76552,-1878.14,-1022.84,-1896.43,-1158.78,-1769.53,-1106.72,0.5032,5544.1
0,8.76688,-1886.11,-1029.05,-1904.54,-1165.99,-1776.7,-1113.55,0.5304,5567.35
0,8.76691,-1884.84,-1027.08,-1903.44,-1164.96,-1774.7,-1112.2,0.531,5562.98
0,8.76756,-1886.13,-1028.17,-1903.83,-1165.69,-1775.85,-1112.34,0.544,5565.81
0,8.76786,-1882.69,-1024.26,-1900.56,-1162.73,-1771.67,-1109.04,0.55,5554.92
0,8.76869,-1879.9,-1020.89,-1897.92,-1160.35,-1768.1,-1106.3,0.5666,5545.92
0,8.77815,-1879.47,-1019.62,-1897.63,-1160.07,-1766.88,-1105.65,0.7558,5543.98
0,8.78439,-1872.97,-1013.78,-1890.25,-1153.88,-1760.25,-1098.87,0.8806,5523.47
0,8.84546,-1872.68,-1012.65,-1890.1,-1153.73,-1759.18,-1098.35,2.102,5521.96
0,8.89223,-1871.19,-1011.29,-1887.76,-1152,-1757.59,-1096.07,3.0374,5516.54
0,8.89935,-1876.36,-1014.98,-1893,-1156.69,-1761.92,-1100.31,3.1798,5531.28
0,8.9109,-1885.25,-1022.89,-1901.03,-1164.2,-1770.73,-1107.28,3.4108,5557.01
0,8.9133,-1879.44,-1016.85,-1895.4,-1159.13,-1764.17,-1101.89,3.4588,5539.01
0,8.91456,-1880.45,-1016.88,-1896.54,-1160.13,-1764.41,-1102.52,3.484,5541.4
0,8.9217,-1875.72,-1011.84,-1892.01,-1156.03,-1758.95,-1098.12,3.6268,5526.68
0,8.9367,-1871.71,-1007.39,-1888.16,-1152.58,-1754.17,-1094.31,3.9268,5514.04
0,8.94163,-1881.9,-1015.56,-1898.48,-1161.75,-1763.55,-1103.08,4.0254,5543.93
0,8.94733,-1884.21,-1016.77,-1900.94,-1163.91,-1765.11,-1104.9,4.1394,5550.26
0,8.95005,-1884.19,-1015.9,-1901.1,-1164,-1764.36,-1104.67,4.1938,5549.65
0,8.95328,-1875.48,-1008.11,-1891.52,-1155.85,-1755.52,-1095.94,4.2584,5522.52
0,8.95835,-1874.76,-1007.41,-1889.91,-1154.79,-1754.67,-1094.3,4.3598,5519.34
0,8.95836,-1880.29,-1012.25,-1894.49,-1159.28,-1760.03,-1098.14,4.36,5534.81
0,8.96068,-1872.57,-1004.56,-1886.97,-1152.54,-1751.59,-1091.1,4.4064,5511.13
0,8.96269,-1869.71,-1001.17,-1884.27,-1150.11,-1747.98,-1088.32,4.4466,5501.96
0,8.96303,-1875.31,-1005.22,-1889.96,-1155.17,-1752.74,-1092.96,4.4534,5518.01
0,8.96305,-1878.24,-1006.99,-1893.07,-1157.89,-1754.94,-1095.36,4.4538,5526.25
0,8.97114,-1877.35,-1005.36,-1892.37,-1157.21,-1753.33,-1094.38,4.6156,5523.05
0,8.97496,-1871.9,-1000.47,-1886.05,-1151.96,-1747.75,-1088.54,4.692,5505.7
0,8.97515,-1875.61,-1002.88,-1889.86,-1155.35,-1750.66,-1091.53,4.6958,5516.13
0,8.97516,-1881.35,-1007.11,-1895.74,-1160.55,-1755.63,-1096.37,4.696,5532.72
0,8.9753,-1874.6,-1000.29,-1889.23,-1154.67,-1748.18,-1090.23,4.6988,5512.01
0,8.97592,-1868.09,-993.645,-1882.89,-1149.01,-1740.91,-1084.22,4.7112,5491.89
0,8.97643,-1871.02,-996.18,-1884.9,-1151.18,-1743.69,-1085.79,4.7214,5499.61
0,8.97679,-1868.28,-992.926,-1882.34,-1148.87,-1740.23,-1083.16,4.7286,5490.85
0,8.97929,-1871.3,-994.712,-1885.48,-1151.65,-1742.45,-1085.54,4.7786,5499.23
0,8.97993,-1870.32,-993.007,-1884.69,-1150.89,-1740.74,-1084.47,4.7914,5495.75
0,8.98036,-1870.97,-992.72,-1885.49,-1151.57,-1740.63,-1084.8,4.8,5497.09
0,8.98645,-1873.05,-993.701,-1887.72,-1153.52,-1741.94,-1086.4,4.9218,5502.71
0,8.98825,-1867.04,-987.535,-1881.92,-1148.32,-1735.21,-1080.89,4.9578,5484.17
0,8.98937,-1876.47,-995.834,-1890.42,-1156.26,-1744.48,-1088.21,4.9802,5511.37
0,8.99483,-1876.11,-994.69,-1890.23,-1156.05,-1743.4,-1087.68,5.0894,5509.74
0,8.99986,-1868.8,-987.347,-1883.11,-1149.68,-1735.34,-1080.99,5.19,5487.25
0,9.00029,-1875.5,-992.409,-1889.94,-1155.72,-1741.25,-1086.65,5.1986,5506.69
0,9.00218,-1876.77,-992.7,-1891.36,-1156.96,-1741.78,-1087.55,5.2364,5509.91
0,9.00224,-1872.26,-987.888,-1887.08,-1153.08,-1736.58,-1083.4,5.2376,5495.92
0,9.01823,-1874,-988.535,-1888.92,-1154.72,-1737.51,-1084.64,5.5574,5500.43
0,9.02071,-1874.97,-989.363,-1889.04,-1155.17,-1738.37,-1084.54,5.607,5502.38
0,9.02092,-1874.55,-988.137,-1888.75,-1154.9,-1737.19,-1083.91,5.6112,5500.49
0,9.02153,-1866.01,-980.531,-1879.36,-1146.93,-1728.55,-1075.38,5.6234,5473.92
0,9.02478,-1874.22,-986.921,-1887.69,-1154.3,-1735.96,-1082.36,5.6884,5497.87
0,9.03275,-1865.38,-978.276,-1879.06,-1146.59,-1726.42,-1074.37,5.8478,5470.86
0,9.03319,-1865.9,-978.684,-1878.69,-1146.64,-1726.81,-1073.82,5.8566,5471.4
0,9.03393,-1878.73,-989.17,-1891.61,-1158.1,-1738.84,-1084.88,5.8714,5509.18
0,9.03489,-1874.62,-984.733,-1887.72,-1154.58,-1734.05,-1081.09,5.8906,5496.39
0,9.03534,-1874.57,-983.815,-1887.8,-1154.64,-1733.22,-1080.77,5.8996,5495.59
0,9.03563,-1874.58,-982.969,-1887.97,-1154.75,-1732.48,-1080.55,5.9054,5495.03
0,9.03939,-1875.44,-982.879,-1888.99,-1155.62,-1732.58,-1081.07,5.9806,5497.01
0,8.98954,-1867.82,-975.286,-1881.57,-1148.98,-1724.23,-1074.14,4.9836,5473.62
0,9.04045,-1870.19,-976.517,-1884.06,-1151.18,-1725.82,-1075.96,6.0018,5480.07
0,9.04964,-1876.61,-982.143,-1889.58,-1156.46,-1732.1,-1080.63,6.1856,5498.29
0,9.05251,-1873.66,-978.734,-1886.84,-1153.97,-1728.46,-1077.86,6.243,5488.96
0,9.05483,-1870.79,-976.159,-1883.12,-1151.02,-1725.49,-1074.36,6.2894,5479.4
0,9.05528,-1865.98,-971.874,-1877.44,-1146.36,-1720.57,-1069.13,6.2984,5463.99
0,9.05571,-1869.46,-974.848,-1879.95,-1149,-1723.85,-1071.1,6.307,5473.26
0,9.06404,-1865.83,-970.829,-1876.52,-1145.91,-1719.51,-1067.72,6.4736,5461.86
0,9.0645,-1863.14,-967.604,-1873.99,-1143.64,-1716.08,-1065.12,6.4828,5453.21
0,9.06536,-1876.11,-978.99,-1886.01,-1154.71,-1728.85,-1075.51,6.5,5490.97
0,9.04091,-1872.76,-975.22,-1882.86,-1151.85,-1724.81,-1072.38,6.011,5480.43
0,9.07103,-1874.53,-976.723,-1883.73,-1153.01,-1726.43,-1072.93,6.6134,5484.69
0,9.07165,-1868.07,-970.172,-1877.46,-1147.41,-1719.25,-1067.01,6.6258,5464.78
0,9.07216,-1866.52,-967.956,-1876.06,-1146.14,-1716.95,-1065.41,6.636,5459.53
0,9.07972,-1876.83,-977,-1885.44,-1154.85,-1727.08,-1073.47,6.7872,5489.35
0,9.07999,-1876.75,-976.103,-1885.52,-1154.88,-1726.28,-1073.19,6.7926,5488.55
0,9.08907,-1865.54,-965.371,-1874.55,-1145.09,-1714.37,-1063.13,6.9742,5454.46
0,9.09436,-1876.15,-973.866,-1885.26,-1154.58,-1724.17,-1072.2,7.08,5485.58
0,9.09632,-1870.78,-968.328,-1880.11,-1149.94,-1718.13,-1067.31,7.1192,5469.02
0,9.09745,-1866.79,-963.959,-1876.29,-1146.52,-1713.4,-1063.57,7.1418,5456.48
0,9.10082,-1872.77,-969.148,-1881.32,-1151.4,-1719.19,-1067.77,7.2092,5473.28
0,9.02181,-1872.47,-968.875,-1880.18,-1150.72,-1718.81,-1066.57,5.629,5471.46
0,9.10853,-1869.16,-965.921,-1876.01,-1147.38,-1715.4,-1062.68,7.3634,5460.57
0,9.11008,-1866.11,-963.185,-1872.08,-1144.28,-1712.23,-1059,7.3944,5450.42
0,9.11652,-1875.13,-970.267,-1881.18,-1152.36,-1720.43,-1066.65,7.5232,5476.74
0,9.11832,-1866.47,-961.809,-1872.75,-1144.82,-1711.09,-1058.85,7.5592,5450.31
0,9.10068,-1865.72,-960.299,-1872.14,-1144.26,-1709.58,-1057.94,7.2064,5447.44
0,9.12542,-1861.86,-956.075,-1868.49,-1140.97,-1705.02,-1054.36,7.7012,5435.37
0,9.12563,-1871.69,-964.657,-1877.36,-1149.23,-1714.64,-1061.96,7.7054,5463.69
0,9.1258,-1874.26,-966.088,-1880.07,-1151.61,-1716.47,-1063.98,7.7088,5470.8
0,9.1259,-1870.18,-961.687,-1876.22,-1148.12,-1711.71,-1060.24,7.7108,5458.11
0,9.13588,-1872.6,-962.949,-1878.75,-1150.36,-1713.34,-1062.08,7.9104,5464.69
0,9.14662,-1863.24,-953.877,-1869.63,-1142.22,-1703.29,-1053.68,8.1252,5436.16
0,9.14861,-1863.46,-953.224,-1869.99,-1142.52,-1702.76,-1053.63,8.165,5436.21
0,9.1254,-1867.25,-955.706,-1873.91,-1145.97,-1705.77,-1056.7,7.7008,5446.93
0,9.17532,-1872.68,-960.45,-1878.45,-1150.36,-1711.07,-1060.5,8.6992,5462.2
0,9.17647,-1867.1,-954.747,-1873.11,-1145.55,-1704.83,-1055.45,8.7222,5445.04
0,9.17654,-1866.54,-953.395,-1872.68,-1145.17,-1703.5,-1054.7,8.7236,5442.72
0,9.17823,-1859.32,-946.208,-1865.68,-1138.92,-1695.57,-1048.17,8.7574,5420.57
0,9.21256,-1865.95,-951.186,-1872.43,-1144.87,-1701.42,-1053.74,9.444,5439.8
0,9.21301,-1858.38,-943.715,-1865.08,-1138.32,-1693.17,-1046.91,9.453,5416.63
0,9.21318,-1862.91,-946.835,-1869.7,-1142.41,-1696.91,-1050.6,9.4564,5429.52
0,9.2124,-1870.28,-953.287,-1876.19,-1148.5,-1704.14,-1056.11,9.4408,5450.61
0,9.22519,-1865.15,-947.976,-1871.28,-1144.09,-1698.34,-1051.45,9.6966,5434.77
0,9.24129,-1859.94,-942.562,-1866.26,-1139.61,-1692.41,-1046.66,10.0186,5418.61
0,9.24133,-1867.87,-948.661,-1874.29,-1146.71,-1699.53,-1053.35,10.0194,5441.69
0,9.25697,-1866.04,-947.044,-1871.63,-1144.69,-1697.63,-1050.81,10.3322,5435.3
0,9.25953,-1858.02,-939.943,-1862.73,-1137.22,-1689.5,-1042.77,10.3834,5410.25
0,9.26275,-1863.68,-944.051,-1868.48,-1142.3,-1694.36,-1047.43,10.4478,5426.52
0,9.26365,-1859.89,-940.734,-1863.92,-1138.58,-1690.54,-1043.25,10.4658,5414.35
0,9.28357,-1862.82,-942.44,-1866.93,-1141.26,-1692.66,-1045.51,10.8642,5422.41
0,9.28865,-1869,-947.819,-1872.2,-1146.29,-1698.69,-1049.93,10.9658,5439.89
0,9.296,-1864.03,-942.669,-1867.48,-1142.04,-1693.06,-1045.44,11.1128,5424.57
0,9.30769,-1868.38,-945.616,-1871.91,-1145.97,-1696.6,-1048.95,11.3466,5436.89
0,9.32485,-1858.99,-936.568,-1862.79,-1137.83,-1686.56,-1040.59,11.6898,5408.34
0,9.32944,-1862.21,-938.539,-1866.11,-1140.76,-1689,-1043.13,11.7816,5417.32
0,9.33924,-1860.69,-936.395,-1864.79,-1139.54,-1686.78,-1041.63,11.9776,5412.26
0,9.35443,-1862.06,-936.758,-1866.31,-1140.85,-1687.4,-1042.59,12.2814,5415.77
0,9.3653,-1859.17,-934.21,-1862.61,-1137.92,-1684.44,-1039.15,12.4988,5406.22
0,9.36619,-1862.64,-936.384,-1866.15,-1141.06,-1687.1,-1041.88,12.5166,5415.89
0,23.7413,-1840.99,-916.651,-1844.84,-1122.19,-1664.88,-1022.87,300.0188,5350.71
0,23.74266,-1845.75,-920.765,-1849.52,-1126.36,-1669.55,-1026.93,300.046,5364.82
0,23.74629,-1846.87,-921.761,-1850.66,-1127.35,-1670.69,-1027.94,300.1186,5368.22
0,23.74633,-1840.04,-915.805,-1843.88,-1121.36,-1663.91,-1022.01,300.1194,5347.83
0,23.75212,-1845.45,-920.497,-1849.21,-1126.09,-1669.25,-1026.66,300.2352,5363.91
0,23.75458,-1845.77,-920.798,-1849.57,-1126.38,-1669.6,-1026.98,300.2844,5364.94
0,23.75703,-1843.94,-919.215,-1847.77,-1124.78,-1667.8,-1025.42,300.3334,5359.51
0,23.75845,-1843.44,-918.767,-1847.25,-1124.34,-1667.28,-1024.96,300.3618,5357.97
0,23.7606,-1839.65,-915.476,-1843.51,-1121.03,-1663.54,-1021.7,300.4048,5346.7
0,23.76161,-1852.6,-926.754,-1856.35,-1132.36,-1676.38,-1032.91,300.425,5385.33
0,23.76501,-1841.08,-916.723,-1844.92,-1122.28,-1664.96,-1022.93,300.493,5350.96
0,23.76522,-1852.46,-926.641,-1856.22,-1132.25,-1676.25,-1032.8,300.4972,5384.93
0,23.76674,-1842.63,-918.071,-1846.46,-1123.63,-1666.49,-1024.27,300.5276,5355.58
0,23.769,-1848.82,-923.442,-1852.57,-1129.05,-1672.6,-1029.59,300.5728,5373.99
0,23.77932,-1849.38,-923.951,-1853.16,-1129.54,-1673.19,-1030.13,300.7792,5375.73
0,23.80547,-1850.35,-924.797,-1854.12,-1130.39,-1674.15,-1030.97,301.3022,5378.62
0,23.80869,-1844.59,-919.794,-1848.44,-1125.35,-1668.46,-1026.01,301.3666,5361.49
0,23.81303,-1842.29,-917.774,-1846.13,-1123.33,-1666.15,-1023.98,301.4534,5354.57
0,23.83382,-1843.68,-918.975,-1847.49,-1124.55,-1667.52,-1025.16,301.8692,5358.69
0,23.83857,-1853.56,-927.6,-1857.31,-1133.21,-1677.34,-1033.76,301.9642,5388.21
0,23.87829,-1846.51,-921.457,-1850.32,-1127.03,-1670.35,-1027.65,302.7586,5367.18
0,23.8788,-1846.46,-921.407,-1850.26,-1126.99,-1670.29,-1027.59,302.7688,5367.01
0,23.89327,-1853.39,-927.455,-1857.14,-1133.06,-1677.18,-1033.61,303.0582,5387.71
0,23.89431,-1853.27,-927.36,-1857.04,-1132.96,-1677.07,-1033.53,303.079,5387.38
0,23.89571,-1848.75,-923.427,-1852.57,-1129,-1672.6,-1029.63,303.107,5373.92
0,23.89577,-1851.15,-925.494,-1854.91,-1131.09,-1674.94,-1031.65,303.1082,5381
0,23.91531,-1840.63,-916.332,-1844.48,-1121.89,-1664.51,-1022.54,303.499,5349.62
0,23.91638,-1842.06,-917.554,-1845.87,-1123.13,-1665.9,-1023.74,303.5204,5353.83
0,23.91907,-1844.6,-919.772,-1848.39,-1125.35,-1668.43,-1025.95,303.5742,5361.42
0,23.92001,-1846.26,-921.221,-1850.05,-1126.81,-1670.08,-1027.4,303.593,5366.39
0,23.92048,-1848.76,-923.408,-1852.53,-1129,-1672.57,-1029.57,303.6024,5373.86
0,23.96291,-1845.08,-920.214,-1848.91,-1125.78,-1668.94,-1026.42,304.451,5362.93
0,23.99682,-1842.88,-918.289,-1846.71,-1123.85,-1666.74,-1024.49,305.1292,5356.33
0,24.01882,-1852.7,-926.849,-1856.45,-1132.45,-1676.49,-1033.01,305.5692,5385.64
0,24.02273,-1847.7,-922.511,-1851.53,-1128.08,-1671.56,-1028.72,305.6474,5370.79
0,24.02787,-1841.81,-917.37,-1845.67,-1122.92,-1665.7,-1023.59,305.7502,5353.18
0,24.03357,-1841.07,-916.705,-1844.9,-1122.27,-1664.93,-1022.91,305.8642,5350.9
0,24.04077,-1841.63,-917.189,-1845.45,-1122.76,-1665.48,-1023.39,306.0082,5352.56
0,24.0497,-1844.83,-919.966,-1848.61,-1125.55,-1668.65,-1026.14,306.1868,5362.09
0,24.05011,-1844.99,-920.117,-1848.79,-1125.69,-1668.82,-1026.31,306.195,5362.6
0,24.06897,-1847.89,-922.639,-1851.66,-1128.23,-1671.69,-1028.81,306.5722,5371.24
0,24.0777,-1840.67,-916.356,-1844.5,-1121.91,-1664.54,-1022.56,306.7468,5349.71
0,24.08114,-1846.27,-921.213,-1850.03,-1126.81,-1670.06,-1027.37,306.8156,5366.36
0,24.08113,-1846.23,-921.199,-1850.03,-1126.78,-1670.06,-1027.39,306.8154,5366.32
0,24.08184,-1846.07,-921.061,-1849.87,-1126.64,-1669.9,-1027.25,306.8296,5365.84
0,24.085,-1839.55,-915.398,-1843.42,-1120.94,-1663.45,-1021.63,306.8928,5346.42
0,24.09409,-1849.65,-924.181,-1853.42,-1129.78,-1673.45,-1030.35,307.0746,5376.52
0,24.09482,-1852.09,-926.316,-1855.84,-1131.92,-1675.88,-1032.47,307.0892,5383.81
0,24.10185,-1851.61,-925.912,-1855.39,-1131.5,-1675.42,-1032.08,307.2298,5382.42
0,24.12628,-1841.3,-916.912,-1845.14,-1122.47,-1665.17,-1023.12,307.7184,5351.61
0,24.1273,-1841.38,-916.97,-1845.2,-1122.54,-1665.23,-1023.17,307.7388,5351.81
0,24.12735,-1850.96,-925.324,-1854.72,-1130.92,-1674.75,-1031.49,307.7398,5380.43
0,24.12749,-1844.47,-919.695,-1848.33,-1125.25,-1668.35,-1025.92,307.7426,5361.15
0,24.13545,-1842.49,-917.951,-1846.33,-1123.51,-1666.36,-1024.16,307.9018,5355.18
0,24.1391,-1848.47,-923.135,-1852.22,-1128.74,-1672.25,-1029.29,307.9748,5372.94
0,24.14574,-1851.35,-925.67,-1855.11,-1131.27,-1675.14,-1031.83,308.1076,5381.6
0,24.1486,-1850.96,-925.337,-1854.74,-1130.93,-1674.77,-1031.51,308.1648,5380.47
0,24.14918,-1849.33,-923.918,-1853.12,-1129.5,-1673.16,-1030.1,308.1764,5375.61
0,24.15116,-1841.43,-917.019,-1845.26,-1122.58,-1665.29,-1023.22,308.216,5351.98
0,24.16047,-1849.42,-923.982,-1853.19,-1129.58,-1673.22,-1030.15,308.4022,5375.83
0,24.16298,-1851.87,-926.12,-1855.62,-1131.72,-1675.66,-1032.28,308.4524,5383.15
0,24.16587,-1845.49,-920.589,-1849.34,-1126.15,-1669.37,-1026.81,308.5102,5364.2
0,24.17107,-1853.28,-927.357,-1857.03,-1132.96,-1677.06,-1033.52,308.6142,5387.37
0,24.17184,-1845.23,-920.344,-1849.05,-1125.91,-1669.08,-1026.54,308.6296,5363.36
0,24.17208,-1840.42,-916.155,-1844.28,-1121.7,-1664.31,-1022.38,308.6344,5349.01
0,24.17288,-1840.81,-916.469,-1844.63,-1122.04,-1664.66,-1022.67,308.6504,5350.1
0,24.17406,-1842.85,-918.245,-1846.65,-1123.82,-1666.69,-1024.43,308.674,5356.19
0,24.17449,-1839.96,-915.746,-1843.81,-1121.3,-1663.84,-1021.96,308.6826,5347.61
0,24.19167,-1848.19,-922.91,-1851.97,-1128.5,-1672,-1029.08,309.0262,5372.16
0,24.19448,-1841.41,-917.001,-1845.24,-1122.56,-1665.27,-1023.21,309.0824,5351.92
0,24.2115,-1851.06,-925.41,-1854.82,-1131.01,-1674.85,-1031.58,309.4228,5380.73
0,24.2173,-1849.46,-924.035,-1853.26,-1129.62,-1673.29,-1030.22,309.5388,5376.01
0,24.22466,-1853.09,-927.188,-1856.83,-1132.79,-1676.87,-1033.34,309.686,5386.79
0,24.22788,-1843.31,-918.664,-1847.14,-1124.22,-1667.17,-1024.87,309.7504,5357.62
0,24.22866,-1846.67,-921.571,-1850.44,-1127.16,-1670.48,-1027.74,309.766,5367.59
0,24.22775,-1844.08,-919.337,-1847.91,-1124.9,-1667.94,-1025.54,309.7478,5359.93
0,24.22944,-1851.3,-925.629,-1855.07,-1131.23,-1675.1,-1031.79,309.7816,5381.47
0,24.2429,-1850.69,-925.106,-1854.47,-1130.69,-1674.51,-1031.28,310.0508,5379.67
0,24.24346,-1841.38,-916.977,-1845.21,-1122.53,-1665.24,-1023.18,310.062,5351.83
0,24.2546,-1843.53,-918.839,-1847.33,-1124.42,-1667.36,-1025.02,310.2848,5358.22
0,24.256,-1841.53,-917.113,-1845.37,-1122.67,-1665.4,-1023.32,310.3128,5352.3
0,24.25667,-1849.37,-923.936,-1853.14,-1129.53,-1673.17,-1030.11,310.3262,5375.68
0,24.25675,-1839.4,-915.253,-1843.25,-1120.8,-1663.28,-1021.47,310.3278,5345.93
0,24.26452,-1840.13,-915.876,-1843.95,-1121.44,-1663.98,-1022.08,310.4832,5348.06
0,24.26484,-1844.66,-919.809,-1848.43,-1125.4,-1668.46,-1025.98,310.4896,5361.55
0,24.26812,-1839.74,-915.556,-1843.6,-1121.1,-1663.63,-1021.78,310.5552,5346.97
0,24.27677,-1849.16,-923.754,-1852.93,-1129.35,-1672.96,-1029.92,310.7282,5375.05
0,24.27921,-1851.77,-926.039,-1855.53,-1131.64,-1675.56,-1032.2,310.777,5382.86
0,24.28735,-1846.64,-921.582,-1850.47,-1127.14,-1670.5,-1027.79,310.9398,5367.61
0,24.28746,-1851.21,-925.537,-1854.95,-1131.14,-1674.99,-1031.69,310.942,5381.15
0,24.3007,-1846,-921.028,-1849.84,-1126.59,-1669.87,-1027.24,311.2068,5365.71
0,24.30132,-1841.39,-916.998,-1845.25,-1122.55,-1665.27,-1023.22,311.2192,5351.91
0,24.31075,-1841.1,-916.722,-1844.92,-1122.29,-1664.95,-1022.92,311.4078,5350.97
0,24.31121,-1840.1,-915.855,-1843.93,-1121.42,-1663.96,-1022.06,311.417,5347.99
0,24.2872,-1850.79,-925.174,-1854.55,-1130.78,-1674.58,-1031.34,310.9368,5379.92
0,24.31236,-1844.9,-920.072,-1848.75,-1125.63,-1668.78,-1026.29,311.44,5362.43
0,24.31295,-1839.99,-915.776,-1843.85,-1121.32,-1663.88,-1022,311.4518,5347.72
0,24.32433,-1848.84,-923.471,-1852.61,-1129.07,-1672.64,-1029.64,311.6794,5374.09
0,24.32612,-1839.72,-915.532,-1843.56,-1121.09,-1663.6,-1021.74,311.7152,5346.88
0,24.33194,-1852.65,-926.801,-1856.4,-1132.41,-1676.43,-1032.96,311.8316,5385.48
0,24.2439,-1850.07,-924.569,-1853.87,-1130.15,-1673.9,-1030.76,310.0708,5377.84
0,24.33792,-1839.34,-915.199,-1843.18,-1120.75,-1663.22,-1021.41,311.9512,5345.74
0,24.34028,-1840.01,-915.773,-1843.84,-1121.34,-1663.87,-1021.97,311.9984,5347.72
0,24.34392,-1839.25,-915.11,-1843.08,-1120.67,-1663.11,-1021.32,312.0712,5345.44
0,24.34708,-1846.67,-921.581,-1850.46,-1127.17,-1670.49,-1027.76,312.1344,5367.62
0,24.34751,-1852.52,-926.676,-1856.25,-1132.29,-1676.28,-1032.82,312.143,5385.05
0,24.35914,-1838.88,-914.803,-1842.73,-1120.35,-1662.77,-1021.02,312.3756,5344.38
0,24.36629,-1841.62,-917.167,-1845.42,-1122.74,-1665.46,-1023.35,312.5186,5352.5
0,24.36704,-1839.64,-915.457,-1843.48,-1121.01,-1663.51,-1021.67,312.5336,5346.63
0,24.37113,-1850.36,-924.801,-1854.13,-1130.4,-1674.16,-1030.97,312.6154,5378.65
0,24.37713,-1846.17,-921.17,-1850,-1126.73,-1670.03,-1027.38,312.7354,5366.2
0,24.37959,-1848.16,-922.881,-1851.94,-1128.47,-1671.97,-1029.05,312.7846,5372.07
0,24.38794,-1846.26,-921.239,-1850.07,-1126.81,-1670.1,-1027.43,312.9516,5366.43
0,24.39409,-1849.55,-924.093,-1853.31,-1129.69,-1673.35,-1030.25,313.0746,5376.21
0,24.40139,-1841.27,-916.883,-1845.11,-1122.44,-1665.14,-1023.09,313.2206,5351.52
0,24.40445,-1843.57,-918.87,-1847.36,-1124.45,-1667.4,-1025.05,313.2818,5358.33
0,24.40676,-1846.72,-921.614,-1850.49,-1127.2,-1670.52,-1027.78,313.328,5367.73
0,24.40493,-1849.15,-923.743,-1852.92,-1129.34,-1672.95,-1029.91,313.2914,5375.02
0,24.45419,-1852.4,-926.58,-1856.14,-1132.18,-1676.18,-1032.73,314.2766,5384.72
0,24.45458,-1839.47,-915.319,-1843.32,-1120.87,-1663.35,-1021.53,314.2844,5346.14
0,24.45655,-1844,-919.233,-1847.77,-1124.82,-1667.81,-1025.4,314.3238,5359.58
0,24.48293,-1846.56,-921.479,-1850.34,-1127.07,-1670.37,-1027.65,314.8514,5367.27
0,24.48667,-1840.53,-916.255,-1844.4,-1121.8,-1664.43,-1022.48,314.9262,5349.36
0,24.49463,-1839.03,-914.928,-1842.88,-1120.48,-1662.91,-1021.14,315.0854,5344.82
0,24.49661,-1845.86,-920.873,-1849.65,-1126.46,-1669.68,-1027.05,315.125,5365.19
0,24.50364,-1846.91,-921.792,-1850.7,-1127.38,-1670.73,-1027.97,315.2656,5368.34
0,24.52138,-1850.19,-924.65,-1853.95,-1130.25,-1673.98,-1030.81,315.6204,5378.12
0,24.5233,-1844.88,-920.048,-1848.72,-1125.61,-1668.75,-1026.26,315.6588,5362.35
0,24.54997,-1839.42,-915.282,-1843.29,-1120.83,-1663.32,-1021.51,316.1922,5346.03
0,24.55136,-1842.92,-918.296,-1846.71,-1123.88,-1666.74,-1024.47,316.22,5356.37
0,38.74263,-1830.97,-907.911,-1834.86,-1113.44,-1654.89,-1014.15,600.0454,5320.72
0,38.74438,-1825.26,-902.959,-1829.2,-1108.47,-1649.23,-1009.23,600.0804,5303.69
0,38.74723,-1829.63,-906.714,-1833.48,-1112.27,-1653.51,-1012.93,600.1374,5316.62
0,38.74736,-1828.76,-905.979,-1832.65,-1111.51,-1652.68,-1012.22,600.14,5314.09
0,38.75317,-1833.03,-909.668,-1836.86,-1115.23,-1656.89,-1015.87,600.2562,5326.78
0,38.75628,-1832.09,-908.873,-1835.96,-1114.42,-1655.99,-1015.1,600.3184,5324.04
0,38.75823,-1834.84,-911.256,-1838.67,-1116.82,-1658.71,-1017.46,600.3574,5332.22
0,38.76049,-1830.44,-907.452,-1834.34,-1112.98,-1654.37,-1013.7,600.4026,5319.15
