hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),t(sec),DoS Attack
0,654.69904,-1280.91,-1213.36,-1416.63,-676.099,-1814.07,-1062.01,12919.1736,4511.61
0,654.69916,-1285.5,-1216.9,-1421.4,-679.889,-1818.54,-1065.82,12919.176,4525.44
0,654.70349,-1278.53,-1211.5,-1414.01,-674.1,-1811.7,-1059.88,12919.2626,4504.24
0,654.74274,-1286.11,-1217.38,-1422.1,-680.406,-1819.16,-1066.41,12920.0476,4527.37
0,654.74286,-1279.53,-1212.28,-1415.09,-674.937,-1812.69,-1060.75,12920.05,4507.31
0,654.77899,-1280.49,-1213.02,-1416.08,-675.728,-1813.62,-1061.54,12920.7726,4510.19
0,654.77911,-1279.34,-1212.13,-1414.88,-674.779,-1812.5,-1060.58,12920.775,4506.72
0,654.80255,-1289.59,-1220.08,-1425.83,-683.31,-1822.59,-1069.43,12921.2438,4538.01
0,654.80286,-1289.68,-1220.16,-1425.98,-683.399,-1822.7,-1069.55,12921.25,4538.36
0,654.80414,-1289.4,-1219.95,-1425.68,-683.166,-1822.43,-1069.32,12921.2756,4537.51
0,654.81042,-1283.46,-1215.33,-1419.31,-678.206,-1816.56,-1064.16,12921.4012,4519.33
0,654.81097,-1283.52,-1215.37,-1419.35,-678.251,-1816.61,-1064.19,12921.4122,4519.48
0,654.81451,-1281.63,-1213.91,-1417.35,-676.685,-1814.76,-1062.58,12921.483,4513.74
0,654.8205,-1286.9,-1217.98,-1422.88,-681.05,-1819.91,-1067.02,12921.6028,4529.69
0,654.82098,-1281.3,-1213.67,-1417.07,-676.429,-1814.47,-1062.37,12921.6124,4512.84
0,654.85242,-1279.63,-1212.36,-1415.2,-675.019,-1812.79,-1060.84,12922.2412,4507.62
0,654.86584,-1286.16,-1217.42,-1422.17,-680.454,-1819.21,-1066.46,12922.5096,4527.54
0,654.92194,-1287.25,-1218.27,-1423.34,-681.366,-1820.3,-1067.42,12923.6316,4530.89
0,654.94305,-1289.87,-1220.3,-1426.12,-683.539,-1822.86,-1069.66,12924.0538,4538.85
0,654.9516,-1283.09,-1215.04,-1418.91,-677.9,-1816.2,-1063.84,12924.2248,4518.2
0,654.97424,-1284.6,-1216.21,-1420.49,-679.152,-1817.67,-1065.1,12924.6776,4522.76
0,654.98828,-1281.94,-1214.15,-1417.7,-676.947,-1815.07,-1062.87,12924.9584,4514.71
0,655.01019,-1284.99,-1216.5,-1420.87,-679.465,-1818.04,-1065.4,12925.3966,4523.9
0,655.03674,-1279.02,-1211.89,-1414.54,-674.511,-1812.19,-1060.3,12925.9276,4505.75
0,655.06067,-1281.52,-1213.81,-1417.15,-676.575,-1814.62,-1062.4,12926.4062,4513.29
0,655.06097,-1290.12,-1220.5,-1426.42,-683.759,-1823.12,-1069.9,12926.4122,4539.66
0,655.06738,-1278.01,-1211.11,-1413.48,-673.674,-1811.2,-1059.45,12926.5404,4502.69
0,655.07532,-1281.16,-1213.53,-1416.75,-676.273,-1814.26,-1062.07,12926.6992,4512.17
0,655.07788,-1277.49,-1210.7,-1412.94,-673.244,-1810.69,-1059.02,12926.7504,4501.12
0,655.10437,-1280.09,-1212.7,-1415.61,-675.383,-1813.21,-1061.15,12927.2802,4508.91
0,655.12903,-1278.35,-1211.36,-1413.82,-673.95,-1811.52,-1059.73,12927.7734,4503.69
0,655.14221,-1285.42,-1216.84,-1421.36,-679.83,-1818.48,-1065.81,12928.037,4525.26
0,655.17603,-1278.3,-1211.33,-1413.77,-673.91,-1811.47,-1059.68,12928.7134,4503.54
0,655.18066,-1286.92,-1218.01,-1422.98,-681.087,-1819.96,-1067.12,12928.806,4529.86
0,655.20514,-1280.92,-1213.36,-1416.58,-676.095,-1814.06,-1061.96,12929.2956,4511.56
0,655.21094,-1282.84,-1214.83,-1418.58,-677.675,-1815.92,-1063.55,12929.4116,4517.34
0,655.21405,-1279.06,-1211.92,-1414.63,-674.554,-1812.24,-1060.39,12929.4738,4505.93
0,655.21515,-1288.22,-1219.02,-1424.37,-682.172,-1821.24,-1068.25,12929.4958,4533.83
0,655.2359,-1281.23,-1213.6,-1416.92,-676.353,-1814.37,-1062.23,12929.9108,4512.52
0,655.23846,-1287.17,-1218.2,-1423.25,-681.293,-1820.21,-1067.34,12929.962,4530.63
0,655.24689,-1287.33,-1218.33,-1423.44,-681.434,-1820.38,-1067.5,12930.1306,4531.15
0,655.25653,-1279.42,-1212.19,-1414.97,-674.84,-1812.58,-1060.65,12930.3234,4506.97
0,655.29376,-1280.06,-1212.68,-1415.62,-675.364,-1813.19,-1061.16,12931.068,4508.87
0,655.31183,-1280.38,-1212.94,-1415.97,-675.638,-1813.51,-1061.45,12931.4294,4509.86
0,655.3125,-1286.81,-1217.93,-1422.87,-680.998,-1819.86,-1067.03,12931.4428,4529.54
0,655.32025,-1283.87,-1215.65,-1419.78,-678.559,-1816.99,-1064.55,12931.5978,4520.64
0,655.32428,-1278.25,-1211.28,-1413.7,-673.864,-1811.42,-1059.63,12931.6784,4503.37
0,655.32617,-1283.16,-1215.07,-1418.87,-677.931,-1816.22,-1063.77,12931.7162,4518.25
0,655.32861,-1285.33,-1216.77,-1421.25,-679.753,-1818.38,-1065.71,12931.765,4524.96
0,655.33008,-1287.96,-1218.81,-1424.07,-681.948,-1820.98,-1068,12931.7944,4533.01
0,668.80005,-1273.84,-1207.87,-1409,-670.2,-1807.08,-1055.83,13201.1938,4489.92
0,668.80328,-1268.88,-1204.04,-1403.71,-666.093,-1802.2,-1051.58,13201.2584,4474.79
0,668.80432,-1271.41,-1205.97,-1406.28,-668.157,-1804.63,-1053.61,13201.2792,4482.32
0,668.82239,-1271.57,-1206.1,-1406.5,-668.298,-1804.8,-1053.8,13201.6406,4482.87
0,668.82257,-1266.32,-1202.06,-1400.97,-663.968,-1799.67,-1049.37,13201.6442,4466.96
0,668.83551,-1269.06,-1204.15,-1403.76,-666.207,-1802.31,-1051.58,13201.903,4475.13
0,668.8573,-1275.1,-1208.83,-1410.28,-671.235,-1808.29,-1056.84,13202.3388,4493.67
0,668.89819,-1266.76,-1202.39,-1401.37,-664.315,-1800.08,-1049.67,13203.1566,4468.21
0,668.8988,-1267.62,-1203.05,-1402.25,-665.02,-1800.9,-1050.37,13203.1688,4470.77
0,668.90271,-1264.12,-1200.36,-1398.57,-662.135,-1797.48,-1047.42,13203.247,4460.17
0,668.91016,-1274.7,-1208.52,-1409.83,-670.899,-1807.88,-1056.48,13203.396,4492.41
0,668.93256,-1274.15,-1208.1,-1409.29,-670.451,-1807.36,-1056.05,13203.844,4490.8
0,668.93298,-1274.68,-1208.51,-1409.84,-670.891,-1807.88,-1056.5,13203.8524,4492.4
0,668.93463,-1268.31,-1203.59,-1403.03,-665.6,-1801.6,-1051.01,13203.8854,4472.94
0,668.95929,-1271.3,-1205.89,-1406.16,-668.068,-1804.52,-1053.51,13204.3786,4481.98
0,668.97894,-1275.29,-1208.97,-1410.42,-671.376,-1808.45,-1056.95,13204.7716,4494.16
0,668.97906,-1275.12,-1208.85,-1410.32,-671.255,-1808.31,-1056.89,13204.774,4493.75
0,668.98102,-1266.82,-1202.44,-1401.43,-664.363,-1800.13,-1049.72,13204.8132,4468.38
0,669.00952,-1271.18,-1205.79,-1406,-667.958,-1804.39,-1053.38,13205.3832,4481.57
0,669.02643,-1264.16,-1200.38,-1398.57,-662.152,-1797.5,-1047.41,13205.7214,4460.23
0,669.02655,-1276.02,-1209.54,-1411.25,-671.998,-1809.19,-1057.62,13205.7238,4496.46
0,669.02863,-1262.71,-1199.26,-1397.03,-660.953,-1796.08,-1046.18,13205.7654,4455.82
0,669.05682,-1267.16,-1202.68,-1401.68,-664.621,-1800.42,-1049.89,13206.3292,4469.26
0,669.05701,-1272.84,-1207.08,-1407.85,-669.353,-1806.05,-1054.88,13206.333,4486.74
0,669.09753,-1266.22,-1201.97,-1400.78,-663.861,-1799.53,-1049.19,13207.1434,4466.53
0,669.10736,-1270.75,-1205.45,-1405.54,-667.601,-1803.96,-1053,13207.34,4480.25
0,669.10748,-1273.3,-1207.43,-1408.31,-669.726,-1806.49,-1055.25,13207.3424,4488.1
0,669.10931,-1270.67,-1205.41,-1405.58,-667.564,-1803.94,-1053.08,13207.379,4480.19
0,669.11444,-1273.29,-1207.43,-1408.3,-669.721,-1806.49,-1055.24,13207.4816,4488.08
0,669.16486,-1267.42,-1202.89,-1402.06,-664.856,-1800.72,-1050.23,13208.49,4470.2
0,669.18713,-1266.79,-1202.41,-1401.38,-664.334,-1800.09,-1049.67,13208.9354,4468.26
0,669.18726,-1271.34,-1205.91,-1406.17,-668.092,-1804.54,-1053.51,13208.938,4482.05
0,669.21429,-1273.55,-1207.63,-1408.59,-669.938,-1806.74,-1055.47,13209.4786,4488.88
0,669.21466,-1263.49,-1199.86,-1397.86,-661.602,-1796.85,-1046.84,13209.486,4458.2
0,669.23456,-1264.12,-1200.34,-1398.48,-662.111,-1797.44,-1047.33,13209.884,4460.04
0,669.25806,-1263.27,-1199.68,-1397.6,-661.411,-1796.61,-1046.63,13210.354,4457.48
0,669.25854,-1268.79,-1203.93,-1403.41,-665.965,-1802.01,-1051.28,13210.3636,4474.21
0,669.28809,-1274.15,-1208.08,-1409.17,-670.425,-1807.31,-1055.93,13210.9546,4490.63
0,669.28845,-1270.64,-1205.4,-1405.58,-667.55,-1803.93,-1053.07,13210.9618,4480.15
0,669.29681,-1272.07,-1206.49,-1407.02,-668.714,-1805.29,-1054.21,13211.129,4484.38
0,669.30304,-1265.53,-1201.44,-1400.04,-663.293,-1798.86,-1048.6,13211.2536,4464.43
0,669.30707,-1270.26,-1205.07,-1405.01,-667.193,-1803.48,-1052.57,13211.3342,4478.75
0,669.3075,-1266.02,-1201.82,-1400.62,-663.709,-1799.36,-1049.08,13211.3428,4466
0,669.30768,-1272.8,-1207.05,-1407.8,-669.32,-1806.01,-1054.84,13211.3464,4486.61
0,669.3504,-1269.87,-1204.8,-1404.74,-666.908,-1803.16,-1052.4,13212.2008,4477.77
0,669.35876,-1271.18,-1205.8,-1406.06,-667.972,-1804.41,-1053.44,13212.368,4481.65
0,669.35974,-1267.93,-1203.3,-1402.66,-665.296,-1801.24,-1050.72,13212.3876,4471.83
0,669.36017,-1264.74,-1200.83,-1399.22,-662.642,-1798.09,-1047.95,13212.3962,4462.05
0,669.37695,-1264.46,-1200.6,-1398.87,-662.398,-1797.79,-1047.65,13212.7318,4461.12
0,669.39319,-1268.98,-1204.09,-1403.64,-666.132,-1802.21,-1051.47,13213.0566,4474.83
0,669.39355,-1262.78,-1199.31,-1397.08,-661.005,-1796.13,-1046.21,13213.0638,4455.99
0,669.41699,-1263.5,-1199.86,-1397.82,-661.599,-1796.83,-1046.8,13213.5326,4458.15
0,669.43964,-1265.36,-1201.29,-1399.79,-663.135,-1798.66,-1048.38,13213.9856,4463.81
0,669.44,-1262.64,-1199.21,-1396.96,-660.903,-1796.01,-1046.13,13213.9928,4455.61
0,669.45337,-1267.47,-1202.91,-1402,-664.87,-1800.71,-1050.15,13214.2602,4470.18
0,669.46484,-1272.51,-1206.82,-1407.42,-669.063,-1805.7,-1054.51,13214.4896,4485.63
0,669.46497,-1267.79,-1203.19,-1402.53,-665.18,-1801.11,-1050.62,13214.4922,4471.43
0,669.48846,-1265.49,-1201.41,-1400.02,-663.268,-1798.83,-1048.59,13214.962,4464.34
0,669.49054,-1271.64,-1206.15,-1406.56,-668.356,-1804.87,-1053.84,13215.0036,4483.07
0,669.49512,-1269.61,-1204.6,-1404.44,-666.686,-1802.89,-1052.15,13215.0952,4476.94
0,669.50336,-1268.7,-1203.89,-1403.44,-665.922,-1801.98,-1051.34,13215.26,4474.12
0,669.50507,-1264.77,-1200.86,-1399.28,-662.676,-1798.13,-1048,13215.2942,4462.18
0,669.50555,-1274.58,-1208.42,-1409.7,-670.795,-1807.76,-1056.37,13215.3038,4492.04
0,669.51202,-1264.73,-1200.82,-1399.19,-662.632,-1798.07,-1047.92,13215.4332,4461.99
0,669.51978,-1263.73,-1200.04,-1398.09,-661.793,-1797.07,-1047.03,13215.5884,4458.89
0,669.5213,-1263.45,-1199.82,-1397.78,-661.561,-1796.79,-1046.77,13215.6188,4458.02
0,669.53094,-1265.62,-1201.49,-1400.07,-663.351,-1798.91,-1048.6,13215.8116,4464.6
0,669.59296,-1274.59,-1208.43,-1409.71,-670.806,-1807.77,-1056.39,13217.052,4492.07
0,669.59308,-1269.03,-1204.16,-1403.88,-666.219,-1802.35,-1051.72,13217.0544,4475.26
0,669.60718,-1262.71,-1199.26,-1397.01,-660.95,-1796.07,-1046.15,13217.3364,4455.79
0,669.63727,-1269.7,-1204.65,-1404.47,-666.744,-1802.95,-1052.16,13217.9382,4477.12
0,669.64142,-1264.16,-1200.39,-1398.65,-662.175,-1797.54,-1047.5,13218.0212,4460.35
0,669.64478,-1271.74,-1206.23,-1406.66,-668.438,-1804.96,-1053.92,13218.0884,4483.36
0,669.64496,-1271.16,-1205.79,-1406.07,-667.964,-1804.41,-1053.46,13218.092,4481.64
0,669.65387,-1265.91,-1201.75,-1400.53,-663.63,-1799.27,-1049.01,13218.2702,4465.71
0,669.65411,-1271.84,-1206.31,-1406.78,-668.526,-1805.07,-1054.02,13218.275,4483.69
0,669.6723,-1271.2,-1205.82,-1406.11,-667.995,-1804.44,-1053.49,13218.6388,4481.75
0,669.67828,-1269.31,-1204.36,-1404.11,-666.434,-1802.59,-1051.89,13218.7584,4476.01
0,669.67834,-1265.25,-1201.23,-1399.79,-663.072,-1798.6,-1048.41,13218.7596,4463.64
0,669.69586,-1271.29,-1205.88,-1406.18,-668.062,-1804.52,-1053.53,13219.11,4481.99
0,669.6994,-1270.27,-1205.1,-1405.13,-667.227,-1803.53,-1052.7,13219.1808,4478.93
0,669.70081,-1268.49,-1203.73,-1403.23,-665.75,-1801.78,-1051.17,13219.209,4473.5
0,669.70441,-1270.54,-1205.3,-1405.35,-667.434,-1803.77,-1052.87,13219.281,4479.66
0,669.74542,-1265.3,-1201.27,-1399.86,-663.116,-1798.66,-1048.48,13220.1012,4463.82
0,669.74554,-1267.34,-1202.82,-1401.92,-664.779,-1800.61,-1050.1,13220.1036,4469.87
0,669.77991,-1270.89,-1205.56,-1405.7,-667.718,-1804.1,-1053.14,13220.791,4480.69
0,669.77991,-1266,-1201.81,-1400.61,-663.695,-1799.34,-1049.07,13220.791,4465.95
0,669.80273,-1270.31,-1205.11,-1405.06,-667.232,-1803.52,-1052.62,13221.2474,4478.89
0,669.8028,-1271.83,-1206.3,-1406.75,-668.512,-1805.05,-1054,13221.2488,4483.63
0,669.80475,-1273.44,-1207.55,-1408.48,-669.85,-1806.64,-1055.39,13221.2878,4488.56
0,669.81183,-1267.87,-1203.26,-1402.64,-665.256,-1801.2,-1050.71,13221.4294,4471.71
0,669.81195,-1273.53,-1207.6,-1408.5,-669.906,-1806.7,-1055.39,13221.4318,4488.73
0,669.81512,-1262.51,-1199.1,-1396.8,-660.785,-1795.88,-1046,13221.4952,4455.19
0,669.82202,-1272.07,-1206.48,-1407,-668.709,-1805.28,-1054.2,13221.6332,4484.35
0,669.82257,-1274.51,-1208.37,-1409.62,-670.736,-1807.69,-1056.3,13221.6442,4491.82
0,669.85303,-1268.64,-1203.84,-1403.38,-665.87,-1801.92,-1051.29,13222.2534,4473.94
0,669.86804,-1273.22,-1207.36,-1408.19,-669.652,-1806.4,-1055.14,13222.5536,4487.81
0,669.91205,-1268.8,-1203.98,-1403.61,-666.021,-1802.11,-1051.49,13223.4338,4474.52
0,669.922,-1268.22,-1203.52,-1402.92,-665.525,-1801.51,-1050.92,13223.6328,4472.65
0,669.93317,-1270.46,-1205.24,-1405.27,-667.371,-1803.69,-1052.8,13223.8562,4479.42
0,669.97491,-1269.19,-1204.27,-1403.98,-666.334,-1802.47,-1051.77,13224.691,4475.64
0,669.98694,-1272.36,-1206.7,-1407.29,-668.943,-1805.56,-1054.42,13224.9316,4485.21
0,670.01105,-1266.06,-1201.85,-1400.61,-663.731,-1799.38,-1049.05,13225.4138,4466.05
0,670.0293,-1266.95,-1202.53,-1401.52,-664.462,-1800.24,-1049.78,13225.7788,4468.71
0,670.04291,-1266.78,-1202.4,-1401.36,-664.322,-1800.08,-1049.65,13226.051,4468.22
0,670.05585,-1269.83,-1204.74,-1404.57,-666.84,-1803.06,-1052.23,13226.3098,4477.46
0,670.0589,-1265.08,-1201.1,-1399.62,-662.93,-1798.43,-1048.27,13226.3708,4463.13
0,670.06616,-1270.72,-1205.42,-1405.48,-667.567,-1803.92,-1052.95,13226.516,4480.12
0,670.06921,-1264.65,-1200.76,-1399.09,-662.559,-1797.98,-1047.83,13226.577,4461.72
0,670.08228,-1267.74,-1203.13,-1402.33,-665.106,-1801,-1050.42,13226.8384,4471.07
0,670.10541,-1270.8,-1205.5,-1405.62,-667.648,-1804.02,-1053.07,13227.301,4480.44
0,670.112,-1267.11,-1202.67,-1401.78,-664.616,-1800.44,-1050.02,13227.4328,4469.33
0,670.11957,-1265.57,-1201.47,-1400.09,-663.328,-1798.9,-1048.64,13227.5842,4464.56
0,670.16119,-1270.61,-1205.35,-1405.38,-667.485,-1803.82,-1052.87,13228.4166,4479.81
0,670.17236,-1264.15,-1200.37,-1398.55,-662.141,-1797.49,-1047.4,13228.64,4460.19
0,670.18671,-1273.01,-1207.21,-1408.02,-669.493,-1806.21,-1055.02,13228.927,4487.24
0,670.19104,-1271.66,-1206.18,-1406.63,-668.384,-1804.91,-1053.91,13229.0136,4483.2
0,670.19275,-1271.22,-1205.83,-1406.14,-668.014,-1804.47,-1053.51,13229.0478,4481.83
0,670.19336,-1268,-1203.35,-1402.73,-665.348,-1801.31,-1050.77,13229.06,4472.04
0,670.22778,-1270.22,-1205.05,-1405.01,-667.171,-1803.46,-1052.59,13229.7484,4478.69
0,670.22797,-1272.9,-1207.12,-1407.88,-669.393,-1806.1,-1054.9,13229.7522,4486.88
0,670.23712,-1262.82,-1199.35,-1397.14,-661.048,-1796.19,-1046.27,13229.9352,4456.15
0,670.28931,-1268.15,-1203.44,-1402.73,-665.436,-1801.38,-1050.73,13230.979,4472.26
0,670.29102,-1272.91,-1207.12,-1407.85,-669.393,-1806.09,-1054.86,13231.0132,4486.85
0,670.31152,-1266.65,-1202.3,-1401.24,-664.223,-1799.96,-1049.57,13231.4232,4467.85
0,670.31738,-1273.61,-1207.68,-1408.67,-669.993,-1806.81,-1055.55,13231.5404,4489.09
0,670.3197,-1271.04,-1205.7,-1405.98,-667.871,-1804.3,-1053.4,13231.5868,4481.32
0,670.32446,-1266.4,-1202.12,-1401.04,-664.032,-1799.75,-1049.42,13231.682,4467.19
0,670.32758,-1272.56,-1206.87,-1407.55,-669.122,-1805.78,-1054.64,13231.7444,4485.89
0,670.32892,-1265.43,-1201.36,-1399.93,-663.207,-1798.76,-1048.51,13231.7712,4464.12
0,683.80078,-1251.79,-1190.84,-1385.3,-651.912,-1785.29,-1036.74,13501.2084,4422.38
0,683.80377,-1254.37,-1192.8,-1387.97,-654.021,-1787.79,-1038.86,13501.2682,4430.13
0,683.80487,-1249.69,-1189.23,-1383.08,-650.188,-1783.23,-1034.97,13501.2902,4416
0,683.82288,-1255.39,-1193.58,-1389.01,-654.855,-1788.78,-1039.68,13501.6504,4433.18
0,683.82343,-1256.64,-1194.56,-1390.43,-655.905,-1790.04,-1040.84,13501.6614,4437.11
0,683.83917,-1252.45,-1191.35,-1386.03,-652.463,-1785.95,-1037.34,13501.9762,4424.43
0,683.86987,-1254.29,-1192.75,-1387.9,-653.961,-1787.72,-1038.81,13502.5902,4429.91
0,683.89978,-1253.29,-1191.99,-1386.88,-653.146,-1786.76,-1038,13503.1884,4426.93
0,683.90033,-1257.01,-1194.84,-1390.79,-656.205,-1790.39,-1041.12,13503.1994,4438.19
0,683.90344,-1258.37,-1195.89,-1392.29,-657.338,-1791.75,-1042.34,13503.2616,4442.41
0,683.91077,-1253.05,-1191.82,-1386.7,-652.966,-1786.55,-1037.88,13503.4082,4426.3
0,683.93384,-1252.99,-1191.75,-1386.54,-652.89,-1786.45,-1037.72,13503.8696,4425.98
0,683.9342,-1249.33,-1188.94,-1382.67,-649.88,-1782.86,-1034.64,13503.8768,4414.86
0,683.93542,-1260.36,-1197.43,-1394.42,-658.989,-1793.71,-1044.05,13503.9012,4448.49
0,683.9599,-1259.77,-1196.98,-1393.83,-658.506,-1793.15,-1043.59,13504.3908,4446.75
0,683.98114,-1260.33,-1197.41,-1394.42,-658.97,-1793.7,-1044.06,13504.8156,4448.45
0,683.98169,-1254.74,-1193.12,-1388.52,-654.366,-1788.23,-1039.35,13504.8266,4431.49
0,683.9834,-1250.54,-1189.88,-1383.98,-650.884,-1784.07,-1035.7,13504.8608,4418.59
0,684.01038,-1256.49,-1194.45,-1390.28,-655.786,-1789.9,-1040.72,13505.4004,4436.67
0,684.02716,-1249.3,-1188.92,-1382.6,-649.85,-1782.82,-1034.57,13505.736,4414.72
0,684.02747,-1259.32,-1196.62,-1393.3,-658.126,-1792.69,-1043.15,13505.7422,4445.31
0,684.02942,-1257.41,-1195.17,-1391.33,-656.564,-1790.84,-1041.58,13505.7812,4439.58
0,684.05743,-1260.84,-1197.8,-1394.91,-659.381,-1794.18,-1044.44,13506.3414,4449.93
0,684.05798,-1259.71,-1196.94,-1393.78,-658.464,-1793.1,-1043.55,13506.3524,4446.59
0,684.09821,-1250.46,-1189.81,-1383.85,-650.81,-1783.97,-1035.58,13507.157,4418.28
0,684.10846,-1253.65,-1192.25,-1387.19,-653.424,-1787.08,-1038.23,13507.362,4427.92
0,684.10864,-1254.48,-1192.9,-1388.13,-654.125,-1787.92,-1038.99,13507.3656,4430.53
0,684.11029,-1254.86,-1193.19,-1388.54,-654.438,-1788.29,-1039.33,13507.3986,4431.69
0,684.11523,-1256.3,-1194.29,-1390.06,-655.623,-1789.71,-1040.55,13507.4974,4436.07
0,684.16534,-1248.26,-1188.12,-1381.48,-648.988,-1781.79,-1033.67,13508.4996,4411.53
0,684.18787,-1260.08,-1197.21,-1394.11,-658.752,-1793.43,-1043.8,13508.9502,4447.62
0,684.18811,-1258.2,-1195.78,-1392.17,-657.218,-1791.62,-1042.27,13508.955,4441.99
0,684.21497,-1250.74,-1190.02,-1384.15,-651.038,-1784.24,-1035.81,13509.4922,4419.13
0,684.21594,-1253.88,-1192.43,-1387.44,-653.617,-1787.31,-1038.43,13509.5116,4428.63
0,684.23822,-1252.38,-1191.28,-1385.9,-652.392,-1785.86,-1037.22,13509.9572,4424.14
0,684.2594,-1253.36,-1192.03,-1386.92,-653.195,-1786.81,-1038.02,13510.3808,4427.09
0,684.25964,-1252.35,-1191.26,-1385.87,-652.366,-1785.83,-1037.19,13510.3856,4424.05
0,684.28894,-1257.13,-1194.93,-1390.89,-656.298,-1790.5,-1041.2,13510.9716,4438.52
0,684.28918,-1249.59,-1189.14,-1382.91,-650.083,-1783.1,-1034.81,13510.9764,4415.6
0,684.29749,-1256.72,-1194.62,-1390.51,-655.971,-1790.12,-1040.91,13511.1426,4437.35
0,684.30438,-1249.04,-1188.72,-1382.32,-649.635,-1782.56,-1034.35,13511.2804,4413.92
0,684.3078,-1260.37,-1197.44,-1394.43,-658.998,-1793.72,-1044.06,13511.3488,4448.52
0,684.30859,-1259.04,-1196.42,-1393.06,-657.906,-1792.44,-1042.98,13511.3646,4444.54
0,684.30896,-1251.1,-1190.3,-1384.53,-651.335,-1784.6,-1036.12,13511.372,4420.23
0,684.35101,-1251.19,-1190.36,-1384.6,-651.403,-1784.67,-1036.17,13512.213,4420.46
0,684.3595,-1251.61,-1190.68,-1385.04,-651.747,-1785.08,-1036.52,13512.3828,4421.73
0,684.36084,-1257.83,-1195.48,-1391.71,-656.893,-1791.22,-1041.88,13512.4096,4440.76
0,684.36176,-1256.19,-1194.22,-1390.01,-655.55,-1789.63,-1040.52,13512.428,4435.83
0,684.37848,-1251.74,-1190.8,-1385.28,-651.876,-1785.25,-1036.73,13512.7624,4422.27
0,684.39246,-1248.87,-1188.59,-1382.17,-649.5,-1782.41,-1034.23,13513.042,4413.45
0,684.39307,-1259.05,-1196.41,-1393.01,-657.901,-1792.42,-1042.92,13513.0542,4444.48
0,684.41748,-1249.63,-1189.17,-1382.96,-650.123,-1783.15,-1034.86,13513.5424,4415.74
0,684.44025,-1249.84,-1189.32,-1383.15,-650.285,-1783.34,-1035,13513.9978,4416.33
0,684.4408,-1250.33,-1189.7,-1383.67,-650.694,-1783.82,-1035.42,13514.0088,4417.82
0,684.45428,-1256.78,-1194.67,-1390.59,-656.028,-1790.19,-1040.98,13514.2784,4437.56
0,684.46552,-1253.97,-1192.52,-1387.65,-653.72,-1787.45,-1038.63,13514.5032,4429.07
0,684.46564,-1250.11,-1189.55,-1383.52,-650.53,-1783.64,-1035.32,13514.5056,4417.27
0,684.48907,-1254.97,-1193.26,-1388.57,-654.51,-1788.37,-1039.34,13514.9742,4431.91
0,684.49115,-1259.33,-1196.63,-1393.27,-658.125,-1792.68,-1043.11,13515.0158,4445.28
0,684.49658,-1258.55,-1196.04,-1392.52,-657.495,-1791.95,-1042.54,13515.1244,4443.02
0,684.50458,-1254.09,-1192.62,-1387.81,-653.827,-1787.58,-1038.77,13515.2844,4429.48
0,684.50549,-1250.19,-1189.61,-1383.6,-650.592,-1783.72,-1035.39,13515.3026,4417.51
0,684.50659,-1248.54,-1188.33,-1381.79,-649.224,-1782.07,-1033.92,13515.3246,4412.4
0,684.51276,-1253.49,-1192.12,-1386.98,-653.28,-1786.9,-1038.05,13515.448,4427.37
0,684.52039,-1259.49,-1196.76,-1393.5,-658.269,-1792.86,-1043.31,13515.6006,4445.85
0,684.52234,-1258.57,-1196.06,-1392.55,-657.519,-1791.97,-1042.57,13515.6396,4443.09
0,684.53223,-1259.59,-1196.84,-1393.61,-658.351,-1792.96,-1043.4,13515.8374,4446.16
0,684.59326,-1255.35,-1193.59,-1389.16,-654.868,-1788.82,-1039.85,13517.058,4433.33
0,684.59369,-1249.32,-1188.93,-1382.62,-649.864,-1782.84,-1034.58,13517.0666,4414.78
0,684.60785,-1251.92,-1190.91,-1385.33,-651.992,-1785.37,-1036.74,13517.3498,4422.62
0,684.63831,-1249.69,-1189.22,-1383.03,-650.175,-1783.21,-1034.92,13517.959,4415.93
0,684.64233,-1259.8,-1197,-1393.82,-658.526,-1793.16,-1043.57,13518.0394,4446.78
0,684.64612,-1256.94,-1194.8,-1390.83,-656.174,-1790.38,-1041.19,13518.1152,4438.15
0,684.6463,-1252.91,-1191.7,-1386.53,-652.843,-1786.41,-1037.74,13518.1188,4425.85
0,684.65424,-1250.28,-1189.67,-1383.68,-650.664,-1783.8,-1035.44,13518.2776,4417.76
0,684.65479,-1250.96,-1190.18,-1384.34,-651.209,-1784.44,-1035.96,13518.2886,4419.74
0,684.67303,-1251.8,-1190.83,-1385.24,-651.9,-1785.26,-1036.67,13518.6534,4422.3
0,684.67822,-1250.12,-1189.55,-1383.48,-650.526,-1783.63,-1035.28,13518.7572,4417.23
0,684.67902,-1249.68,-1189.2,-1382.99,-650.159,-1783.19,-1034.88,13518.7732,4415.86
0,684.69666,-1248.01,-1187.92,-1381.22,-648.783,-1781.54,-1033.46,13519.126,4410.77
0,684.7002,-1259.43,-1196.71,-1393.41,-658.216,-1792.79,-1043.24,13519.1968,4445.63
0,684.70093,-1248.28,-1188.14,-1381.52,-649.01,-1781.82,-1033.71,13519.2114,4411.62
0,684.70508,-1250.76,-1190.02,-1384.09,-651.035,-1784.22,-1035.75,13519.2944,4419.07
0,684.7467,-1259.13,-1196.48,-1393.11,-657.974,-1792.51,-1043,13520.1268,4444.75
