hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),No Load Scheduling,t(sec),t(sec)
0,249.53372,-1716.71,-1777.28,-2015.17,-1113.52,-2440.76,-1703.39,6172.64,255.71035,4814.207
0,249.53514,-1714.82,-1775.93,-2013.26,-1111.66,-2439.3,-1701.76,6167.38,255.71177,4814.2354
0,249.53604,-1718.94,-1778.98,-2017.2,-1115.58,-2442.58,-1705.1,6178.72,255.71267,4814.2534
0,249.5428,-1713.47,-1774.96,-2011.9,-1110.33,-2438.26,-1700.6,6163.63,255.71943,4814.3886
0,249.54352,-1716.33,-1777.08,-2014.64,-1113.06,-2440.53,-1702.92,6171.5,255.72015,4814.403
0,249.57082,-1715.08,-1776.13,-2013.5,-1111.9,-2439.51,-1701.96,6168.09,255.74745,4814.949
0,249.61879,-1720.92,-1780.38,-2019.23,-1117.56,-2444.08,-1706.83,6184.23,255.79542,4815.9084
0,249.62759,-1718.78,-1778.8,-2017.2,-1115.53,-2442.38,-1705.11,6178.36,255.80422,4816.0844
0,249.629,-1720.75,-1780.27,-2019.06,-1117.39,-2443.97,-1706.69,6183.78,255.80563,4816.1126
0,249.6319,-1716.42,-1777.06,-2014.91,-1113.26,-2440.52,-1703.17,6171.85,255.80853,4816.1706
0,249.63901,-1714.52,-1775.71,-2012.96,-1111.37,-2439.07,-1701.51,6166.55,255.81564,4816.3128
0,249.64827,-1722.88,-1781.81,-2021.16,-1119.47,-2445.61,-1708.47,6189.65,255.8249,4816.498
0,249.65675,-1722.42,-1781.45,-2020.77,-1119.05,-2445.23,-1708.15,6188.42,255.83338,4816.6676
0,249.6671,-1724.41,-1782.92,-2022.69,-1120.96,-2446.81,-1709.78,6193.91,255.84373,4816.8746
0,249.66714,-1725.62,-1783.8,-2023.91,-1122.16,-2447.75,-1710.82,6197.28,255.84377,4816.8754
0,249.68175,-1725.57,-1783.74,-2023.9,-1122.14,-2447.69,-1710.81,6197.16,255.85838,4817.1676
0,249.68642,-1713.65,-1775.08,-2012.12,-1110.53,-2438.39,-1700.8,6164.16,255.86305,4817.261
0,249.6978,-1719.19,-1779.13,-2017.52,-1115.87,-2442.74,-1705.37,6179.45,255.87443,4817.4886
0,249.6996,-1717.74,-1778.05,-2016.14,-1114.5,-2441.58,-1704.21,6175.46,255.87623,4817.5246
0,249.70329,-1724.42,-1782.92,-2022.7,-1120.98,-2446.81,-1709.79,6193.93,255.87992,4817.5984
0,249.7144,-1723.02,-1781.88,-2021.39,-1119.66,-2445.69,-1708.68,6190.1,255.89103,4817.8206
0,249.72621,-1716.86,-1777.41,-2015.27,-1113.64,-2440.9,-1703.48,6173.03,255.90284,4818.0568
0,249.75702,-1725.06,-1783.39,-2023.34,-1121.61,-2447.31,-1710.32,6195.71,255.93365,4818.673
0,249.75748,-1717.21,-1777.67,-2015.64,-1113.99,-2441.17,-1703.79,6174.02,255.93411,4818.6822
0,249.76022,-1721.7,-1780.99,-2019.94,-1118.27,-2444.73,-1707.43,6186.37,255.93685,4818.737
0,249.7603,-1722.55,-1781.56,-2020.87,-1119.16,-2445.35,-1708.23,6188.77,255.93693,4818.7386
0,249.76357,-1719.58,-1779.36,-2018.01,-1116.32,-2442.99,-1705.81,6180.58,255.9402,4818.804
0,249.76627,-1717.63,-1777.96,-2016.05,-1114.4,-2441.48,-1704.14,6175.16,255.9429,4818.858
0,249.76918,-1714.93,-1776,-2013.38,-1111.78,-2439.38,-1701.87,6167.69,255.94581,4818.9162
0,249.78374,-1724.36,-1782.89,-2022.63,-1120.91,-2446.77,-1709.72,6193.76,255.96037,4819.2074
0,249.78416,-1713.04,-1774.63,-2011.51,-1109.93,-2437.91,-1700.28,6162.46,255.96079,4819.2158
0,249.79826,-1720.03,-1779.74,-2018.34,-1116.68,-2443.39,-1706.07,6181.76,255.97489,4819.4978
0,249.80486,-1725.57,-1783.75,-2023.86,-1122.11,-2447.7,-1710.77,6197.13,255.98149,4819.6298
0,249.81712,-1718.4,-1778.53,-2016.82,-1115.15,-2442.1,-1704.79,6177.32,255.99375,4819.875
0,249.81808,-1719.57,-1779.41,-2017.91,-1116.25,-2443.04,-1705.71,6180.52,255.99471,4819.8942
0,249.8418,-1718.32,-1778.47,-2016.72,-1115.06,-2442.03,-1704.7,6177.07,256.01843,4820.3686
0,249.84566,-1724.83,-1783.22,-2023.12,-1121.39,-2447.13,-1710.14,6195.08,256.02229,4820.4458
0,249.8577,-1717.48,-1777.86,-2015.9,-1114.25,-2441.38,-1704.01,6174.76,256.03433,4820.6866
0,249.87856,-1722.97,-1781.87,-2021.27,-1119.56,-2445.68,-1708.57,6189.92,256.05519,4821.1038
0,249.88043,-1714.1,-1775.41,-2012.55,-1110.96,-2438.74,-1701.16,6165.39,256.05706,4821.1412
0,249.8851,-1721.39,-1780.73,-2019.69,-1118.01,-2444.45,-1707.22,6185.53,256.06173,4821.2346
0,249.88539,-1722.57,-1781.58,-2020.88,-1119.18,-2445.37,-1708.24,6188.82,256.06202,4821.2404
0,249.90076,-1721.93,-1781.09,-2020.29,-1118.58,-2444.85,-1707.74,6187.07,256.07739,4821.5478
0,249.91119,-1721.88,-1781.07,-2020.23,-1118.53,-2444.82,-1707.69,6186.93,256.08782,4821.7564
0,249.92744,-1717.72,-1778,-2016.19,-1114.52,-2441.53,-1704.26,6175.44,256.10407,4822.0814
0,249.97754,-1718.68,-1778.76,-2017.02,-1115.38,-2442.34,-1704.96,6178.04,256.15417,4823.0834
0,249.99368,-1714.43,-1775.62,-2012.92,-1111.31,-2438.97,-1701.48,6166.32,256.17031,4823.4062
0,250.00012,-1716.3,-1777.05,-2014.64,-1113.05,-2440.5,-1702.93,6171.44,256.17675,4823.535
0,250.01154,-1712.35,-1774.11,-2010.84,-1109.27,-2437.35,-1699.71,6160.54,256.18817,4823.7634
0,250.0217,-1723.35,-1782.16,-2021.62,-1119.92,-2445.99,-1708.86,6190.96,256.19833,4823.9666
0,250.0219,-1720.03,-1779.68,-2018.46,-1116.76,-2443.34,-1706.19,6181.83,256.19853,4823.9706
0,250.02525,-1713.55,-1775.02,-2011.99,-1110.41,-2438.32,-1700.68,6163.86,256.20188,4824.0376
0,250.02673,-1723.63,-1782.36,-2021.89,-1120.19,-2446.2,-1709.1,6191.72,256.20336,4824.0672
0,250.03487,-1715.96,-1776.76,-2014.39,-1112.77,-2440.2,-1702.73,6170.55,256.2115,4824.23
0,250.05157,-1722.34,-1781.41,-2020.64,-1118.95,-2445.19,-1708.03,6188.17,256.2282,4824.564
0,250.0551,-1712.05,-1773.92,-2010.51,-1108.96,-2437.14,-1699.43,6159.7,256.23173,4824.6346
0,250.07854,-1719.2,-1779.14,-2017.51,-1115.87,-2442.75,-1705.37,6179.46,256.25517,4825.1034
0,250.10208,-1719.55,-1779.38,-2017.9,-1116.24,-2443.01,-1705.7,6180.46,256.27871,4825.5742
0,250.11427,-1720.81,-1780.31,-2019.13,-1117.46,-2444,-1706.75,6183.94,256.2909,4825.818
0,250.16202,-1725.04,-1783.41,-2023.26,-1121.54,-2447.33,-1710.26,6195.63,256.33865,4826.773
0,250.16391,-1717.73,-1778.04,-2016.15,-1114.49,-2441.57,-1704.22,6175.45,256.34054,4826.8108
0,250.18416,-1724.58,-1783.04,-2022.87,-1121.14,-2446.94,-1709.93,6194.39,256.36079,4827.2158
0,250.1994,-1711.87,-1773.78,-2010.35,-1108.79,-2437,-1699.3,6159.22,256.37603,4827.5206
0,250.20227,-1722.8,-1781.76,-2021.07,-1119.38,-2445.56,-1708.39,6189.43,256.3789,4827.578
0,250.20683,-1723.78,-1782.45,-2022.08,-1120.36,-2446.31,-1709.26,6192.17,256.38346,4827.6692
0,263.85223,-1703.34,-1767.62,-2001.8,-1100.45,-2430.35,-1692.03,6135.49,270.02886,5100.5772
0,263.85303,-1704.41,-1768.42,-2002.81,-1101.46,-2431.2,-1692.87,6138.42,270.02966,5100.5932
0,263.8812,-1708.77,-1771.62,-2007.08,-1105.65,-2434.65,-1696.49,6150.5,270.05783,5101.1566
0,263.89023,-1710.73,-1773.01,-2009.08,-1107.6,-2436.15,-1698.2,6155.96,270.06686,5101.3372
0,263.89706,-1701.09,-1765.98,-1999.59,-1098.28,-2428.58,-1690.15,6129.26,270.07369,5101.4738
0,263.90271,-1698.53,-1764.11,-1997.03,-1095.79,-2426.56,-1687.98,6122.12,270.07934,5101.5868
0,263.91934,-1708.06,-1771.07,-2006.41,-1104.99,-2434.06,-1695.93,6148.53,270.09597,5101.9194
0,263.93054,-1698.31,-1763.96,-1996.81,-1095.57,-2426.4,-1687.79,6121.52,270.10717,5102.1434
0,263.93335,-1700.81,-1765.82,-1999.18,-1097.92,-2428.4,-1689.79,6128.39,270.10998,5102.1996
0,263.93359,-1710.37,-1772.75,-2008.71,-1107.25,-2435.87,-1697.88,6154.95,270.11022,5102.2044
0,263.9852,-1702.68,-1767.14,-2001.16,-1099.82,-2429.83,-1691.49,6133.67,270.16183,5103.2366
0,263.9859,-1703.26,-1767.58,-2001.68,-1100.34,-2430.3,-1691.91,6135.24,270.16253,5103.2506
0,263.98788,-1705.32,-1769.09,-2003.69,-1102.32,-2431.93,-1693.62,6140.94,270.16451,5103.2902
0,263.99518,-1710.45,-1772.8,-2008.82,-1107.34,-2435.92,-1697.98,6155.19,270.17181,5103.4362
0,264.01093,-1706.53,-1769.89,-2005.04,-1103.6,-2432.8,-1694.78,6144.37,270.18756,5103.7512
0,264.02036,-1699.6,-1764.9,-1998.08,-1096.81,-2427.41,-1688.87,6125.09,270.19699,5103.9398
0,264.02048,-1698.84,-1764.36,-1997.3,-1096.06,-2426.82,-1688.2,6122.96,270.19711,5103.9422
0,264.04514,-1707.08,-1770.35,-2005.44,-1104.04,-2433.29,-1695.1,6145.81,270.22177,5104.4354
0,264.04514,-1707.42,-1770.59,-2005.82,-1104.4,-2433.55,-1695.44,6146.79,270.22177,5104.4354
0,264.06906,-1710.23,-1772.66,-2008.57,-1107.1,-2435.78,-1697.76,6154.58,270.24569,5104.9138
0,264.08203,-1703.84,-1767.98,-2002.31,-1100.94,-2430.73,-1692.46,6136.88,270.25866,5105.1732
0,264.10992,-1708.59,-1771.44,-2006.97,-1105.53,-2434.47,-1696.4,6150.03,270.28655,5105.731
0,264.11148,-1701.42,-1766.23,-1999.9,-1098.59,-2428.84,-1690.42,6130.16,270.28811,5105.7622
0,264.11365,-1705.38,-1769.16,-2003.71,-1102.36,-2432,-1693.63,6141.09,270.29028,5105.8056
0,264.11899,-1697.02,-1763.03,-1995.51,-1094.31,-2425.39,-1686.69,6117.92,270.29562,5105.9124
0,264.1449,-1706.71,-1770.1,-2005.07,-1103.68,-2433.01,-1694.79,6144.79,270.32153,5106.4306
0,264.15375,-1707.29,-1770.5,-2005.68,-1104.26,-2433.45,-1695.32,6146.42,270.33038,5106.6076
0,264.15515,-1699.05,-1764.51,-1997.55,-1096.29,-2426.98,-1688.42,6123.58,270.33178,5106.6356
0,264.15683,-1703.78,-1767.96,-2002.17,-1100.84,-2430.71,-1692.33,6136.66,270.33346,5106.6692
0,264.16669,-1709,-1771.74,-2007.38,-1105.93,-2434.79,-1696.75,6151.17,270.34332,5106.8664
0,264.16724,-1709.71,-1772.25,-2008.1,-1106.63,-2435.34,-1697.37,6153.15,270.34387,5106.8774
0,264.17236,-1704.55,-1768.49,-2003.01,-1101.62,-2431.29,-1693.05,6138.85,270.34899,5106.9798
0,264.18533,-1701.49,-1766.26,-2000,-1098.68,-2428.87,-1690.5,6130.36,270.36196,5107.2392
0,264.19919,-1701.34,-1766.18,-1999.78,-1098.49,-2428.79,-1690.3,6129.91,270.37582,5107.5164
0,264.20819,-1698.35,-1763.98,-1996.86,-1095.62,-2426.41,-1687.84,6121.62,270.38482,5107.6964
0,264.20856,-1706.82,-1770.17,-2005.18,-1103.79,-2433.09,-1694.89,6145.09,270.38519,5107.7038
0,264.24249,-1702.04,-1766.68,-2000.5,-1099.18,-2429.33,-1690.92,6131.87,270.41912,5108.3824
0,264.24875,-1702.28,-1766.86,-2000.7,-1099.39,-2429.53,-1691.09,6132.51,270.42538,5108.5076
0,264.25128,-1704.63,-1768.59,-2003,-1101.65,-2431.39,-1693.03,6139.02,270.42791,5108.5582
0,264.25339,-1709.86,-1772.37,-2008.23,-1106.77,-2435.46,-1697.48,6153.55,270.43002,5108.6004
0,264.28995,-1697.8,-1763.59,-1996.32,-1095.08,-2425.99,-1687.38,6120.11,270.46658,5109.3316
0,264.29138,-1702.28,-1766.91,-2000.6,-1099.33,-2429.58,-1690.99,6132.46,270.46801,5109.3602
0,264.29373,-1702.11,-1766.74,-2000.54,-1099.23,-2429.39,-1690.95,6132.04,270.47036,5109.4072
0,264.29773,-1709.39,-1772.03,-2007.75,-1106.3,-2435.1,-1697.07,6152.24,270.47436,5109.4872
0,264.33383,-1700.09,-1765.26,-1998.59,-1097.3,-2427.79,-1689.3,6126.47,270.51046,5110.2092
0,264.37103,-1700.21,-1765.36,-1998.64,-1097.38,-2427.9,-1689.34,6126.75,270.54766,5110.9532
0,264.37711,-1710.04,-1772.51,-2008.38,-1106.92,-2435.61,-1697.6,6154.03,270.55374,5111.0748
0,264.37878,-1705.54,-1769.17,-2004.07,-1102.64,-2432.02,-1693.96,6141.63,270.55541,5111.1082
0,264.37985,-1706.24,-1769.74,-2004.65,-1103.25,-2432.63,-1694.44,6143.52,270.55648,5111.1296
0,264.40762,-1702.34,-1766.86,-2000.86,-1099.52,-2429.52,-1691.23,6132.72,270.58425,5111.685
0,264.41428,-1704.68,-1768.63,-2003.05,-1101.7,-2431.43,-1693.08,6139.16,270.59091,5111.8182
0,264.43314,-1697.7,-1763.53,-1996.18,-1094.96,-2425.92,-1687.26,6119.8,270.60977,5112.1954
0,264.45129,-1704.6,-1768.55,-2002.97,-1101.63,-2431.35,-1693.01,6138.92,270.62792,5112.5584
0,264.4577,-1710.09,-1772.54,-2008.46,-1106.99,-2435.64,-1697.67,6154.19,270.63433,5112.6866
0,264.45773,-1699.91,-1765.13,-1998.42,-1097.13,-2427.65,-1689.16,6125.98,270.63436,5112.6872
0,264.4614,-1706.97,-1770.28,-2005.34,-1103.94,-2433.21,-1695.02,6145.52,270.63803,5112.7606
0,264.46313,-1696.94,-1762.98,-1995.45,-1094.24,-2425.33,-1686.64,6117.72,270.63976,5112.7952
0,264.46835,-1699.79,-1765.09,-1998.16,-1096.93,-2427.61,-1688.92,6125.56,270.64498,5112.8996
0,264.46906,-1710.06,-1772.52,-2008.39,-1106.94,-2435.62,-1697.61,6154.07,270.64569,5112.9138
0,264.47675,-1709.42,-1772.03,-2007.84,-1106.37,-2435.1,-1697.15,6152.36,270.65338,5113.0676
0,264.48749,-1698.05,-1763.77,-1996.56,-1095.32,-2426.19,-1687.59,6120.8,270.66412,5113.2824
0,264.48795,-1701.4,-1766.27,-1999.76,-1098.49,-2428.88,-1690.28,6130.04,270.66458,5113.2916
0,264.48932,-1708.36,-1771.29,-2006.73,-1105.3,-2434.3,-1696.2,6149.39,270.66595,5113.319
0,264.52612,-1709.41,-1772.04,-2007.79,-1106.32,-2435.11,-1697.1,6152.31,270.70275,5114.055
0,264.53445,-1708.39,-1771.27,-2006.82,-1105.36,-2434.29,-1696.29,6149.5,270.71108,5114.2216
0,264.53491,-1700.44,-1765.51,-1998.93,-1097.63,-2428.07,-1689.59,6127.44,270.71154,5114.2308
0,264.53595,-1702.38,-1766.95,-2000.76,-1099.46,-2429.62,-1691.13,6132.76,270.71258,5114.2516
0,264.5369,-1701.68,-1766.42,-2000.13,-1098.83,-2429.05,-1690.6,6130.86,270.71353,5114.2706
0,264.54346,-1707.62,-1770.74,-2005.99,-1104.57,-2433.71,-1695.57,6147.32,270.72009,5114.4018
0,264.54449,-1707.13,-1770.37,-2005.56,-1104.13,-2433.31,-1695.21,6146,270.72112,5114.4224
0,264.57159,-1702.93,-1767.29,-2001.47,-1100.1,-2429.99,-1691.75,6134.39,270.74822,5114.9644
0,264.61972,-1701.56,-1766.32,-2000.03,-1098.72,-2428.95,-1690.52,6130.54,270.79635,5115.927
0,264.63016,-1697.17,-1763.11,-1995.72,-1094.49,-2425.47,-1686.87,6118.36,270.80679,5116.1358
0,264.63037,-1709.8,-1772.34,-2008.12,-1106.68,-2435.43,-1697.38,6153.35,270.807,5116.14
0,264.6326,-1700.41,-1765.49,-1998.91,-1097.61,-2428.04,-1689.57,6127.36,270.80923,5116.1846
0,264.64087,-1707.49,-1770.65,-2005.86,-1104.45,-2433.61,-1695.46,6146.96,270.8175,5116.35
0,264.6492,-1702.52,-1767.03,-2000.98,-1099.65,-2429.7,-1691.33,6133.2,270.82583,5116.5166
0,264.65759,-1709.84,-1772.36,-2008.2,-1106.74,-2435.45,-1697.45,6153.49,270.83422,5116.6844
0,264.66876,-1710.2,-1772.6,-2008.59,-1107.11,-2435.72,-1697.79,6154.51,270.84539,5116.9078
0,264.66904,-1700.08,-1765.25,-1998.58,-1097.29,-2427.78,-1689.3,6126.44,270.84567,5116.9134
0,264.68271,-1702.75,-1767.23,-2001.11,-1099.81,-2429.92,-1691.43,6133.78,270.85934,5117.1868
0,264.68741,-1705.85,-1769.49,-2004.19,-1102.82,-2432.35,-1694.04,6142.39,270.86404,5117.2808
0,264.6991,-1704.27,-1768.29,-2002.73,-1101.36,-2431.06,-1692.81,6138.06,270.87573,5117.5146
0,264.70047,-1700.37,-1765.43,-1998.9,-1097.6,-2427.98,-1689.57,6127.25,270.8771,5117.542
0,264.70416,-1700,-1765.2,-1998.45,-1097.18,-2427.73,-1689.17,6126.18,270.88079,5117.6158
0,264.71524,-1702.55,-1767.09,-2000.92,-1099.62,-2429.76,-1691.26,6133.23,270.89187,5117.8374
0,264.72794,-1700.96,-1765.89,-1999.43,-1098.13,-2428.47,-1690.01,6128.86,270.90457,5118.0914
0,264.75787,-1708.15,-1771.13,-2006.52,-1105.09,-2434.13,-1696.02,6148.8,270.9345,5118.69
0,264.75818,-1707.68,-1770.77,-2006.11,-1104.67,-2433.74,-1695.68,6147.53,270.93481,5118.6962
0,264.76108,-1704.95,-1768.77,-2003.44,-1102.04,-2431.58,-1693.42,6139.97,270.93771,5118.7542
0,264.76123,-1704.7,-1768.61,-2003.13,-1101.76,-2431.41,-1693.15,6139.24,270.93786,5118.7572
0,264.76532,-1710.06,-1772.51,-2008.43,-1106.96,-2435.62,-1697.64,6154.11,270.94195,5118.839
0,264.76715,-1707.45,-1770.58,-2005.93,-1104.47,-2433.54,-1695.53,6146.92,270.94378,5118.8756
0,264.77585,-1709.95,-1772.45,-2008.3,-1106.83,-2435.55,-1697.53,6153.8,270.95248,5119.0496
0,264.78842,-1701.58,-1766.34,-2000.07,-1098.75,-2428.96,-1690.56,6130.61,270.96505,5119.301
0,264.78848,-1698.27,-1763.92,-1996.79,-1095.54,-2426.34,-1687.78,6121.4,270.96511,5119.3022
0,264.80203,-1706.72,-1770.1,-2005.09,-1103.69,-2433.02,-1694.8,6144.83,270.97866,5119.5732
0,264.8056,-1702.4,-1766.9,-2000.93,-1099.58,-2429.57,-1691.3,6132.9,270.98223,5119.6446
0,264.8186,-1701.19,-1766.06,-1999.65,-1098.35,-2428.65,-1690.2,6129.49,270.99523,5119.9046
0,264.82025,-1708.02,-1771.03,-2006.38,-1104.96,-2434.02,-1695.91,6148.42,270.99688,5119.9376
0,264.84494,-1709.35,-1772,-2007.72,-1106.26,-2435.07,-1697.05,6152.14,271.02157,5120.4314
0,264.8479,-1700.79,-1765.77,-1999.28,-1097.98,-2428.35,-1689.89,6128.42,271.02453,5120.4906
0,264.8588,-1707.09,-1770.36,-2005.46,-1104.06,-2433.3,-1695.13,6145.85,271.03543,5120.7086
0,264.88025,-1697.16,-1763.13,-1995.67,-1094.45,-2425.5,-1686.82,6118.33,271.05688,5121.1376
0,264.88138,-1705.07,-1768.9,-2003.44,-1102.09,-2431.72,-1693.41,6140.23,271.05801,5121.1602
0,264.88565,-1704.03,-1768.12,-2002.48,-1101.12,-2430.89,-1692.6,6137.4,271.06228,5121.2456
0,264.88693,-1701.75,-1766.45,-2000.24,-1098.91,-2429.08,-1690.7,6131.07,271.06356,5121.2712
0,264.90158,-1698.18,-1763.85,-1996.71,-1095.47,-2426.27,-1687.71,6121.16,271.07821,5121.5642
0,264.91214,-1698.64,-1764.23,-1997.07,-1095.85,-2426.68,-1688.01,6122.39,271.08877,5121.7754
0,264.92822,-1706.97,-1770.28,-2005.33,-1103.94,-2433.21,-1695.01,6145.51,271.10485,5122.097
0,264.97934,-1709.28,-1771.96,-2007.63,-1106.18,-2435.02,-1696.96,6151.93,271.15597,5123.1194
0,264.99451,-1696.9,-1762.94,-1995.42,-1094.21,-2425.29,-1686.62,6117.61,271.17114,5123.4228
0,265.00119,-1702.73,-1767.2,-2001.13,-1099.82,-2429.89,-1691.44,6133.75,271.17782,5123.5564
0,265.01236,-1699.22,-1764.6,-1997.74,-1096.47,-2427.09,-1688.58,6124.05,271.18899,5123.7798
0,265.02805,-1706.89,-1770.22,-2005.26,-1103.86,-2433.14,-1694.95,6145.29,271.20468,5124.0936
0,265.02933,-1701.86,-1766.55,-2000.32,-1099.01,-2429.19,-1690.77,6131.37,271.20596,5124.1192
0,265.03052,-1699.94,-1765.14,-1998.42,-1097.15,-2427.67,-1689.16,6126.03,271.20715,5124.143
0,265.03113,-1704.17,-1768.28,-2002.49,-1101.17,-2431.05,-1692.59,6137.71,271.20776,5124.1552
0,265.03568,-1706.45,-1769.91,-2004.8,-1103.42,-2432.81,-1694.56,6144.06,271.21231,5124.2462
0,265.05554,-1705.59,-1769.25,-2004.03,-1102.63,-2432.1,-1693.91,6141.72,271.23217,5124.6434
0,265.05621,-1701.03,-1765.95,-1999.5,-1098.2,-2428.54,-1690.07,6129.07,271.23284,5124.6568
0,265.07916,-1709.69,-1772.25,-2008.04,-1106.59,-2435.34,-1697.32,6153.07,271.25579,5125.1158
0,265.10287,-1702.03,-1766.67,-2000.51,-1099.18,-2429.32,-1690.93,6131.86,271.2795,5125.59
0,265.11606,-1704.63,-1768.59,-2002.99,-1101.64,-2431.39,-1693.02,6139.01,271.29269,5125.8538
0,265.16299,-1697.53,-1763.4,-1996.01,-1094.8,-2425.79,-1687.11,6119.33,271.33962,5126.7924
0,265.16492,-1701.24,-1766.15,-1999.58,-1098.32,-2428.75,-1690.13,6129.57,271.34155,5126.831
0,265.18488,-1704.4,-1768.44,-2002.74,-1101.41,-2431.22,-1692.81,6138.36,271.36151,5127.2302
0,265.20154,-1700.56,-1765.57,-1999.09,-1097.78,-2428.14,-1689.73,6127.79,271.37817,5127.5634
0,265.20352,-1699.29,-1764.68,-1997.76,-1096.51,-2427.17,-1688.6,6124.22,271.38015,5127.603
0,265.20761,-1703.47,-1767.77,-2001.8,-1100.49,-2430.51,-1692.01,6135.78,271.38424,5127.6848
0,278.85324,-1685.16,-1754.46,-1983.63,-1082.77,-2416.08,-1676.62,6084.87,285.02987,5400.5974
0,278.85361,-1684.56,-1754.03,-1983.02,-1082.19,-2415.61,-1676.1,6083.19,285.03024,5400.6048
0,278.8923,-1688.28,-1756.77,-1986.64,-1085.73,-2418.58,-1679.15,6093.5,285.06893,5401.3786
0,278.89294,-1686.3,-1755.27,-1984.8,-1083.9,-2416.96,-1677.6,6088.06,285.06957,5401.3914
0,278.90329,-1682.31,-1752.36,-1980.85,-1080.06,-2413.8,-1674.27,6076.96,285.07992,5401.5984
0,278.90491,-1688.02,-1756.54,-1986.43,-1085.51,-2418.34,-1678.98,6092.79,285.08154,5401.6308
0,278.92126,-1683.14,-1752.99,-1981.61,-1080.82,-2414.48,-1674.91,6079.23,285.09789,5401.9578
0,278.93149,-1688.94,-1757.21,-1987.35,-1086.4,-2419.07,-1679.75,6095.36,285.10812,5402.1624
0,278.93454,-1689.91,-1757.91,-1988.33,-1087.35,-2419.83,-1680.59,6098.07,285.11117,5402.2234
0,278.93524,-1691.41,-1759.01,-1989.82,-1088.8,-2421.02,-1681.85,6102.25,285.11187,5402.2374
0,278.98593,-1688.81,-1757.08,-1987.32,-1086.34,-2418.93,-1679.75,6095.06,285.16256,5403.2512
0,278.98679,-1690.24,-1758.16,-1988.66,-1087.67,-2420.1,-1680.87,6099,285.16342,5403.2684
0,278.98895,-1685.31,-1754.56,-1983.79,-1082.92,-2416.19,-1676.75,6085.29,285.16558,5403.3116
0,278.996,-1691.11,-1758.78,-1989.52,-1088.51,-2420.77,-1681.6,6101.4,285.17263,5403.4526
0,279.01178,-1686.38,-1755.34,-1984.86,-1083.96,-2417.04,-1677.66,6088.28,285.18841,5403.7682
0,279.02148,-1691.15,-1758.81,-1989.57,-1088.56,-2420.81,-1681.64,6101.53,285.19811,5403.9622
0,279.02164,-1687.28,-1755.96,-1985.82,-1084.88,-2417.71,-1678.48,6090.81,285.19827,5403.9654
0,279.04929,-1692.58,-1759.85,-1990.99,-1089.94,-2421.93,-1682.84,6105.5,285.22592,5404.5184
0,279.04947,-1686.02,-1755.07,-1984.51,-1083.62,-2416.75,-1677.36,6087.28,285.2261,5404.522
0,279.07175,-1694.35,-1761.14,-1992.74,-1091.65,-2423.32,-1684.32,6110.41,285.24838,5404.9676
0,279.08279,-1681.78,-1751.99,-1980.3,-1079.53,-2413.4,-1673.81,6075.48,285.25942,5405.1884
0,279.11108,-1686.33,-1755.36,-1984.67,-1083.82,-2417.05,-1677.48,6088.05,285.28771,5405.7542
0,279.11267,-1691.1,-1758.78,-1989.52,-1088.51,-2420.77,-1681.6,6101.39,285.2893,5405.786
0,279.11508,-1691.99,-1759.42,-1990.41,-1089.38,-2421.47,-1682.36,6103.87,285.29171,5405.8342
0,279.12018,-1685.93,-1755.01,-1984.42,-1083.53,-2416.68,-1677.29,6087.03,285.29681,5405.9362
0,279.14572,-1694.7,-1761.39,-1993.09,-1091.99,-2423.6,-1684.62,6111.39,285.32235,5406.447
0,279.15479,-1682.66,-1752.63,-1981.18,-1080.38,-2414.09,-1674.55,6077.93,285.33142,5406.6284
0,279.15585,-1688.25,-1756.71,-1986.66,-1085.73,-2418.52,-1679.17,6093.43,285.33248,5406.6496
0,279.15732,-1686.32,-1755.28,-1984.81,-1083.92,-2416.98,-1677.62,6088.11,285.33395,5406.679
0,279.16794,-1682.19,-1752.27,-1980.74,-1079.95,-2413.7,-1674.18,6076.63,285.34457,5406.8914
0,279.16806,-1688.38,-1756.81,-1986.79,-1085.86,-2418.63,-1679.28,6093.8,285.34469,5406.8938
0,279.17383,-1693.4,-1760.44,-1991.81,-1090.74,-2422.57,-1683.54,6107.78,285.35046,5407.0092
0,279.1861,-1689.28,-1757.4,-1987.83,-1086.82,-2419.28,-1680.18,6096.39,285.36273,5407.2546
0,279.20062,-1682.23,-1752.33,-1980.72,-1079.94,-2413.76,-1674.15,6076.71,285.37725,5407.545
0,279.20981,-1689.08,-1757.31,-1987.48,-1086.54,-2419.18,-1679.87,6095.74,285.38644,5407.7288
0,279.20984,-1686.76,-1755.6,-1985.26,-1084.35,-2417.32,-1678,6089.34,285.38647,5407.7294
0,279.24365,-1689.94,-1757.96,-1988.31,-1087.35,-2419.88,-1680.57,6098.13,285.42028,5408.4056
0,279.25342,-1687.35,-1756.02,-1985.86,-1084.93,-2417.78,-1678.51,6090.99,285.43005,5408.601
0,279.25433,-1689.1,-1757.33,-1987.51,-1086.56,-2419.2,-1679.89,6095.81,285.43096,5408.6192
0,279.25583,-1689.64,-1757.71,-1988.07,-1087.09,-2419.61,-1680.37,6097.32,285.43246,5408.6492
0,279.29117,-1694.02,-1760.93,-1992.35,-1091.29,-2423.1,-1683.99,6109.47,285.4678,5409.356
0,279.29227,-1694.33,-1761.11,-1992.76,-1091.66,-2423.3,-1684.35,6110.39,285.4689,5409.378
