hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar), P3 (kW), Q3 (kvar),No Load Scheduling,t(sec),t(sec)
0,414.5957,-1529.05,-1397.03,-1685.48,-884.089,-2051.5,-1275.74,5266.03,420.77233,8115.4466
0,414.60269,-1530.35,-1398.07,-1686.81,-885.221,-2052.74,-1276.85,5269.9,420.77932,8115.5864
0,414.60788,-1535.84,-1402.57,-1692.75,-890.099,-2058.13,-1281.92,5286.72,420.78451,8115.6902
0,414.62115,-1528.55,-1396.62,-1684.94,-883.644,-2051.01,-1275.27,5264.5,420.79778,8115.9556
0,414.62177,-1530.8,-1398.44,-1687.28,-885.619,-2053.17,-1277.25,5271.25,420.7984,8115.968
0,414.6348,-1536.17,-1402.84,-1693.1,-890.392,-2058.45,-1282.23,5287.72,420.81143,8116.2286
0,414.65079,-1529.38,-1397.3,-1685.83,-884.382,-2051.82,-1276.04,5267.03,420.82742,8116.5484
0,414.65222,-1538.67,-1404.88,-1695.78,-892.601,-2060.89,-1284.51,5295.34,420.82885,8116.577
0,414.6528,-1529.26,-1397.2,-1685.72,-884.278,-2051.71,-1275.94,5266.69,420.82943,8116.5886
0,414.65927,-1532.25,-1399.63,-1688.83,-886.901,-2054.59,-1278.56,5275.67,420.8359,8116.718
0,414.66107,-1527.69,-1395.93,-1684.09,-882.909,-2050.2,-1274.57,5261.98,420.8377,8116.754
0,414.66183,-1537.45,-1403.89,-1694.46,-891.522,-2059.69,-1283.38,5291.6,420.83846,8116.7692
0,414.66821,-1527.36,-1395.65,-1683.67,-882.595,-2049.85,-1274.2,5260.88,420.84484,8116.8968
0,414.6691,-1527.09,-1395.42,-1683.33,-882.347,-2049.56,-1273.9,5259.98,420.84573,8116.9146
0,414.69254,-1535.85,-1402.57,-1692.74,-890.101,-2058.12,-1281.91,5286.71,420.86917,8117.3834
0,414.6926,-1536.48,-1403.1,-1693.45,-890.666,-2058.76,-1282.53,5288.69,420.86923,8117.3846
0,414.69507,-1532.31,-1399.71,-1689.07,-887.002,-2054.73,-1278.82,5276.11,420.8717,8117.434
0,414.70291,-1538.23,-1404.53,-1695.32,-892.216,-2060.47,-1284.12,5294.02,420.87954,8117.5908
0,414.7114,-1538.3,-1404.59,-1695.43,-892.286,-2060.55,-1284.22,5294.28,420.88803,8117.7606
0,414.71191,-1536.47,-1403.11,-1693.51,-890.678,-2058.78,-1282.59,5288.76,420.88854,8117.7708
0,414.71344,-1538.22,-1404.52,-1695.3,-892.204,-2060.46,-1284.1,5293.98,420.89007,8117.8014
0,414.72729,-1532.82,-1400.11,-1689.54,-887.428,-2055.19,-1279.2,5277.55,420.90392,8118.0784
0,414.74152,-1538.86,-1405.05,-1696.01,-892.779,-2061.09,-1284.71,5295.96,420.91815,8118.363
0,414.77393,-1536.56,-1403.18,-1693.61,-890.759,-2058.87,-1282.68,5289.04,420.95056,8119.0112
0,414.77496,-1532.01,-1399.47,-1688.75,-886.735,-2054.44,-1278.55,5275.2,420.95159,8119.0318
0,414.78046,-1526.14,-1394.65,-1682.33,-881.513,-2048.65,-1273.05,5257.12,420.95709,8119.1418
0,414.78357,-1526.65,-1395.06,-1682.84,-881.952,-2049.12,-1273.47,5258.61,420.9602,8119.204
0,414.78891,-1528.74,-1396.75,-1685.05,-883.792,-2051.15,-1275.35,5264.94,420.96554,8119.3108
0,414.7916,-1529.43,-1397.33,-1685.84,-884.416,-2051.85,-1276.03,5267.12,420.96823,8119.3646
0,414.79901,-1530.22,-1397.97,-1686.68,-885.11,-2052.61,-1276.75,5269.51,420.97564,8119.5128
0,414.80682,-1539.54,-1405.6,-1696.72,-893.379,-2061.74,-1285.31,5298,420.98345,8119.669
0,414.80737,-1529.74,-1397.6,-1686.24,-884.705,-2052.18,-1276.39,5268.16,420.984,8119.68
0,414.82181,-1527.49,-1395.76,-1683.82,-882.716,-2049.98,-1274.32,5261.29,420.99844,8119.9688
0,414.82361,-1530.95,-1398.55,-1687.4,-885.739,-2053.3,-1277.35,5271.65,421.00024,8120.0048
0,414.83273,-1528.76,-1396.8,-1685.18,-883.84,-2051.22,-1275.49,5265.16,421.00936,8120.1872
0,414.83307,-1531.98,-1399.4,-1688.52,-886.656,-2054.32,-1278.3,5274.82,421.0097,8120.194
0,414.86295,-1528.59,-1396.66,-1685.03,-883.697,-2051.07,-1275.36,5264.69,421.03958,8120.7916
0,414.86432,-1539.17,-1405.29,-1696.31,-893.041,-2061.37,-1284.96,5296.85,421.04095,8120.819
0,414.8718,-1538.5,-1404.76,-1695.66,-892.467,-2060.75,-1284.43,5294.91,421.04843,8120.9686
0,414.89343,-1537.87,-1404.25,-1694.98,-891.909,-2060.14,-1283.85,5292.99,421.07006,8121.4012
0,414.8956,-1527.9,-1396.1,-1684.26,-883.078,-2050.38,-1274.7,5262.54,421.07223,8121.4446
0,414.89789,-1534.97,-1401.85,-1691.79,-889.318,-2057.26,-1281.1,5284.02,421.07452,8121.4904
0,414.89926,-1534.92,-1401.82,-1691.78,-889.286,-2057.24,-1281.1,5283.94,421.07589,8121.5178
0,414.91922,-1531.07,-1398.7,-1687.72,-885.901,-2053.51,-1277.67,5272.3,421.09585,8121.917
0,414.93445,-1536.27,-1402.92,-1693.21,-890.478,-2058.55,-1282.32,5288.03,421.11108,8122.2216
0,414.95413,-1532.72,-1400.05,-1689.5,-887.361,-2055.12,-1279.18,5277.34,421.13076,8122.6152
0,414.99344,-1526.07,-1394.59,-1682.25,-881.446,-2048.57,-1272.99,5256.89,421.17007,8123.4014
0,415.00894,-1533.3,-1400.49,-1689.99,-887.843,-2055.63,-1279.57,5278.92,421.18557,8123.7114
0,415.01373,-1531.25,-1398.83,-1687.87,-886.048,-2053.66,-1277.78,5272.78,421.19036,8123.8072
0,415.02847,-1528.39,-1396.49,-1684.8,-883.513,-2050.86,-1275.16,5264.05,421.2051,8124.102
0,415.04483,-1530.86,-1398.49,-1687.34,-885.669,-2053.23,-1277.29,5271.43,421.22146,8124.4292
0,415.04871,-1538.8,-1405,-1695.93,-892.724,-2061.02,-1284.64,5295.75,421.22534,8124.5068
0,415.06107,-1527.42,-1395.7,-1683.74,-882.65,-2049.91,-1274.26,5261.07,421.2377,8124.754
0,415.06555,-1538.9,-1405.07,-1696.01,-892.805,-2061.11,-1284.71,5296.02,421.24218,8124.8436
0,415.06943,-1532.03,-1399.47,-1688.69,-886.728,-2054.42,-1278.48,5275.14,421.24606,8124.9212
0,415.07388,-1530.82,-1398.48,-1687.38,-885.658,-2053.23,-1277.36,5271.43,421.25051,8125.0102
0,415.07941,-1536.16,-1402.84,-1693.09,-890.382,-2058.44,-1282.22,5287.69,421.25604,8125.1208
0,415.09647,-1538.27,-1404.56,-1695.35,-892.249,-2060.5,-1284.14,5294.12,421.2731,8125.462
0,415.11996,-1529.81,-1397.65,-1686.31,-884.764,-2052.25,-1276.45,5268.37,421.29659,8125.9318
0,415.16293,-1531.05,-1398.65,-1687.57,-885.849,-2053.43,-1277.51,5272.05,421.33956,8126.7912
0,415.17297,-1527.36,-1395.66,-1683.71,-882.611,-2049.87,-1274.24,5260.94,421.3496,8126.992
0,415.17578,-1534.24,-1401.25,-1691,-888.67,-2056.55,-1280.43,5281.79,421.35241,8127.0482
0,415.19965,-1528.17,-1396.31,-1684.53,-883.312,-2050.64,-1274.92,5263.34,421.37628,8127.5256
0,415.22073,-1537.67,-1404.06,-1694.7,-891.714,-2059.91,-1283.58,5292.28,421.39736,8127.9472
0,415.22342,-1527.09,-1395.43,-1683.39,-882.361,-2049.59,-1273.96,5260.07,421.40005,8128.001
0,415.23273,-1528.56,-1396.61,-1684.88,-883.637,-2050.98,-1275.2,5264.42,421.40936,8128.1872
0,428.86618,-1518.58,-1388.48,-1674.18,-874.826,-2041.23,-1266.12,5233.99,435.04281,8400.8562
0,428.86618,-1524.05,-1392.92,-1680.01,-879.646,-2046.56,-1271.05,5250.62,435.04281,8400.8562
0,428.92075,-1521.71,-1391.03,-1677.57,-877.595,-2044.3,-1269,5243.58,435.09738,8401.9476
0,428.92081,-1516.66,-1386.9,-1672.08,-873.121,-2039.33,-1264.32,5228.07,435.09744,8401.9488
0,428.92194,-1523.9,-1392.8,-1679.84,-879.514,-2046.41,-1270.91,5250.15,435.09857,8401.9714
0,428.92484,-1521.72,-1391.04,-1677.57,-877.602,-2044.31,-1269,5243.6,435.10147,8402.0294
0,428.93704,-1521.75,-1391.05,-1677.56,-877.619,-2044.32,-1268.97,5243.63,435.11367,8402.2734
0,428.94644,-1515.62,-1386.06,-1670.96,-872.206,-2038.32,-1263.38,5224.9,435.12307,8402.4614
0,428.94867,-1514.87,-1385.45,-1670.14,-871.544,-2037.58,-1262.67,5222.59,435.1253,8402.506
0,428.94913,-1516.62,-1386.86,-1671.97,-873.07,-2039.26,-1264.21,5227.85,435.12576,8402.5152
0,429.00424,-1520.73,-1390.2,-1676.35,-876.69,-2043.27,-1267.92,5240.35,435.18087,8403.6174
0,429.005,-1522.81,-1391.91,-1678.64,-878.54,-2045.33,-1269.89,5246.78,435.18163,8403.6326
0,429.00562,-1516.39,-1386.69,-1671.8,-872.89,-2039.08,-1264.09,5227.27,435.18225,8403.645
0,429.00644,-1513.81,-1384.59,-1669.04,-870.617,-2036.55,-1261.75,5219.4,435.18307,8403.6614
0,429.02557,-1514.48,-1385.12,-1669.69,-871.189,-2037.18,-1262.28,5221.35,435.2022,8404.044
0,429.04056,-1522.95,-1392.02,-1678.8,-878.664,-2045.46,-1270.02,5247.21,435.21719,8404.3438
0,429.04077,-1518.17,-1388.16,-1673.81,-874.485,-2040.86,-1265.81,5232.84,435.2174,8404.348
0,429.0672,-1511.83,-1382.98,-1666.88,-868.866,-2034.6,-1259.9,5213.31,435.24383,8404.8766
0,429.06732,-1524.12,-1392.97,-1680.05,-879.698,-2046.61,-1271.08,5250.78,435.24395,8404.879
0,429.08551,-1522.14,-1391.38,-1678.03,-877.977,-2044.72,-1269.39,5244.89,435.26214,8405.2428
0,429.09808,-1519.82,-1389.49,-1675.53,-875.926,-2042.45,-1267.26,5237.8,435.27471,8405.4942
0,429.12149,-1515.39,-1385.89,-1670.8,-872.031,-2038.13,-1263.26,5224.32,435.29812,8405.9624
0,429.12344,-1516.82,-1387.02,-1672.19,-873.248,-2039.46,-1264.4,5228.47,435.30007,8406.0014
0,429.13196,-1514.5,-1385.15,-1669.78,-871.226,-2037.23,-1262.37,5221.51,435.30859,8406.1718
0,429.13315,-1517.27,-1387.38,-1672.65,-873.637,-2039.89,-1264.78,5229.81,435.30978,8406.1956
0,429.16046,-1518.08,-1388.05,-1673.57,-874.368,-2040.71,-1265.58,5232.36,435.33709,8406.7418
0,429.16562,-1522.66,-1391.77,-1678.43,-878.395,-2045.16,-1269.69,5246.25,435.34225,8406.845
0,429.1673,-1514.53,-1385.17,-1669.8,-871.246,-2037.25,-1262.39,5221.58,435.34393,8406.8786
0,429.16846,-1517.1,-1387.24,-1672.47,-873.489,-2039.72,-1264.63,5229.29,435.34509,8406.9018
0,429.19022,-1516.51,-1386.78,-1671.9,-872.985,-2039.18,-1264.17,5227.59,435.36685,8407.337
0,429.19867,-1513.77,-1384.56,-1669.01,-870.587,-2036.52,-1261.72,5219.3,435.3753,8407.506
0,429.2002,-1519.35,-1389.08,-1674.93,-875.487,-2041.94,-1266.73,5236.22,435.37683,8407.5366
0,429.20663,-1511.74,-1382.9,-1666.79,-868.788,-2034.52,-1259.83,5213.05,435.38326,8407.6652
0,429.21582,-1513.18,-1384.06,-1668.26,-870.038,-2035.89,-1261.06,5217.33,435.39245,8407.849
0,429.2211,-1522.02,-1391.26,-1677.79,-877.842,-2044.55,-1269.16,5244.36,435.39773,8407.9546
0,429.22113,-1513.06,-1383.98,-1668.21,-869.949,-2035.81,-1261.04,5217.08,435.39776,8407.9552
0,429.25284,-1521.22,-1390.6,-1676.93,-877.134,-2043.77,-1268.43,5241.92,435.42947,8408.5894
0,429.26718,-1515.01,-1385.57,-1670.31,-871.673,-2037.73,-1262.82,5223.05,435.44381,8408.8762
0,429.26825,-1520.03,-1389.64,-1675.67,-876.088,-2042.61,-1267.36,5238.31,435.44488,8408.8976
0,429.26828,-1512.36,-1383.41,-1667.45,-869.331,-2035.12,-1260.39,5214.93,435.44491,8408.8982
0,429.31155,-1514.53,-1385.16,-1669.71,-871.227,-2037.21,-1262.28,5221.45,435.48818,8409.7636
0,429.31403,-1511.52,-1382.72,-1666.57,-868.598,-2034.31,-1259.65,5212.4,435.49066,8409.8132
0,429.31476,-1519.11,-1388.89,-1674.67,-875.278,-2041.71,-1266.5,5235.49,435.49139,8409.8278
0,429.31567,-1520.51,-1390.03,-1676.18,-876.511,-2043.08,-1267.79,5239.77,435.4923,8409.846
0,429.34976,-1513.32,-1384.19,-1668.49,-870.179,-2036.07,-1261.27,5217.88,435.52639,8410.5278
0,429.38278,-1523.53,-1392.49,-1679.42,-879.177,-2046.03,-1270.54,5248.98,435.55941,8411.1882
0,429.41751,-1521.75,-1391.06,-1677.59,-877.626,-2044.33,-1269.02,5243.67,435.59414,8411.8828
0,429.43381,-1514.01,-1384.76,-1669.24,-870.792,-2036.75,-1261.91,5220,435.61044,8412.2088
0,429.43735,-1518.18,-1388.12,-1673.59,-874.433,-2040.77,-1265.58,5232.54,435.61398,8412.2796
0,429.43787,-1520.87,-1390.32,-1676.53,-876.817,-2043.42,-1268.08,5240.82,435.6145,8412.29
0,429.43848,-1511.37,-1382.6,-1666.39,-868.46,-2034.16,-1259.5,5211.92,435.61511,8412.3022
0,429.44849,-1513.36,-1384.2,-1668.44,-870.19,-2036.06,-1261.21,5217.86,435.62512,8412.5024
0,429.46552,-1520.64,-1390.14,-1676.32,-876.63,-2043.21,-1267.91,5240.17,435.64215,8412.843
0,429.47528,-1512.51,-1383.53,-1667.62,-869.467,-2035.28,-1260.54,5215.41,435.65191,8413.0382
0,429.47568,-1524.51,-1393.29,-1680.47,-880.046,-2046.99,-1271.44,5251.97,435.65231,8413.0462
0,429.47589,-1512.57,-1383.59,-1667.71,-869.527,-2035.35,-1260.62,5215.63,435.65252,8413.0504
0,429.47678,-1520.39,-1389.93,-1676.04,-876.401,-2042.96,-1267.67,5239.39,435.65341,8413.0682
0,429.47971,-1524.19,-1393.02,-1680.09,-879.75,-2046.67,-1271.11,5250.95,435.65634,8413.1268
0,429.48285,-1524.51,-1393.31,-1680.53,-880.059,-2047.02,-1271.5,5252.06,435.65948,8413.1896
0,429.50912,-1516.75,-1386.99,-1672.2,-873.209,-2039.43,-1264.43,5228.38,435.68575,8413.715
0,429.50925,-1523.95,-1392.83,-1679.89,-879.55,-2046.45,-1270.95,5250.29,435.68588,8413.7176
0,429.51166,-1511.23,-1382.5,-1666.26,-868.344,-2034.03,-1259.39,5211.52,435.68829,8413.7658
0,429.513,-1519.16,-1388.93,-1674.71,-875.315,-2041.75,-1266.54,5235.62,435.68963,8413.7926
0,429.54114,-1511.51,-1382.72,-1666.54,-868.586,-2034.29,-1259.62,5212.34,435.71777,8414.3554
0,429.59686,-1512.24,-1383.29,-1667.26,-869.21,-2034.98,-1260.22,5214.48,435.77349,8415.4698
0,429.60376,-1523.92,-1392.81,-1679.83,-879.522,-2046.41,-1270.89,5250.16,435.78039,8415.6078
0,429.60919,-1523.31,-1392.33,-1679.25,-879.002,-2045.85,-1270.42,5248.41,435.78582,8415.7164
0,429.62219,-1519.98,-1389.63,-1675.73,-876.076,-2042.62,-1267.44,5238.33,435.79882,8415.9764
0,429.62411,-1511.12,-1382.4,-1666.13,-868.242,-2033.91,-1259.27,5211.16,435.80074,8416.0148
0,429.63583,-1516.41,-1386.68,-1671.75,-872.887,-2039.06,-1264.03,5227.22,435.81246,8416.2492
0,429.65149,-1516.7,-1386.93,-1672.09,-873.151,-2039.36,-1264.32,5228.15,435.82812,8416.5624
0,429.65292,-1523.07,-1392.12,-1678.94,-878.776,-2045.59,-1270.15,5247.6,435.82955,8416.591
0,429.65353,-1519.93,-1389.58,-1675.66,-876.027,-2042.56,-1267.38,5238.15,435.83016,8416.6032
0,429.65967,-1511.02,-1382.32,-1666.01,-868.15,-2033.81,-1259.17,5210.84,435.8363,8416.726
0,429.66388,-1513.44,-1384.26,-1668.52,-870.259,-2036.13,-1261.27,5218.09,435.84051,8416.8102
0,429.66406,-1514.13,-1384.83,-1669.3,-870.878,-2036.83,-1261.95,5220.26,435.84069,8416.8138
0,429.67007,-1516.52,-1386.77,-1671.85,-872.981,-2039.16,-1264.1,5227.53,435.8467,8416.934
0,429.67007,-1522.66,-1391.79,-1678.5,-878.415,-2045.19,-1269.77,5246.35,435.8467,8416.934
0,429.69788,-1513.25,-1384.14,-1668.43,-870.125,-2036.01,-1261.23,5217.69,435.87451,8417.4902
0,429.70175,-1511.17,-1382.44,-1666.18,-868.283,-2033.96,-1259.31,5211.31,435.87838,8417.5676
0,429.70718,-1520.94,-1390.38,-1676.63,-876.892,-2043.5,-1268.17,5241.07,435.88381,8417.6762
0,429.7114,-1518.05,-1388.05,-1673.62,-874.362,-2040.71,-1265.65,5232.38,435.88803,8417.7606
0,429.71384,-1523.45,-1392.43,-1679.36,-879.115,-2045.97,-1270.5,5248.78,435.89047,8417.8094
0,429.71393,-1523.06,-1392.13,-1678.98,-878.78,-2045.61,-1270.19,5247.65,435.89056,8417.8112
0,429.71561,-1523.3,-1392.32,-1679.22,-878.988,-2045.84,-1270.39,5248.36,435.89224,8417.8448
0,429.72864,-1520.39,-1389.96,-1676.16,-876.432,-2043.01,-1267.8,5239.56,435.90527,8418.1054
0,429.74887,-1520.92,-1390.37,-1676.65,-876.882,-2043.5,-1268.2,5241.07,435.9255,8418.51
0,429.77484,-1517.72,-1387.78,-1673.28,-874.075,-2040.4,-1265.35,5231.4,435.95147,8419.0294
0,429.776,-1518.54,-1388.43,-1674.07,-874.775,-2041.16,-1266,5233.77,435.95263,8419.0526
0,429.78131,-1515.22,-1385.75,-1670.59,-871.871,-2037.95,-1263.07,5223.76,435.95794,8419.1588
0,429.78442,-1519.64,-1389.31,-1675.17,-875.724,-2042.2,-1266.91,5237.01,435.96105,8419.221
0,429.79074,-1517.07,-1387.25,-1672.56,-873.497,-2039.75,-1264.74,5229.38,435.96737,8419.3474
0,429.80228,-1514.35,-1385.03,-1669.63,-871.097,-2037.09,-1262.25,5221.07,435.97891,8419.5782
0,429.80273,-1519.1,-1388.86,-1674.57,-875.24,-2041.66,-1266.4,5235.33,435.97936,8419.5872
0,429.80844,-1518.93,-1388.75,-1674.51,-875.128,-2041.55,-1266.38,5234.99,435.98507,8419.7014
0,429.80875,-1521.01,-1390.44,-1676.71,-876.953,-2043.57,-1268.24,5241.29,435.98538,8419.7076
0,429.8226,-1515.81,-1386.22,-1671.17,-872.377,-2038.51,-1263.55,5225.49,435.99923,8419.9846
0,429.82416,-1516.02,-1386.38,-1671.36,-872.552,-2038.69,-1263.7,5226.07,436.00079,8420.0158
0,429.8338,-1512.86,-1383.82,-1668.03,-869.787,-2035.63,-1260.89,5216.52,436.01043,8420.2086
0,429.83472,-1512,-1383.11,-1667.05,-869.012,-2034.76,-1260.04,5213.81,436.01135,8420.227
0,429.86383,-1523.21,-1392.22,-1679.06,-878.89,-2045.71,-1270.24,5247.98,436.04046,8420.8092
0,429.8652,-1521.37,-1390.75,-1677.19,-877.295,-2043.96,-1268.67,5242.52,436.04183,8420.8366
0,429.87485,-1522.49,-1391.66,-1678.33,-878.268,-2045.03,-1269.63,5245.85,436.05148,8421.0296
0,429.89459,-1512.12,-1383.22,-1667.22,-869.128,-2034.9,-1260.19,5214.24,436.07122,8421.4244
0,429.89633,-1513.57,-1384.38,-1668.69,-870.382,-2036.28,-1261.42,5218.54,436.07296,8421.4592
0,429.89899,-1518.76,-1388.6,-1674.29,-874.963,-2041.36,-1266.19,5234.41,436.07562,8421.5124
0,429.90048,-1520.63,-1390.13,-1676.3,-876.613,-2043.19,-1267.89,5240.12,436.07711,8421.5422
0,429.92148,-1519.58,-1389.29,-1675.24,-875.705,-2042.2,-1267,5237.02,436.09811,8421.9622
0,429.94049,-1512.76,-1383.74,-1667.89,-869.689,-2035.52,-1260.76,5216.17,436.11712,8422.3424
0,429.95868,-1515.62,-1386.04,-1670.86,-872.179,-2038.27,-1263.26,5224.75,436.13531,8422.7062
0,429.99579,-1518.29,-1388.21,-1673.75,-874.541,-2040.89,-1265.72,5232.93,436.17242,8423.4484
0,430.01059,-1517.13,-1387.29,-1672.59,-873.542,-2039.8,-1264.76,5229.52,436.18722,8423.7444
0,430.01495,-1514.05,-1384.79,-1669.31,-870.834,-2036.8,-1261.98,5220.16,436.19158,8423.8316
0,430.02936,-1522.89,-1391.97,-1678.74,-878.618,-2045.41,-1269.97,5247.04,436.20599,8424.1198
0,430.05142,-1512.87,-1383.83,-1668.02,-869.789,-2035.64,-1260.88,5216.53,436.22805,8424.561
0,430.05145,-1517.23,-1387.34,-1672.56,-873.592,-2039.83,-1264.7,5229.62,436.22808,8424.5616
0,430.06195,-1516.54,-1386.8,-1671.94,-873.013,-2039.21,-1264.2,5227.69,436.23858,8424.7716
0,430.06671,-1513.07,-1383.99,-1668.27,-869.972,-2035.84,-1261.09,5217.18,436.24334,8424.8668
0,430.0705,-1522.92,-1391.99,-1678.76,-878.637,-2045.43,-1269.98,5247.11,436.24713,8424.9426
0,430.07516,-1519.36,-1389.12,-1675.06,-875.524,-2042.01,-1266.87,5236.43,436.25179,8425.0358
0,430.08075,-1511.5,-1382.71,-1666.52,-868.572,-2034.28,-1259.6,5212.3,436.25738,8425.1476
0,430.09927,-1515.29,-1385.76,-1670.48,-871.884,-2037.94,-1262.93,5223.71,436.2759,8425.518
0,430.12079,-1512.53,-1383.55,-1667.66,-869.489,-2035.3,-1260.57,5215.49,436.29742,8425.9484
0,430.16418,-1514.62,-1385.23,-1669.8,-871.304,-2037.3,-1262.37,5221.72,436.34081,8426.8162
0,430.17392,-1512.98,-1383.91,-1668.12,-869.882,-2035.73,-1260.96,5216.83,436.35055,8427.011
0,430.17661,-1510.59,-1381.97,-1665.56,-867.78,-2033.4,-1258.79,5209.55,436.35324,8427.0648
0,430.20193,-1512,-1383.1,-1666.99,-868.999,-2034.74,-1259.98,5213.73,436.37856,8427.5712
0,430.22263,-1512.01,-1383.11,-1667.03,-869.012,-2034.76,-1260.02,5213.8,436.39926,8427.9852
0,430.22437,-1521.91,-1391.17,-1677.67,-877.748,-2044.45,-1269.06,5244.03,436.401,8428.02
0,430.23373,-1510.91,-1382.24,-1665.91,-868.062,-2033.72,-1259.09,5210.54,436.41036,8428.2072
0,443.86734,-1507.3,-1379.29,-1662.03,-864.882,-2030.18,-1255.8,5199.51,450.04397,8700.8794
0,443.86737,-1509.21,-1380.82,-1663.97,-866.532,-2031.99,-1257.41,5205.17,450.044,8700.88
0,443.91983,-1501.43,-1375.76,-1652.5,-861.939,-2021.96,-1249.39,5175.89,450.09646,8701.9292
0,443.9209,-1506.06,-1379.52,-1657.42,-865.996,-2026.48,-1253.55,5189.96,450.09753,8701.9506
0,443.92282,-1509.98,-1382.71,-1661.65,-869.456,-2030.33,-1257.14,5201.96,450.09945,8701.989
0,443.92569,-1505.81,-1379.35,-1657.36,-865.829,-2026.33,-1253.55,5189.5,450.10232,8702.0464
0,443.9386,-1510.61,-1383.22,-1662.31,-870.005,-2030.94,-1257.7,5203.86,450.11523,8702.3046
0,443.94791,-1499.37,-1374.11,-1650.4,-860.148,-2020.01,-1247.64,5169.78,450.12454,8702.4908
0,443.94937,-1506.54,-1379.92,-1658.01,-866.436,-2026.98,-1254.06,5191.53,450.126,8702.52
0,443.94986,-1500.01,-1374.63,-1651.06,-860.706,-2020.62,-1248.19,5171.69,450.12649,8702.5298
0,444.00531,-1500.06,-1374.66,-1651.08,-860.744,-2020.65,-1248.2,5171.79,450.18194,8703.6388
0,444.00592,-1502.75,-1376.83,-1653.91,-863.091,-2023.26,-1250.58,5179.92,450.18255,8703.651
0,444.00812,-1502.15,-1376.36,-1653.34,-862.585,-2022.71,-1250.12,5178.2,450.18475,8703.695
0,444.00848,-1508.57,-1381.57,-1660.2,-868.227,-2028.97,-1255.92,5197.74,450.18511,8703.7022
0,444.02667,-1510.22,-1382.92,-1661.97,-869.685,-2030.59,-1257.43,5202.78,450.2033,8704.066
0,444.04126,-1502.92,-1376.99,-1654.19,-863.268,-2023.47,-1250.85,5180.58,450.21789,8704.3578
0,444.0415,-1511.01,-1383.56,-1662.82,-870.382,-2031.36,-1258.15,5205.19,450.21813,8704.3626
0,444.06985,-1501.01,-1375.44,-1652.15,-861.589,-2021.61,-1249.12,5174.77,450.24648,8704.9296
0,444.06992,-1502.24,-1376.42,-1653.4,-862.652,-2022.77,-1250.15,5178.41,450.24655,8704.931
0,444.08609,-1507.84,-1380.98,-1659.42,-867.588,-2028.26,-1255.26,5195.52,450.26272,8705.2544
0,444.09949,-1500.99,-1375.43,-1652.12,-861.573,-2021.59,-1249.09,5174.7,450.27612,8705.5224
0,444.12219,-1500.83,-1375.29,-1651.91,-861.422,-2021.41,-1248.91,5174.15,450.29882,8705.9764
0,444.12442,-1510.19,-1382.89,-1661.93,-869.653,-2030.55,-1257.39,5202.67,450.30105,8706.021
0,444.13217,-1500.31,-1374.88,-1651.4,-860.975,-2020.93,-1248.49,5172.64,450.3088,8706.176
0,444.134,-1501.62,-1375.92,-1652.73,-862.107,-2022.17,-1249.59,5176.52,450.31063,8706.2126
0,444.16129,-1499.22,-1373.99,-1650.23,-860.02,-2019.86,-1247.5,5169.31,450.33792,8706.7584
0,444.16687,-1501,-1375.42,-1652.05,-861.562,-2021.56,-1249.01,5174.61,450.3435,8706.87
0,444.16794,-1506.76,-1380.1,-1658.26,-866.635,-2027.2,-1254.28,5192.22,450.34457,8706.8914
0,444.16919,-1507.45,-1380.67,-1659.01,-867.244,-2027.88,-1254.92,5194.34,450.34582,8706.9164
0,444.19061,-1511.04,-1383.58,-1662.81,-870.394,-2031.37,-1258.13,5205.22,450.36724,8707.3448
0,444.19492,-1502.25,-1376.45,-1653.48,-862.678,-2022.82,-1250.25,5178.55,450.37155,8707.431
0,444.19781,-1504.71,-1378.42,-1656.02,-864.817,-2025.18,-1252.37,5185.91,450.37444,8707.4888
0,444.20667,-1505.58,-1379.15,-1657,-865.599,-2026.05,-1253.21,5188.63,450.3833,8707.666
0,444.21979,-1503.48,-1377.45,-1654.81,-863.766,-2024.03,-1251.37,5182.32,450.39642,8707.9284
0,444.23138,-1505.22,-1378.84,-1656.59,-865.272,-2025.69,-1252.86,5187.5,450.40801,8708.1602
0,444.2316,-1508.34,-1381.38,-1659.91,-868.013,-2028.73,-1255.67,5196.98,450.40823,8708.1646
0,444.25348,-1499.68,-1374.36,-1650.72,-860.421,-2020.31,-1247.91,5170.71,450.43011,8708.6022
0,444.27023,-1508.14,-1381.22,-1659.72,-867.845,-2028.54,-1255.52,5196.4,450.44686,8708.9372
0,444.27075,-1505.9,-1379.42,-1657.42,-865.898,-2026.4,-1253.59,5189.72,450.44738,8708.9476
0,444.27127,-1501.64,-1375.96,-1652.88,-862.159,-2022.25,-1249.75,5176.77,450.4479,8708.958
0,444.31314,-1502.18,-1376.38,-1653.35,-862.604,-2022.72,-1250.12,5178.25,450.48977,8709.7954
0,444.31442,-1507.49,-1380.69,-1659.04,-867.274,-2027.91,-1254.94,5194.44,450.49105,8709.821
0,444.31567,-1498.15,-1373.12,-1649.07,-859.073,-2018.81,-1246.51,5166.03,450.4923,8709.846
0,444.31665,-1509.33,-1382.19,-1660.99,-868.894,-2029.7,-1256.59,5200.02,450.49328,8709.8656
0,444.35086,-1502.18,-1376.39,-1653.4,-862.617,-2022.75,-1250.17,5178.33,450.52749,8710.5498
