hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2
0, 0.15201, 546.008, 179.999, 0, 0
0, 0.15301, 545.999, -180, 0, 0
0, 0.15301, 545.999, -180, 0, 0
0, 0.15401, 546, 180, 0, 0
0, 0.15401, 546, 180, 0, 0
0, 0.15501, 546, 180, 0, 0
0, 0.15501, 546, 180, 0, 0
0, 0.15601, 546, -180, 0, 0
0, 0.15601, 546, -180, 0, 0
0, 0.15701, 546, 180, 0, 0
0, 0.15701, 546, 180, 0, 0
0, 0.15801, 546, -180, 0, 0
0, 0.15801, 546, -180, 0, 0
0, 0.15901, 546, 180, 0, 0
0, 0.15901, 546, 180, 0, 0
0, 0.16001, 546.008, 179.999, 0, 0
0, 0.16001, 546.008, 179.999, 0, 0
0, 0.16000, 545.999, -180, 0, 0
0, 0.16101, 546, 180, 0, 0
0, 0.16101, 546, 180, 0, 0
0, 0.16201, 546, 180, 0, 0
0, 0.16201, 546, 180, 0, 0
0, 0.16301, 546, -180, 0, 0
0, 0.16301, 546, -180, 0, 0
0, 0.16401, 546, 180, 0, 0
0, 0.16401, 546, 180, 0, 0
0, 0.16501, 546, -180, 0, 0
0, 0.16501, 546, -180, 0, 0
0, 0.16601, 546, 180, 0, 0
0, 0.16601, 546, 180, 0, 0
0, 0.16701, 546, -180, 0, 0
0, 0.16701, 546, -180, 0, 0
0, 0.16801, 546.008, 179.999, 0, 0
0, 0.16801, 546.008, 179.999, 0, 0
0, 0.16901, 545.999, -180, 0, 0
0, 0.16901, 545.999, -180, 0, 0
0, 0.17001, 546, 180, 0, 0
0, 0.17001, 546, 180, 0, 0
0, 0.17101, 546, 180, 0, 0
0, 0.17101, 546, 180, 0, 0
0, 0.17201, 546, -180, 0, 0
0, 0.17201, 546, -180, 0, 0
0, 0.17301, 546, 180, 0, 0
0, 0.17301, 546, 180, 0, 0
0, 0.17401, 546, -180, 0, 0
0, 0.17401, 546, -180, 0, 0
0, 0.17501, 546, 180, 0, 0
0, 0.17501, 546, 180, 0, 0
0, 0.17601, 546.008, 179.999, 0, 0
0, 0.17601, 546.008, 179.999, 0, 0
0, 0.17701, 545.999, -180, 0, 0
0, 0.17701, 545.999, -180, 0, 0
0, 0.17801, 546, 180, 0, 0
0, 0.17801, 546, 180, 0, 0
0, 0.17901, 546, 180, 0, 0
0, 0.17901, 546, 180, 0, 0
0, 0.18001, 546, -180, 0, 0
0, 0.18001, 546, -180, 0, 0
0, 0.18101, 546, 180, 0, 0
0, 0.18101, 546, 180, 0, 0
0, 0.18201, 546, -180, 0, 0
0, 0.18201, 546, -180, 0, 0
0, 0.18301, 546, 180, 0, 0
0, 0.18301, 546, 180, 0, 0
0, 0.18401, 546.008, 179.999, 0, 0
0, 0.18401, 546.008, 179.999, 0, 0
0, 0.18501, 545.999, -180, 0, 0
0, 0.18501, 545.999, -180, 0, 0
0, 0.18601, 546, 180, 0, 0
0, 0.18601, 546, 180, 0, 0
0, 0.18701, 546, 180, 0, 0
0, 0.18701, 546, 180, 0, 0
0, 0.18801, 546, -180, 0, 0
0, 0.18801, 546, -180, 0, 0
0, 0.18901, 546, 180, 0, 0
0, 0.18901, 546, 180, 0, 0
0, 0.19001, 546, -180, 0, 0
0, 0.19001, 546, -180, 0, 0
0, 0.19101, 546, 180, 0, 0
0, 0.19101, 546, 180, 0, 0
0, 0.19201, 546.008, 179.999, 0, 0
0, 0.19201, 546.008, 179.999, 0, 0
0, 0.19301, 545.999, -180, 0, 0
0, 0.19301, 545.999, -180, 0, 0
0, 0.19401, 546, 180, 0, 0
0, 0.19401, 546, 180, 0, 0
0, 0.19501, 546, 180, 0, 0
0, 0.19501, 546, 180, 0, 0
0, 0.19601, 546, -180, 0, 0
0, 0.19601, 546, -180, 0, 0
0, 0.19701, 546, 180, 0, 0
0, 0.19701, 546, 180, 0, 0
0, 0.19801, 546, -180, 0, 0
0, 0.19801, 546, -180, 0, 0
0, 0.19901, 546, 180, 0, 0
0, 0.19901, 546, 180, 0, 0
0, 0.20001, 546.007, 179.999, 0, 0
0, 0.20001, 546.007, 179.999, 0, 0
0, 0.20101, 545.999, -180, 0, 0
0, 0.20101, 545.999, -180, 0, 0
0, 0.20201, 546, 180, 0, 0
0, 0.20201, 546, 180, 0, 0
0, 0.20301, 546, 180, 0, 0
0, 0.20301, 546, 180, 0, 0
0, 0.20401, 546, -180, 0, 0
0, 0.20401, 546, -180, 0, 0
0, 0.20501, 546, 180, 0, 0
0, 0.20501, 546, 180, 0, 0
0, 0.20601, 546, -180, 0, 0
0, 0.20601, 546, -180, 0, 0
0, 0.20701, 546, 180, 0, 0
0, 0.20701, 546, 180, 0, 0
0, 0.20801, 546.006, 179.999, 0, 0
0, 0.20801, 546.006, 179.999, 0, 0
0, 0.20901, 545.999, -180, 0, 0
0, 0.20901, 545.999, -180, 0, 0
0, 0.21001, 546, 180, 0, 0
0, 0.21001, 546, 180, 0, 0
0, 0.21101, 546, 180, 0, 0
0, 0.21101, 546, 180, 0, 0
0, 0.21201, 546, -180, 0, 0
0, 0.21201, 546, -180, 0, 0
0, 0.21301, 546, 180, 0, 0
0, 0.21301, 546, 180, 0, 0
0, 0.21401, 546, -180, 0, 0
0, 0.21401, 546, -180, 0, 0
0, 0.21501, 546, 180, 0, 0
0, 0.21501, 546, 180, 0, 0
0, 0.21601, 546.006, 179.999, 0, 0
0, 0.21601, 546.006, 179.999, 0, 0
0, 0.21701, 545.999, -180, 0, 0
0, 0.21701, 545.999, -180, 0, 0
0, 0.21801, 546, 180, 0, 0
0, 0.21801, 546, 180, 0, 0
0, 0.21901, 546, 180, 0, 0
0, 0.21901, 546, 180, 0, 0
0, 0.22001, 546, -180, 0, 0
0, 0.22001, 546, -180, 0, 0
0, 0.22000, 546, 180, 0, 0
0, 0.22000, 546, 180, 0, 0
0, 0.22101, 546, -180, 0, 0
0, 0.22101, 546, -180, 0, 0
0, 0.22201, 546, 180, 0, 0
0, 0.22201, 546, 180, 0, 0
0, 0.22301, 546, -180, 0, 0
0, 0.22301, 546, -180, 0, 0
0, 0.22401, 546.006, 179.999, 0, 0
0, 0.22401, 546.006, 179.999, 0, 0
0, 0.22501, 545.999, -180, 0, 0
0, 0.22501, 545.999, -180, 0, 0
0, 0.22601, 546, 180, 0, 0
0, 0.22601, 546, 180, 0, 0
0, 0.22701, 546, 180, 0, 0
0, 0.22701, 546, 180, 0, 0
0, 0.22801, 546, -180, 0, 0
0, 0.22801, 546, -180, 0, 0
0, 0.22901, 546, 180, 0, 0
0, 0.22901, 546, 180, 0, 0
0, 0.23001, 546, -180, 0, 0
0, 0.23001, 546, -180, 0, 0
0, 0.23000, 546, 180, 0, 0
0, 0.23000, 546, -180, 0, 0
0, 0.23000, 546, 180, 0, 0
0, 0.23101, 546, 180, 0, 0
0, 0.23101, 546, 180, 0, 0
0, 0.23201, 546.006, 179.999, 0, 0
0, 0.23201, 546.006, 179.999, 0, 0
0, 0.23301, 545.999, -180, 0, 0
0, 0.23301, 545.999, -180, 0, 0
0, 0.23401, 546, 180, 0, 0
0, 0.23401, 546, 180, 0, 0
0, 0.23501, 546, 180, 0, 0
0, 0.23501, 546, 180, 0, 0
0, 0.23601, 546, -180, 0, 0
0, 0.23601, 546, -180, 0, 0
0, 0.23701, 546, 180, 0, 0
0, 0.23701, 546, 180, 0, 0
0, 0.23801, 546, -180, 0, 0
0, 0.23801, 546, -180, 0, 0
0, 0.23901, 546, 180, 0, 0
0, 0.23901, 546, 180, 0, 0
0, 0.24000, 546.005, 179.999, 0, 0
0, 0.24001, 523.036, 179.999, 0, 0
0, 0.24001, 523.036, 179.999, 0, 0
0, 0.24101, 522.989, 180, 0, 0
0, 0.24101, 522.989, 180, 0, 0
0, 0.24201, 523.003, -180, 0, 0
0, 0.24201, 523.003, -180, 0, 0
0, 0.24301, 523, 180, 0, 0
0, 0.24301, 523, 180, 0, 0
0, 0.24401, 523, -180, 0, 0
